HEAD,HANDL,HANDR
0.04575486;1.728979;0.08936585;0.1416933;-0.02915673;-0.004968632;0.9894686,-0.2130498;0.8125858;0.2188828;0.06437625;0.116491;0.6570375;0.7420157,0.281082;1.020932;0.3144773;-0.06995668;-0.1544035;-0.6562967;0.7352145
0.04571863;1.729301;0.08991374;0.1468177;-0.02809768;-0.0055953;0.9887486,-0.214859;0.8125741;0.218247;0.06476334;0.1161597;0.6564316;0.74257,0.2818319;1.023916;0.3209416;-0.07016784;-0.1654153;-0.650984;0.7375188
0.04575765;1.729743;0.09076324;0.1527491;-0.02642575;-0.006578639;0.9878897,-0.2171026;0.8125468;0.2173684;0.06548229;0.1153638;0.6549566;0.7439324,0.2834651;1.026477;0.3261184;-0.0698331;-0.1757713;-0.6454722;0.7399957
0.04573674;1.729975;0.09174724;0.1590286;-0.02397678;-0.007762604;0.9869523,-0.2188408;0.8125193;0.2168052;0.06602125;0.1144829;0.6537825;0.7450526,0.2857423;1.029474;0.3322217;-0.07010986;-0.1876244;-0.6394364;0.7422956
0.04553593;1.729863;0.09235637;0.1649557;-0.0212899;-0.008823527;0.9860317,-0.2218513;0.8124775;0.2152045;0.06658784;0.1119575;0.6529636;0.7461032,0.2871231;1.031685;0.3364882;-0.07249002;-0.2007854;-0.6337851;0.7434695
0.04535309;1.729904;0.09278701;0.1713248;-0.01874364;-0.009687626;0.9849886,-0.2224746;0.8124441;0.2145726;0.06671599;0.1101077;0.6532072;0.7461538,0.2875715;1.033112;0.3391362;-0.07559572;-0.2092832;-0.6311711;0.7430403
0.04529943;1.730443;0.09338829;0.1789612;-0.01604729;-0.01052801;0.9836689,-0.2221657;0.8122348;0.213328;0.06700417;0.1062602;0.654093;0.74591,0.2878014;1.036315;0.3455183;-0.08248101;-0.221565;-0.6291397;0.7404657
0.04530395;1.730932;0.09396063;0.1862314;-0.01354532;-0.0112951;0.9823476,-0.2210611;0.8119763;0.2105276;0.06713787;0.102884;0.6552107;0.74539,0.285353;1.04142;0.3568714;-0.09114607;-0.2317342;-0.6297155;0.7358329
0.04507523;1.731123;0.0944683;0.1921728;-0.01095651;-0.01212703;0.981225,-0.2203634;0.8118465;0.2088317;0.06700543;0.1011145;0.6558447;0.7450866,0.2835118;1.044354;0.3620432;-0.09763677;-0.2382707;-0.6307561;0.7320116
0.04469449;1.730985;0.09484815;0.1963281;-0.008237863;-0.013314;0.9804133,-0.2197049;0.811738;0.2074254;0.06643885;0.09954694;0.6562338;0.7450057,0.2784683;1.050537;0.3753401;-0.1067876;-0.2473682;-0.6320476;0.7265819
