HEAD,HANDL,HANDR
-0.0308245;1.714904;-0.01431812;0.2231338;-0.1343853;0.04369635;0.9644908,-0.2417543;0.9559283;0.08969096;-0.07420827;0.05888576;0.5523787;0.8281928,0.2852424;0.8618112;0.06637953;0.1496717;-0.5075221;-0.4636823;0.7106466
-0.03696568;1.715091;-0.01200001;0.2252137;-0.1314415;0.04421448;0.9643895,-0.2467307;0.9495879;0.0922484;-0.0740843;0.05926659;0.5529868;0.8277708,0.2801369;0.8613533;0.0655062;0.1406128;-0.5096801;-0.4632695;0.7112212
-0.04359005;1.715162;-0.009553879;0.2271415;-0.1284061;0.04460373;0.9643283,-0.2516056;0.9437143;0.09496161;-0.0735283;0.06033855;0.5538546;0.8271626,0.2752366;0.8609732;0.06459305;0.1316792;-0.5113425;-0.4630879;0.711856
-0.05046331;1.71504;-0.007015169;0.2287426;-0.1254462;0.04484715;0.9643282,-0.2549917;0.9400608;0.09677755;-0.07271861;0.0619139;0.5547212;0.8265369,0.2719001;0.8607631;0.06402978;0.1258284;-0.5120933;-0.4630939;0.7123706
-0.05725075;1.714811;-0.004381388;0.2301674;-0.1221138;0.04479931;0.9644191,-0.2618761;0.9333035;0.09920245;-0.07123144;0.06532358;0.5559564;0.8255734,0.2630827;0.8603144;0.06327753;0.1135323;-0.5091161;-0.4625732;0.7168943
-0.07027078;1.714067;0.001010455;0.2326112;-0.1157711;0.04478902;0.9646155,-0.2731144;0.9240298;0.1046173;-0.0695444;0.07124626;0.5568496;0.8246248,0.2536489;0.8597505;0.06227034;0.09886774;-0.5069607;-0.4614016;0.7213353
-0.07724199;1.713567;0.004041091;0.2337698;-0.1124518;0.04483399;0.964726,-0.277651;0.92077;0.1061392;-0.06905329;0.07270883;0.5568349;0.8245484,0.2496757;0.8595045;0.06194158;0.09312986;-0.5063084;-0.4607363;0.7229806
-0.08350359;1.713142;0.006882258;0.2348666;-0.1093206;0.0451882;0.964803,-0.283267;0.916841;0.1088659;-0.06811713;0.07475789;0.5568951;0.8244023,0.2405695;0.8589025;0.06214467;0.08215393;-0.5056291;-0.4592448;0.7257301
-0.08941194;1.712998;0.009627365;0.2362733;-0.1063354;0.04584962;0.9647619,-0.2885638;0.9132636;0.1115576;-0.0668654;0.07702567;0.5571151;0.8241474,0.2367945;0.8585666;0.06159938;0.07680336;-0.5055649;-0.4583603;0.7269189
-0.09639066;1.712758;0.01289765;0.238018;-0.1032431;0.04646803;0.9646393,-0.2945796;0.9097569;0.1140742;-0.06510507;0.08001978;0.5571837;0.8239565,0.2311175;0.8580488;0.0611435;0.06908244;-0.5063221;-0.4573582;0.7277974
-0.1029766;1.71261;0.0162065;0.2400829;-0.1002407;0.04712188;0.9644126,-0.2982464;0.9076148;0.115643;-0.06362559;0.08241752;0.5570385;0.823934,0.2247647;0.8574924;0.06104337;0.06163915;-0.5074253;-0.4562716;0.7283794
-0.1086363;1.712653;0.01920296;0.2425717;-0.09740558;0.04764614;0.9640545,-0.303237;0.9046126;0.1179461;-0.06067924;0.08697671;0.5565628;0.8240091,0.2201193;0.8570867;0.06127952;0.05673968;-0.5081664;-0.4554718;0.7287613
-0.1141506;1.712793;0.02219023;0.2452533;-0.09452065;0.04803335;0.9636438,-0.3077929;0.9018445;0.119918;-0.05672009;0.09270124;0.5556621;0.8242748,0.2144966;0.8565752;0.06121595;0.04947342;-0.5092219;-0.4542865;0.7292936
-0.120982;1.712841;0.02564635;0.2481737;-0.09150939;0.0484051;0.9631681,-0.3134461;0.8975066;0.1215109;-0.05214763;0.09888408;0.5549442;0.8243418,0.2089675;0.8561133;0.0611273;0.04206209;-0.510727;-0.4534128;0.7292499
-0.1269062;1.712839;0.02948067;0.2509547;-0.0887659;0.04866755;0.9626909,-0.3166459;0.8951972;0.1225608;-0.04883531;0.1031013;0.5546489;0.8242267,0.2023914;0.8557252;0.06148733;0.03508618;-0.5120612;-0.4525153;0.7292409
-0.13216;1.712968;0.03280616;0.2536851;-0.08602896;0.04886628;0.9622136,-0.3166515;0.8951933;0.1225639;-0.04883002;0.1031088;0.5546482;0.8242267,0.1962595;0.8553099;0.06259472;0.02801248;-0.5136404;-0.4513794;0.7291403
-0.1425774;1.71342;0.03963389;0.2592799;-0.08009741;0.04896265;0.9612289,-0.3300892;0.8852862;0.127129;-0.03560776;0.116273;0.5542607;0.8234122,0.1873036;0.8545743;0.0636982;0.01620037;-0.5177425;-0.4488678;0.728147
-0.1481083;1.713533;0.04323366;0.2619758;-0.07669462;0.04883195;0.9607821,-0.3353031;0.8817426;0.1283883;-0.03210387;0.1183085;0.554583;0.8230493,0.1825476;0.8541457;0.06219859;0.009706458;-0.5204283;-0.4468827;0.7275686
-0.1529758;1.713727;0.04662967;0.2646665;-0.07312829;0.04870535;0.960329,-0.3404433;0.8783772;0.1296696;-0.02891266;0.1194515;0.5552356;0.8225623,0.1764346;0.8537151;0.06238071;0.003637044;-0.5230852;-0.4445149;0.7271694
-0.1571835;1.713974;0.04986402;0.2673159;-0.06973702;0.04846141;0.9598597,-0.3447721;0.8752004;0.1303695;-0.02700654;0.119879;0.5557377;0.8222259,0.1713637;0.8533422;0.06302281;-0.001626024;-0.5255757;-0.4422123;0.7267846
-0.1620657;1.713997;0.05317016;0.2701008;-0.06626302;0.0482741;0.9593354,-0.3501995;0.8712353;0.1314371;-0.0242103;0.1204271;0.5564682;0.8217385,0.1680919;0.8531107;0.0631648;-0.004841633;-0.5270975;-0.4406629;0.7266093
-0.1669841;1.713714;0.05653585;0.2730143;-0.06303137;0.04810643;0.9587367,-0.3550789;0.8677803;0.132435;-0.02133964;0.1211427;0.5570774;0.8213,0.1631849;0.8527896;0.06341776;-0.009269577;-0.5292799;-0.4384405;0.7263242
-0.1713601;1.713452;0.06060473;0.2762256;-0.05976262;0.04793422;0.9580346,-0.3581606;0.8655798;0.1330003;-0.0193958;0.1217993;0.5573826;0.8210441,-0.02245192;0.9928343;0.3508387;-0.01341804;-0.5315638;-0.4363285;0.7258632
-0.1750398;1.713336;0.06384175;0.2791862;-0.05673547;0.04777718;0.957368,-0.3645024;0.8607339;0.1340392;-0.01516061;0.123753;0.5576459;0.8206623,-0.04586209;1.008541;0.35257;-0.01756936;-0.5341703;-0.4340428;0.7252313
-0.1793145;1.712973;0.0670559;0.2820088;-0.05340748;0.0474536;0.9567481,-0.365851;0.8596248;0.1343021;-0.01399243;0.1243727;0.5576292;0.8206006,-0.05226214;1.009347;0.3591796;-0.02184071;-0.537051;-0.4313305;0.7246055
-0.1832341;1.712483;0.07011476;0.2844966;-0.05012432;0.0470795;0.9562075,-0.3708251;0.8553926;0.1353448;-0.008650169;0.127334;0.5572554;0.820474,-0.05676477;1.010079;0.3633356;-0.02472679;-0.5390866;-0.4293762;0.7241619
-0.1865868;1.711942;0.07316622;0.2866787;-0.04700265;0.04669324;0.9557331,-0.3742216;0.8523257;0.1361278;-0.004285976;0.1295929;0.5567834;0.8204753,-0.05771029;1.012108;0.3640204;-0.02889783;-0.542134;-0.4266059;0.7233694
-0.1901559;1.711303;0.07702999;0.2890713;-0.04401785;0.04632978;0.9551722,-0.3763657;0.850317;0.1366548;-0.001541659;0.1307624;0.5565437;0.820462,-0.06153622;1.014442;0.3682702;-0.03278625;-0.545158;-0.4242821;0.7222968
-0.1936851;1.710668;0.08046041;0.2914714;-0.04118986;0.04615247;0.9545773,-0.3794983;0.8473238;0.137499;0.002053306;0.131728;0.5564719;0.8203551,-0.06365514;1.015616;0.3699213;-0.03404311;-0.5461913;-0.4235829;0.7218682
-0.1968109;1.71022;0.08368694;0.2944162;-0.03859258;0.04615942;0.9537814,-0.3825018;0.8443954;0.1384195;0.004774094;0.1316421;0.5568146;0.8201252,-0.07304068;1.021077;0.3761815;-0.03851381;-0.5501602;-0.4213387;0.7199404
-0.2025121;1.70948;0.08986779;0.3007645;-0.03339019;0.04634058;0.9519866,-0.3868005;0.841486;0.1392661;0.007395551;0.1300046;0.5580797;0.8195066,-0.08643991;1.026086;0.3947193;-0.04450119;-0.5561903;-0.4185745;0.7165664
-0.2057519;1.708922;0.09345036;0.3037889;-0.03078866;0.04650108;0.9511057,-0.3888881;0.8412574;0.1393906;0.007833406;0.1293787;0.5585781;0.819262,-0.09405743;1.029599;0.4006275;-0.0475872;-0.5591046;-0.417001;0.715016
-0.2110373;1.707479;0.1001139;0.3083932;-0.02674817;0.04749616;0.9496959,-0.393959;0.8402642;0.1433779;0.008523121;0.1279552;0.5599678;0.8185297,-0.1040299;1.055118;0.4033331;-0.05242927;-0.5632858;-0.4149519;0.7125834
-0.2134197;1.706645;0.1032993;0.3103836;-0.02509264;0.04788116;0.9490731,-0.3964522;0.8399639;0.1466541;0.008735597;0.1275934;0.5604558;0.8182499,-0.108726;1.05911;0.4060671;-0.05412611;-0.564652;-0.414371;0.711713
-0.2175158;1.704871;0.1091773;0.3139562;-0.02284136;0.04864147;0.9479155,-0.4007027;0.8397375;0.1515022;0.009053037;0.1273608;0.5608572;0.8180076,-0.1155138;1.056661;0.4145278;-0.05696766;-0.5668606;-0.4137208;0.710112
-0.219237;1.704103;0.1118042;0.315789;-0.02197239;0.04876175;0.9473209,-0.4044051;0.8393393;0.1548648;0.009457752;0.1272399;0.5609668;0.8179467,-0.1282408;1.058092;0.4247797;-0.05966877;-0.5690312;-0.4135673;0.708241
-0.2208911;1.703438;0.1142827;0.3177287;-0.02100628;0.04869727;0.9466974,-0.4063485;0.8390939;0.1563389;0.009689257;0.12712;0.5609698;0.8179606,-0.1342754;1.059591;0.4297375;-0.06045139;-0.569711;-0.4138816;0.7074441
-0.2230205;1.70245;0.1173742;0.3198281;-0.0199433;0.04869466;0.9460133,-0.4093944;0.8386673;0.1583132;0.01003046;0.1267173;0.5609035;0.8180643,-0.1385202;1.060774;0.433005;-0.06094512;-0.5701985;-0.4140578;0.7069056
-0.2262538;1.70089;0.1225535;0.3244446;-0.01845901;0.0485383;0.9444782,-0.4141881;0.8376198;0.1612669;0.01053749;0.1251648;0.560644;0.8184748,-0.1491403;1.063701;0.4409303;-0.06234927;-0.5719127;-0.4141316;0.7053535
-0.2274742;1.700309;0.1248205;0.3267176;-0.01788604;0.04864264;0.9437,-0.4182523;0.836778;0.1638457;0.01084454;0.1211132;0.5600312;0.8194992,-0.1546049;1.065344;0.4451287;-0.06338633;-0.5732942;-0.4137783;0.7043462
-0.2288975;1.699377;0.127534;0.3286947;-0.01718738;0.04876651;0.9430198,-0.4206342;0.8363156;0.1659723;0.01053804;0.1170621;0.5595251;0.8204372,-0.1602126;1.066848;0.4492491;-0.06420521;-0.5747366;-0.4133176;0.7033663
-0.2300985;1.698132;0.1301643;0.3299595;-0.01674962;0.0490756;0.9425698,-0.4226844;0.8357242;0.1685301;0.009726167;0.1128528;0.5592147;0.8212482,-0.1659572;1.068275;0.4531708;-0.06459185;-0.5761249;-0.4128857;0.7024481
-0.2310613;1.697072;0.1323707;0.3309239;-0.01656716;0.04935566;0.9422202,-0.422682;0.8357261;0.1685276;0.009727657;0.1128574;0.5592152;0.8212472,-0.1709232;1.069002;0.4568859;-0.06447034;-0.5774806;-0.4125994;0.7015136
-0.2320286;1.696154;0.1345582;0.3321933;-0.01633653;0.0495297;0.9417683,-0.4256494;0.8345212;0.1728939;0.007614493;0.1057341;0.5592887;0.8221669,-0.1738449;1.069193;0.4595244;-0.06412878;-0.5784888;-0.4124067;0.7008272
-0.2329012;1.695021;0.1369827;0.3337166;-0.01606331;0.04941812;0.9412402,-0.4272093;0.8339094;0.1751704;0.006022066;0.1014605;0.5597631;0.8223958,-0.1786809;1.069819;0.4632714;-0.06335242;-0.5804384;-0.4118609;0.6996059
