HEAD,HANDL,HANDR
0.02536321;1.731001;-0.08812951;0.1082962;-0.06496799;0.03577114;0.9913483,-0.2074279;0.8805621;0.04561974;0.2687177;0.3945971;0.5042147;0.7196189,0.3101998;0.8825063;-0.04068372;0.3103034;-0.3622577;-0.4669729;0.7445922
0.02613153;1.730985;-0.08810334;0.1080933;-0.06518975;0.03599973;0.9913477,-0.2069441;0.8805622;0.04576195;0.2687141;0.3945887;0.5042176;0.7196229,0.3109283;0.8825066;-0.04047485;0.3102843;-0.3622576;-0.4669726;0.7446005
0.02695484;1.730918;-0.08805446;0.1077371;-0.06539807;0.03620115;0.9913654,-0.2059814;0.8805624;0.04601126;0.2687173;0.3945951;0.5042157;0.7196196,0.3116482;0.882507;-0.04029428;0.3102557;-0.3622563;-0.4669783;0.7446093
0.02787704;1.730845;-0.08803792;0.1073532;-0.06565762;0.03628273;0.9913869,-0.2054922;0.8805621;0.04612818;0.268717;0.394594;0.5042158;0.7196202,0.3121396;0.8825074;-0.04017817;0.3102222;-0.3622531;-0.4669896;0.7446178
0.02880129;1.730772;-0.08802886;0.1069779;-0.06591878;0.03638523;0.9914064,-0.2046747;0.8805612;0.04630697;0.2687188;0.3945909;0.5042141;0.7196224,0.312963;0.8825096;-0.04000128;0.3101295;-0.3622396;-0.4670295;0.744638
0.02977013;1.730703;-0.08797422;0.1066623;-0.06624282;0.03637759;0.9914191,-0.2038059;0.8805592;0.04645915;0.2687523;0.3946074;0.5041861;0.7196204,0.3138421;0.8825144;-0.03985121;0.3099701;-0.3622194;-0.4671108;0.7446631
0.03081355;1.730636;-0.087917;0.106395;-0.06663431;0.03615793;0.9914296,-0.2029001;0.8805524;0.04659003;0.2688529;0.394646;0.5040832;0.7196337,0.314755;0.8825221;-0.03971791;0.309747;-0.3621913;-0.4672413;0.7446878
0.0318562;1.730594;-0.08788265;0.1061966;-0.06700335;0.03609781;0.9914282,-0.20226;0.8805436;0.04667022;0.2689777;0.3947023;0.5039412;0.7196556,0.3153931;0.8825285;-0.03963097;0.3095806;-0.3621737;-0.4673466;0.7446994
0.03297204;1.730581;-0.08783;0.1060695;-0.06741416;0.03602247;0.9914167,-0.2012394;0.8805231;0.04676418;0.2692471;0.3948581;0.5035945;0.7197121,0.3163966;0.8825389;-0.03951467;0.309338;-0.3621525;-0.4675154;0.7447047
0.03401128;1.730586;-0.08774352;0.1060235;-0.06774985;0.03589934;0.9914032,-0.2001598;0.8804958;0.04682991;0.2695673;0.3950267;0.5031348;0.7198214,0.3174392;0.8825479;-0.03941721;0.3091412;-0.3621449;-0.4676691;0.7446935
0.03506605;1.730556;-0.08763361;0.1059376;-0.06806938;0.03569596;0.9913978,-0.199419;0.8804757;0.04686623;0.2697954;0.3951286;0.5027996;0.7199142,0.3184959;0.8825541;-0.03933236;0.308998;-0.3621511;-0.4677935;0.7446718
0.03618125;1.730565;-0.08752809;0.1059351;-0.06842326;0.03560055;0.9913772,-0.1979614;0.8804329;0.04694291;0.270195;0.3953014;0.5021334;0.7201346,0.3195341;0.8825579;-0.03923839;0.3088987;-0.3621626;-0.4678915;0.7446457
0.03736367;1.730531;-0.08745259;0.1058885;-0.06889421;0.03544468;0.9913551,-0.1971995;0.8804093;0.04698016;0.2703184;0.3954234;0.5017866;0.7202628,0.3202614;0.8825589;-0.03916759;0.3088531;-0.3621727;-0.4679429;0.7446276
0.03843885;1.73053;-0.08735919;0.1059512;-0.06929427;0.03525962;0.9913271,-0.1960213;0.8803718;0.04702181;0.27043;0.3956469;0.5012265;0.7204881,0.3213846;0.8825587;-0.03906327;0.3088065;-0.3621899;-0.4680018;0.7446015
0.03950532;1.730483;-0.08724484;0.1060086;-0.06971925;0.03511868;0.9912962,-0.1952299;0.8803469;0.04704242;0.2704733;0.3957954;0.5008532;0.7206498,0.322499;0.8825567;-0.03897065;0.308778;-0.3622067;-0.468046;0.7445774
0.04069704;1.730439;-0.08713444;0.1060836;-0.07018138;0.03483303;0.9912657,-0.1937529;0.8803024;0.04709602;0.2705355;0.3959857;0.5002119;0.7209674,0.3235456;0.882553;-0.03887692;0.3087624;-0.3622237;-0.4680796;0.7445545
0.04189491;1.730386;-0.08702713;0.1061274;-0.07061213;0.03458015;0.9912392,-0.1929535;0.8802827;0.04715228;0.27056;0.3960155;0.4999474;0.7211252,0.3243112;0.8825498;-0.03879734;0.3087548;-0.3622324;-0.4680996;0.7445408
0.04309763;1.730333;-0.08676571;0.1061759;-0.07106604;0.0343293;0.9912103,-0.1917212;0.8802554;0.04724143;0.2705919;0.3959851;0.499624;0.7213541,0.3254966;0.8825437;-0.03868628;0.3087502;-0.3622468;-0.4681224;0.7445214
0.04435688;1.730231;-0.08641955;0.1061417;-0.07153834;0.03401172;0.9911909,-0.1904283;0.8802297;0.04738864;0.2706235;0.3958916;0.4993605;0.721576,0.3267456;0.8825366;-0.03852525;0.3087505;-0.3622597;-0.4681416;0.744503
0.04553839;1.730138;-0.08623872;0.1060717;-0.07195672;0.03382906;0.9911744,-0.1891616;0.8802025;0.04761511;0.2706512;0.3957723;0.4991131;0.7218021,0.3275694;0.8825313;-0.03837062;0.3087527;-0.3622676;-0.4681539;0.7444903
0.04685794;1.730083;-0.08607362;0.1060316;-0.07251412;0.03373695;0.9911412,-0.1883267;0.8801826;0.047762;0.2706616;0.3956797;0.4989414;0.7219677,0.3291807;0.882519;-0.03807074;0.3087626;-0.3622843;-0.4681828;0.7444599
0.0483994;1.730031;-0.08583414;0.1059758;-0.07307468;0.03354957;0.9911124,-0.1874821;0.8801604;0.04789596;0.2706542;0.3955655;0.4987544;0.7221622,0.3300044;0.8825124;-0.03793649;0.3087705;-0.362294;-0.4682027;0.7444395
0.04997315;1.729974;-0.08564511;0.1058657;-0.07371257;0.03339933;0.991082,-0.185418;0.8801098;0.04824885;0.2705802;0.3951864;0.4983656;0.7226657,0.331575;0.8825023;-0.03764309;0.308788;-0.3623139;-0.4682409;0.7443986
0.05128593;1.729892;-0.085548;0.1057096;-0.07427381;0.03323059;0.9910624,-0.1838791;0.8800685;0.04850383;0.2704877;0.3946429;0.4981265;0.723162,0.3321285;0.882499;-0.03753781;0.3087949;-0.3623217;-0.4682574;0.7443814
0.0525263;1.729822;-0.08545339;0.1055613;-0.07487343;0.03306421;0.9910386,-0.1824411;0.8800232;0.04872556;0.2703322;0.3937087;0.4979946;0.7238201,0.3344045;0.8824815;-0.03724542;0.3088429;-0.3623881;-0.4683616;0.7442637
0.05353029;1.729757;-0.08536343;0.105416;-0.07543065;0.03289445;0.9910175,-0.1814899;0.87999;0.04888812;0.2701756;0.3927546;0.4979988;0.7243936,0.3352925;0.8824745;-0.03715675;0.3088651;-0.3624305;-0.4684172;0.7441988
0.05458371;1.729711;-0.08523815;0.1052608;-0.07595356;0.03271649;0.9909999,-0.1802688;0.8799329;0.04911544;0.269712;0.3907936;0.4981697;0.7255086,0.3364084;0.882464;-0.03708335;0.3089016;-0.3625225;-0.4685087;0.7440813
0.05585504;1.729659;-0.08507805;0.1051126;-0.07650056;0.03261819;0.9909768,-0.1789855;0.8798731;0.04940521;0.2688134;0.388528;0.4985599;0.7267897,0.3376111;0.8824539;-0.03695745;0.3089397;-0.362651;-0.4686081;0.7439402
0.05712469;1.729644;-0.0848729;0.1050628;-0.07707778;0.03255591;0.9909394,-0.1776248;0.8798188;0.04971352;0.2674874;0.3861865;0.4991602;0.7281137,0.3389345;0.8824445;-0.03680594;0.3089759;-0.3628143;-0.4687221;0.7437737
0.05834555;1.729607;-0.08463459;0.1049983;-0.07776244;0.03255566;0.9908928,-0.1766953;0.8797872;0.04993018;0.2663805;0.384476;0.4996749;0.7290711,0.3403085;0.8824357;-0.03664804;0.3090172;-0.3630004;-0.4688571;0.7435807
0.05953283;1.729519;-0.08433636;0.1048837;-0.07859484;0.03256371;0.990839,-0.1753339;0.879747;0.05025949;0.2645398;0.3818258;0.5005577;0.7305269,0.3412117;0.8824301;-0.03654383;0.3090452;-0.3631251;-0.4689609;0.7434426
0.06077093;1.729465;-0.08392604;0.1049275;-0.07957075;0.03273749;0.9907507,-0.1740948;0.8797163;0.05062295;0.262374;0.3787904;0.5016748;0.7321202,0.3424632;0.8824219;-0.03638136;0.3090821;-0.363307;-0.4691404;0.7432251
0.06208286;1.729394;-0.08353366;0.1050316;-0.08065841;0.03295232;0.9906446,-0.1727486;0.8796908;0.05111294;0.2599055;0.3753583;0.5030175;0.7338452,0.3438379;0.882412;-0.03612673;0.3091076;-0.363488;-0.4693457;0.7429963
0.06358428;1.729303;-0.08313871;0.1052075;-0.08191856;0.03316598;0.9905154,-0.1713898;0.8796642;0.0516452;0.2569603;0.3716628;0.5045305;0.7357222,0.3452517;0.8823995;-0.0358321;0.3091243;-0.3636883;-0.469563;0.7427541
0.06508128;1.729197;-0.08278383;0.1056028;-0.08331539;0.03347292;0.9903465,-0.1703942;0.879645;0.05202341;0.2546537;0.3690823;0.505608;0.7370824,0.3462967;0.8823897;-0.03560232;0.3091364;-0.3638411;-0.4697055;0.7425841
0.06643372;1.72895;-0.08241478;0.1062122;-0.08491172;0.03385154;0.9901329,-0.1688465;0.8796175;0.05255448;0.2509061;0.3652058;0.5072406;0.7391738,0.3479806;0.8823734;-0.03525127;0.3091759;-0.3641182;-0.4699051;0.7423055
0.06778548;1.728786;-0.08194011;0.1068623;-0.08678484;0.03417289;0.9898894,-0.1678993;0.8795862;0.05254674;0.2467243;0.361117;0.5090541;0.7413404,0.3495523;0.8823454;-0.0348447;0.3092721;-0.3644859;-0.4700918;0.7419667
0.06904713;1.728624;-0.08144543;0.1073044;-0.08861016;0.03459922;0.989665,-0.167092;0.8795503;0.05215757;0.2419534;0.3567161;0.5111415;0.7436038,0.3512053;0.8823043;-0.03428628;0.3094922;-0.3650312;-0.4702554;0.7415029
0.07033303;1.728337;-0.08090664;0.1076245;-0.09091625;0.03505525;0.9894051,-0.1664427;0.8795233;0.05140587;0.2362988;0.3518242;0.5136043;0.7460518,0.3529051;0.8822642;-0.03370626;0.3099701;-0.365887;-0.4703763;0.7408045
0.07147574;1.728062;-0.08043101;0.1079968;-0.09320712;0.03539821;0.9891391,-0.1659975;0.8795017;0.05089603;0.2321934;0.3484203;0.515173;0.7478544,0.3540403;0.8822399;-0.03326837;0.3105266;-0.3666958;-0.4704223;0.7401421
0.07268927;1.727757;-0.07993733;0.1085621;-0.09591856;0.03572058;0.9888063,-0.1653176;0.8794437;0.04987128;0.2253026;0.342878;0.5171674;0.7511399,0.3554862;0.8822001;-0.03204948;0.3118235;-0.3682908;-0.470406;0.7388141
0.07382026;1.727371;-0.07943814;0.109251;-0.09875949;0.03606597;0.9884382,-0.1645819;0.8793412;0.04869812;0.217069;0.3362786;0.5187711;0.7554299,0.3562623;0.8821656;-0.0307554;0.3130061;-0.3695716;-0.4703225;0.7377267
0.07496996;1.726969;-0.07897401;0.1102597;-0.102129;0.03638215;0.9879721,-0.1918825;0.7626805;0.05723156;0.2084066;0.3276053;0.5204529;0.7605066,0.3573696;0.8820863;-0.02827884;0.3151665;-0.3716981;-0.4700282;0.7359241
0.07616724;1.726628;-0.07849281;0.1115971;-0.1055908;0.03679432;0.9874426,-0.200514;0.7632633;0.05667022;0.2024467;0.3201231;0.5218331;0.7643473,0.3586547;0.8819041;-0.02607775;0.3182636;-0.3744638;-0.4694013;0.7335855
0.07732429;1.72641;-0.07781596;0.1132565;-0.108959;0.03712879;0.9868751,-0.2015947;0.7642097;0.05928959;0.19301;0.3098;0.523919;0.7695972,0.3594054;0.8817775;-0.02542675;0.3198489;-0.37578;-0.4689852;0.7324882
0.07835141;1.726287;-0.07675897;0.1154932;-0.1124168;0.03745458;0.9862155,-0.1820209;0.8502194;0.08540369;0.1825633;0.3013422;0.5249118;0.7748104,0.36032;0.8815462;-0.02298579;0.3221676;-0.3775808;-0.4681813;0.731059
0.07929948;1.726151;-0.07542905;0.1178869;-0.1159705;0.03781318;0.9855068,-0.1759751;0.8843189;0.09302805;0.1718513;0.2940478;0.5260931;0.7792491,0.3611854;0.8813205;-0.02044014;0.3244248;-0.3791384;-0.4671855;0.7298908
0.07981652;1.72577;-0.07312018;0.1220249;-0.123201;0.03814382;0.984112,-0.1584561;0.9515224;0.1022993;0.1540446;0.2844266;0.5281823;0.7851085,0.3625475;0.8808957;-0.01643996;0.3278269;-0.380977;-0.4654572;0.728516
0.07981075;1.725659;-0.07192965;0.1242631;-0.1272337;0.0381173;0.9833196,-0.1536567;0.9655486;0.1025092;0.143027;0.2794585;0.5305921;0.7873488,0.3632239;0.8805994;-0.01376175;0.3298649;-0.3817319;-0.46423;0.7279838
