HEAD,HANDL,HANDR
-0.1285902;1.720478;-0.09152699;0.07624951;-0.1078969;0.01219376;0.9911587,-0.2764392;0.987957;0.09522254;0.1005717;0.3171948;0.5507723;0.765456,-0.07347503;1.063487;0.08584149;0.1263672;-0.3480696;-0.6532913;0.6603707
-0.1285915;1.720603;-0.09150448;0.07654853;-0.1080444;0.0121677;0.9911199,-0.2764342;0.9879346;0.09517371;0.1005712;0.3171918;0.5507741;0.765456,-0.07346848;1.063469;0.08585212;0.1261576;-0.3476508;-0.6534212;0.6605029
-0.1285589;1.720737;-0.09149759;0.07680528;-0.1082483;0.01212738;0.9910783,-0.2764306;0.9879211;0.0951298;0.1005722;0.3171917;0.5507739;0.7654558,-0.07330416;1.063447;0.08591201;0.1260019;-0.3472577;-0.6534889;0.6606724
-0.1285794;1.720814;-0.09149433;0.07694346;-0.1083653;0.01204044;0.9910558,-0.2764291;0.9879178;0.09510275;0.1005758;0.3171955;0.5507718;0.7654554,-0.07311918;1.063422;0.08588779;0.125889;-0.3468691;-0.6535102;0.6608769
-0.1285833;1.720874;-0.09149824;0.07701797;-0.1085339;0.01201906;0.9910319,-0.2764272;0.9879179;0.09506401;0.1005755;0.3171947;0.5507722;0.7654555,-0.07301938;1.063403;0.08584368;0.1258334;-0.34662;-0.6535053;0.661023
-0.1286324;1.720886;-0.09155189;0.07696243;-0.1085861;0.01180614;0.9910331,-0.2764261;0.9879171;0.0950276;0.1005755;0.3171944;0.5507723;0.7654555,-0.07287423;1.063369;0.08577734;0.1257637;-0.3462365;-0.6534746;0.6612676
-0.1286397;1.720854;-0.09157634;0.07680119;-0.1087443;0.01168627;0.9910296,-0.276426;0.9879147;0.09500477;0.1005748;0.3171936;0.5507728;0.7654557,-0.07266998;1.06333;0.08571313;0.1257202;-0.3459107;-0.6534269;0.6614934
-0.128717;1.720825;-0.09161651;0.07661667;-0.1087825;0.01154445;0.9910414,-0.276428;0.9879063;0.09496332;0.1005715;0.3171894;0.550775;0.7654561,-0.07237975;1.063284;0.08565235;0.1256915;-0.3456197;-0.6533801;0.6616971
-0.1288113;1.720745;-0.09167629;0.07628611;-0.1087846;0.01137445;0.9910686,-0.2764311;0.987901;0.09494576;0.1005714;0.3171891;0.5507751;0.7654562,-0.07209016;1.063235;0.08558203;0.125679;-0.3453811;-0.6533291;0.6618747
-0.1288882;1.720661;-0.09171589;0.07590764;-0.1088132;0.01122047;0.9910963,-0.2764687;0.9878933;0.09495475;0.1005707;0.3171884;0.5507755;0.7654564,-0.07192196;1.063198;0.08552887;0.1256791;-0.3452402;-0.6532888;0.6619878
