HEAD,HANDL,HANDR
-0.1097347;1.732629;-0.04731064;0.009692716;-0.08830013;0.02031824;0.9958395,-0.293521;0.9785657;0.1936704;0.1186123;0.2965578;0.5766414;0.7519769,0.1602191;0.9595507;0.1071236;0.2978503;-0.3334236;-0.5007532;0.7411883
-0.1095089;1.732606;-0.04714251;0.009765714;-0.08847038;0.01976347;0.9958349,-0.292369;0.9801897;0.1968952;0.1135199;0.2981953;0.5770617;0.751793,0.1602065;0.9595422;0.1071454;0.2979638;-0.3335364;-0.5006618;0.7411538
-0.109296;1.732625;-0.04698122;0.009945091;-0.0885893;0.01935223;0.9958306,-0.290641;0.9830265;0.2030057;0.1044013;0.3001483;0.5781348;0.7515128,0.1601987;0.9595355;0.1071732;0.2980424;-0.3336112;-0.5006031;0.7411281
-0.1090781;1.732616;-0.04680811;0.01009639;-0.0886909;0.01889587;0.9958288,-0.2880674;0.9876298;0.2131321;0.0901987;0.3025281;0.5792506;0.7515382,0.1601961;0.959532;0.107195;0.298079;-0.3336445;-0.5005785;0.741115
-0.1088753;1.732629;-0.04662717;0.01035242;-0.08875028;0.01840161;0.9958301,-0.2871949;0.9896562;0.2171995;0.08231899;0.3037966;0.5791572;0.7520027,0.1601955;0.959529;0.1072198;0.2981026;-0.3336655;-0.5005649;0.7411052
-0.1086381;1.732703;-0.0464164;0.01083187;-0.08880733;0.01784827;0.99583,-0.2867929;0.9918073;0.2210642;0.07080469;0.3059416;0.5780443;0.7531608,0.1602013;0.9595244;0.1072785;0.2981262;-0.3336866;-0.5005553;0.7410927
-0.1082957;1.732838;-0.04615311;0.01148772;-0.08876509;0.01734177;0.9958354,-0.2869225;0.9943126;0.2263843;0.06350809;0.3078344;0.5767243;0.7540516,0.1602129;0.9595217;0.1073322;0.2981308;-0.3336899;-0.5005559;0.741089
-0.1080243;1.732972;-0.04588868;0.01220131;-0.08880019;0.01691547;0.9958311,-0.2872195;1.000415;0.2378625;0.05010739;0.3136297;0.5733432;0.7552503,0.1602449;0.9595194;0.1073996;0.2981315;-0.3336896;-0.5005575;0.7410878
-0.1078491;1.733069;-0.04563587;0.0128986;-0.08876029;0.01646052;0.9958335,-0.2874568;1.004574;0.2456206;0.04357336;0.317943;0.5714821;0.7552628,0.1602778;0.9595184;0.107452;0.2981319;-0.3336892;-0.5005579;0.7410876
-0.1076866;1.733088;-0.04535717;0.01343904;-0.08872193;0.01605727;0.9958363,-0.2865088;1.011486;0.2570329;0.0335685;0.3266567;0.5684705;0.7543274,0.1603161;0.9595177;0.1075086;0.298135;-0.3336918;-0.5005552;0.7410869
-0.1075063;1.733071;-0.04504639;0.01398888;-0.08879019;0.01586241;0.9958258,-0.2841326;1.019422;0.269736;0.02320595;0.3379754;0.5650477;0.7522999,0.1604136;0.959518;0.1076381;0.2981309;-0.3336871;-0.5005598;0.7410876
-0.1073073;1.733138;-0.044705;0.01477359;-0.08898904;0.01588765;0.9957963,-0.2811214;1.026757;0.2803403;0.01162522;0.3517642;0.5608028;0.7494177,0.1605016;0.9595187;0.1077537;0.2981262;-0.3336776;-0.5005676;0.7410886
-0.1071471;1.73319;-0.04440124;0.01559996;-0.0892054;0.01585448;0.9957649,-0.2788789;1.031938;0.2877681;0.003582992;0.3613675;0.5577326;0.7472183,0.1606049;0.9595205;0.1078911;0.2981005;-0.3336282;-0.5006074;0.7410942
-0.1070351;1.733146;-0.04410844;0.01674068;-0.08939741;0.01574096;0.9957309,-0.2750928;1.040504;0.2996114;-0.009509228;0.375849;0.5529851;0.743542,0.1606437;0.9595213;0.1079427;0.2980817;-0.3335938;-0.500636;0.7410979
-0.1069274;1.733078;-0.04382899;0.01796573;-0.08968343;0.01549973;0.9956877,-0.270097;1.05182;0.3153007;-0.02374242;0.3892893;0.5483688;0.7397174,0.1608037;0.9595273;0.108167;0.2979118;-0.3333111;-0.5008804;0.7411283
-0.1067633;1.733135;-0.04352249;0.0191557;-0.09004536;0.01526873;0.9956364,-0.2658494;1.062644;0.3289103;-0.03892445;0.401092;0.5440513;0.7359473,0.160939;0.9595348;0.1083534;0.2976437;-0.3329178;-0.5012344;0.7411735
-0.1065815;1.733192;-0.04319724;0.02032428;-0.09054009;0.01503719;0.9955719,-0.2612161;1.075349;0.3445501;-0.05421645;0.4108825;0.5401677;0.7324309,0.161097;0.9595484;0.1085554;0.2972494;-0.3323933;-0.501737;0.741227
-0.1063687;1.733302;-0.04287822;0.02153664;-0.0910786;0.01476573;0.9955013,-0.2597411;1.080399;0.3505852;-0.06444052;0.4167276;0.5376639;0.7301391,0.161214;0.9595603;0.1086933;0.2969401;-0.3320123;-0.5021225;0.7412607
-0.1061225;1.733408;-0.04253185;0.02265328;-0.091755;0.01440766;0.9954197,-0.2582711;1.087291;0.3578569;-0.07941838;0.424829;0.5337864;0.7268322,0.16134;0.9595744;0.1088315;0.296606;-0.3316214;-0.5025386;0.7412876
