HEAD,HANDL,HANDR
-0.08369975;1.726061;0.0448987;0.1721954;-0.04363085;0.03160135;0.9835886,-0.3125069;0.7082856;0.1187166;0.06396505;0.372395;0.339666;0.8613115,0.1711694;0.856144;0.1587614;0.1709848;-0.4968762;-0.5104539;0.6806726
-0.08444043;1.725843;0.04606955;0.1743647;-0.04440409;0.03207829;0.9831563,-0.3124969;0.7083229;0.1174819;0.06266446;0.3719032;0.3403179;0.8613623,0.171401;0.8560603;0.1588148;0.1671783;-0.5015466;-0.5098639;0.678632
-0.08537658;1.725642;0.04733662;0.1764502;-0.04509725;0.03272414;0.9827313,-0.3121402;0.7081177;0.1146963;0.06066225;0.3709979;0.3413571;0.8614848,0.1717932;0.8559456;0.1588134;0.161615;-0.5081364;-0.5093355;0.6754668
-0.08641271;1.725501;0.04866166;0.1785823;-0.04583793;0.03339973;0.982289,-0.3117548;0.7080312;0.1118215;0.05831622;0.3697547;0.3428017;0.8616076,0.1720954;0.8558353;0.158902;0.156215;-0.5141284;-0.5090449;0.6724151
-0.08739495;1.725394;0.04992035;0.1806142;-0.04667122;0.03416859;0.9818518,-0.3114845;0.7079335;0.1098335;0.05666061;0.3687916;0.344017;0.8616464,0.1722311;0.8556762;0.1590437;0.1504644;-0.5200444;-0.5085906;0.6695147
-0.08864249;1.725235;0.05130602;0.1830711;-0.04755459;0.03490642;0.9813282,-0.3167225;0.7206324;0.115054;0.05456428;0.3674653;0.3458088;0.8616312,0.1721737;0.8554745;0.1591256;0.1444557;-0.5258228;-0.5077742;0.6669396
-0.08982991;1.725021;0.05258814;0.1853931;-0.04844606;0.0353223;0.9808337,-0.3206188;0.7223039;0.1175306;0.05276069;0.3661428;0.3475885;0.8615903,0.1720055;0.8553229;0.159145;0.1403563;-0.5295083;-0.5069984;0.6654876
-0.09098719;1.724891;0.05390233;0.1879615;-0.04928784;0.03551441;0.9802958,-0.3223337;0.7229482;0.1176946;0.05110253;0.3648464;0.3492483;0.861569,0.1715609;0.8550563;0.1591087;0.1339654;-0.5348634;-0.5055259;0.66364
-0.09212349;1.724774;0.05516347;0.1904284;-0.04989461;0.03549824;0.9797895,-0.3237869;0.7230437;0.1175723;0.04977188;0.3636727;0.3505905;0.8615981,0.1710876;0.8547928;0.1591125;0.127635;-0.5396639;-0.5040674;0.6621091
-0.09343641;1.724514;0.05653138;0.19314;-0.05048166;0.0354035;0.979232,-0.3250784;0.7229229;0.1171423;0.04867034;0.3625086;0.3517033;0.861698,0.1707748;0.8546094;0.1591335;0.123351;-0.5426809;-0.5032198;0.6610991
-0.09478748;1.724201;0.05783769;0.1955854;-0.05086709;0.0354793;0.9787237,-0.3256115;0.7221563;0.116001;0.04804512;0.3617107;0.3523548;0.8618023,0.1706192;0.8545116;0.1591434;0.1211611;-0.54417;-0.5028267;0.6605788
-0.09608122;1.724004;0.05920108;0.1979577;-0.05128348;0.03581477;0.9782127,-0.3258841;0.721679;0.1128057;0.04723632;0.3604491;0.3532373;0.8620143,0.00133287;1.046138;0.3114322;0.1091076;-0.5526658;-0.4996324;0.6580452
-0.09731444;1.723842;0.06058223;0.2002273;-0.05183543;0.03632414;0.9777028,-0.3263083;0.7205783;0.1103632;0.04655477;0.3590808;0.3540701;0.8622807,-0.003637385;1.050939;0.3164346;0.1042237;-0.5557303;-0.4984603;0.6571443
-0.09891852;1.723549;0.06201151;0.2025344;-0.05250146;0.03713953;0.9771613,-0.3265834;0.7194633;0.1077028;0.04600999;0.3576344;0.3548782;0.8625789,-0.008115144;1.049506;0.326153;0.09433287;-0.5610392;-0.496111;0.6559041
-0.1007658;1.723126;0.06357687;0.2049656;-0.0532364;0.03788383;0.9765858,-0.3268195;0.7183508;0.1059712;0.04571752;0.3566481;0.3554086;0.8627844,-0.01010029;1.048992;0.3315114;0.08925008;-0.5633166;-0.4948411;0.6556228
-0.1021557;1.722846;0.06500733;0.2072;-0.05393779;0.03851974;0.9760508,-0.3270406;0.7172035;0.1032349;0.04532786;0.3551017;0.3562275;0.863105,-0.01402557;1.050324;0.3388777;0.08209222;-0.5658839;-0.4929246;0.6557909
-0.1034397;1.722629;0.06645722;0.2095162;-0.05453856;0.03910049;0.9754997,-0.3271867;0.7162175;0.1004098;0.04495026;0.3534382;0.3571011;0.8634465,-0.01905142;1.053683;0.3464093;0.07527142;-0.5677315;-0.4909247;0.6565121
-0.1047332;1.72241;0.06791192;0.2119069;-0.05506808;0.03951869;0.9749365,-0.32729;0.7153425;0.0975564;0.04443517;0.3515081;0.3580823;0.8638545,-0.0184652;1.05604;0.347062;0.07302131;-0.5683672;-0.4901197;0.6568176
-0.1060829;1.722014;0.06934261;0.2143733;-0.05563425;0.0398338;0.9743522,-0.3273872;0.7144278;0.09464156;0.0436843;0.3492596;0.3591892;0.8643452,-0.02361662;1.063731;0.3585352;0.06261487;-0.5710997;-0.4861498;0.6584702
-0.1073966;1.721722;0.07076409;0.2168207;-0.05607652;0.04007635;0.9737752,-0.327435;0.7138609;0.09271926;0.04310926;0.3476454;0.3599326;0.8647155,-0.02643191;1.06669;0.3632906;0.05855727;-0.5723468;-0.4842893;0.6591314
-0.1087723;1.72157;0.07228004;0.2194552;-0.05641608;0.04045293;0.9731497,-0.3274455;0.7131818;0.08977944;0.04231682;0.3452551;0.3609601;0.8652838,-0.02961376;1.067648;0.3686992;0.05175618;-0.5747594;-0.4808635;0.6601085
-0.1101108;1.721398;0.07379346;0.2219534;-0.05682889;0.04087912;0.972541,-0.3273785;0.7125713;0.08684275;0.04174509;0.343153;0.36184;0.8657801,-0.03163562;1.067224;0.3725682;0.04680505;-0.576624;-0.4782494;0.6607507
-0.1115894;1.721112;0.07516884;0.2243106;-0.05708279;0.04128835;0.9719679,-0.3273059;0.7121986;0.08489091;0.04151709;0.3419932;0.3623085;0.8660541,-0.03709314;1.068566;0.3814548;0.03657525;-0.5799427;-0.4733675;0.6620061
