HEAD,HANDL,HANDR
-0.01568704;1.730483;-0.03033318;-0.005742874;-0.07827637;0.01625873;0.9967826,-0.2216545;0.9513538;0.1852637;0.3201115;0.4484044;0.4989778;0.6689418,0.2503222;0.9573558;0.08200064;0.3517641;-0.3635525;-0.4896785;0.7101455
-0.01566957;1.730488;-0.03035047;-0.00576139;-0.0783366;0.01624495;0.996778,-0.2216614;0.9513444;0.1852705;0.3201479;0.4483886;0.4989812;0.6689326,0.2503159;0.9573528;0.08200629;0.3518388;-0.3636403;-0.4895606;0.7101449
-0.01564384;1.730487;-0.03034979;-0.005820645;-0.07839579;0.01629177;0.9967722,-0.2216735;0.9513283;0.1852794;0.3202081;0.4483677;0.4989842;0.6689155,0.2503107;0.9573506;0.08201176;0.3519051;-0.3637188;-0.4894505;0.7101477
-0.01561529;1.730506;-0.03036603;-0.005819114;-0.07848167;0.01630729;0.9967652,-0.2216816;0.9513175;0.1852851;0.3202496;0.448356;0.4989849;0.668903,0.2503061;0.9573492;0.08201754;0.3519605;-0.3637848;-0.4893499;0.7101558
-0.01561674;1.730482;-0.03036687;-0.005915044;-0.07848521;0.01630246;0.9967644,-0.2216963;0.9512979;0.1852967;0.32034;0.4483343;0.4989831;0.6688756,0.2503034;0.9573487;0.08202499;0.3520082;-0.3638356;-0.4892646;0.7101648
-0.01560409;1.730472;-0.03036793;-0.005987038;-0.07851604;0.01636707;0.9967605,-0.2217061;0.9512839;0.185306;0.3204152;0.4483154;0.4989824;0.6688528,0.2503023;0.9573488;0.08203097;0.3520335;-0.36386;-0.4892166;0.7101729
-0.01561925;1.730469;-0.03041195;-0.006036306;-0.07848341;0.01635738;0.9967629,-0.2217123;0.9512746;0.1853124;0.3204687;0.4483005;0.4989833;0.6688364,0.2503023;0.9573492;0.08204123;0.3520629;-0.3638842;-0.4891572;0.7101868
-0.01559332;1.730449;-0.03046237;-0.006124803;-0.0785467;0.01637789;0.9967571,-0.2217212;0.9512604;0.1853214;0.3205546;0.4482765;0.4989825;0.668812,0.2503044;0.9573504;0.08205292;0.3520855;-0.3639012;-0.4891129;0.7101974
-0.01553356;1.730432;-0.03050302;-0.006213056;-0.07864435;0.01644344;0.9967478,-0.2217311;0.9512451;0.1853277;0.3206317;0.4482531;0.4989856;0.6687884,0.2503075;0.9573513;0.0820651;0.3520991;-0.3639091;-0.4890764;0.7102118
-0.01549564;1.730396;-0.03059019;-0.006348291;-0.07870921;0.01645657;0.9967416,-0.2217374;0.9512352;0.1853313;0.3206796;0.4482379;0.4989854;0.6687757,0.2503105;0.9573523;0.08207357;0.3521077;-0.3639145;-0.4890582;0.7102171
-0.01542415;1.73036;-0.03070493;-0.006495079;-0.07878943;0.01652952;0.9967331,-0.221747;0.9512197;0.1853366;0.3207456;0.4482092;0.4989932;0.6687574,0.2503155;0.9573534;0.08208612;0.3521154;-0.3639162;-0.4890326;0.7102301
-0.01531334;1.730376;-0.03082223;-0.006504107;-0.07895883;0.01659222;0.9967186,-0.2217564;0.9512038;0.1853405;0.3208089;0.4481754;0.4990038;0.6687418,0.2503221;0.9573548;0.08209857;0.3521228;-0.3639161;-0.4890132;0.7102399
-0.01524175;1.730415;-0.03095473;-0.006445117;-0.0791114;0.01667137;0.9967055,-0.2217626;0.9511926;0.185342;0.3208459;0.4481505;0.4990152;0.6687323,0.2503296;0.9573556;0.08211023;0.3521271;-0.3639106;-0.488995;0.7102531
-0.01523017;1.730497;-0.03111873;-0.006306984;-0.07917441;0.01677925;0.9966996,-0.2217726;0.9511708;0.1853437;0.3209185;0.4480957;0.4990381;0.6687171,0.2503393;0.9573567;0.08212093;0.3521328;-0.3639053;-0.4889808;0.7102628
-0.01522749;1.730587;-0.03128254;-0.00612677;-0.07929403;0.0168424;0.9966902,-0.2217773;0.9511604;0.1853412;0.3209458;0.4480785;0.4990458;0.6687098,0.2503287;0.9573784;0.08211429;0.3521357;-0.3639002;-0.4889714;0.7102705
-0.01523092;1.730695;-0.03143756;-0.005926671;-0.07944421;0.01694799;0.9966776,-0.2217778;0.951148;0.185335;0.3209579;0.4480817;0.4990442;0.6687031,0.2503405;0.9573799;0.08212154;0.3521391;-0.3638914;-0.4889573;0.710283
-0.01529536;1.730766;-0.03161588;-0.005791362;-0.07951082;0.01706292;0.9966711,-0.2215815;0.9511979;0.1856293;0.3209577;0.4480863;0.4990412;0.6687022,0.2503525;0.9573821;0.08212635;0.3521419;-0.3638822;-0.4889437;0.7102957
-0.01541868;1.730869;-0.03179535;-0.005644354;-0.07952864;0.01723224;0.9966677,-0.2212113;0.9518253;0.1879049;0.3205309;0.4494801;0.4980222;0.6687313,0.2503634;0.9573852;0.08212811;0.3521435;-0.3638707;-0.4889281;0.7103117
-0.01554132;1.730969;-0.031964;-0.005494499;-0.07951084;0.01738634;0.9966673,-0.2207691;0.9523389;0.1915341;0.3184809;0.4552077;0.4932062;0.6694053,0.2503726;0.9573894;0.0821266;0.3521468;-0.3638605;-0.488913;0.7103255
-0.01566676;1.731041;-0.03211829;-0.005351807;-0.07946012;0.01730348;0.9966735,-0.2206549;0.953445;0.1946806;0.3173206;0.4582002;0.4899442;0.6703095,0.250378;0.9573929;0.08212381;0.3521498;-0.3638538;-0.4889029;0.7103345
-0.01582358;1.731092;-0.03224907;-0.005260276;-0.07935595;0.01703787;0.9966869,-0.2211927;0.955101;0.198864;0.3162243;0.4604098;0.4859391;0.6722264,0.2503842;0.9573991;0.08211634;0.3521523;-0.3638412;-0.4888844;0.7103525
-0.01595788;1.731062;-0.03236692;-0.005287892;-0.07933304;0.01675636;0.9966933,-0.2211644;0.9556302;0.2000026;0.315383;0.4606588;0.4830687;0.6745158,0.2503891;0.9574065;0.08210491;0.3521559;-0.3638296;-0.4888635;0.710371
-0.01596996;1.731109;-0.03243771;-0.005101755;-0.07971641;0.01668445;0.9966649,-0.2211513;0.9559209;0.2004765;0.3139759;0.4603924;0.4810157;0.6768175,0.2503915;0.9574147;0.0820885;0.3521579;-0.3638149;-0.4888335;0.7103981
-0.01597922;1.731258;-0.032519;-0.004594645;-0.08020001;0.01667111;0.9966288,-0.2213716;0.9561298;0.2010261;0.3132062;0.4603593;0.4804392;0.6776056,0.2503917;0.9574201;0.0820749;0.3521603;-0.3638057;-0.4888082;0.710419
-0.01616704;1.731625;-0.03266054;-0.003513159;-0.08109894;0.0168496;0.9965574,-0.2234629;0.9580157;0.2057343;0.3077435;0.460834;0.4789346;0.6808433,0.2503885;0.957428;0.08204961;0.3521618;-0.3637882;-0.4887547;0.7104641
-0.01634754;1.731926;-0.03280339;-0.002457357;-0.08197773;0.01697656;0.9964865,-0.2253999;0.9602407;0.2103221;0.3004689;0.4616592;0.4783563;0.6839331,0.2503825;0.9574372;0.08201768;0.3521648;-0.3637764;-0.488688;0.7105144
-0.01643994;1.732119;-0.03292797;-0.001375064;-0.08287303;0.01713075;0.9964119,-0.2273406;0.9629438;0.21627;0.2914034;0.4621124;0.4777998;0.6879271,0.2503715;0.9574499;0.08197688;0.3521672;-0.3637699;-0.4886112;0.7105694
-0.01649401;1.732199;-0.03303951;-0.0004511182;-0.08382776;0.017307;0.9963299,-0.228037;0.9650415;0.221272;0.2844892;0.4618956;0.4771376;0.6914175,0.2503642;0.9574625;0.08194351;0.3521681;-0.3637687;-0.4885594;0.7106051
