HEAD,HANDL,HANDR
0.02961332;1.735865;-0.01644994;0.06535793;0.07464331;0.02305362;0.9947991,-0.13817;0.9317331;0.2586333;0.08670297;0.2574452;0.6416946;0.7172395,0.276061;1.032739;0.1990381;-0.2237558;-0.1516449;-0.6800664;0.6815035
0.03331171;1.736082;-0.01726121;0.0652238;0.07121975;0.02350509;0.9950483,-0.1371262;0.9292247;0.2559372;0.08348477;0.2544259;0.6402085;0.7200214,0.2772157;1.031775;0.1984354;-0.223271;-0.1522214;-0.6799249;0.6816751
0.03658219;1.736498;-0.01837288;0.06568969;0.06750592;0.02387377;0.9952677,-0.1356942;0.9234571;0.2496398;0.07696949;0.2491878;0.6379312;0.7245861,0.2784535;1.031055;0.1984705;-0.2223117;-0.1521705;-0.6798949;0.6820298
0.04010684;1.736996;-0.01916577;0.06666806;0.06340405;0.02415391;0.9954657,-0.1346795;0.9208364;0.2466295;0.07422744;0.2464029;0.6371165;0.7265387,0.2791779;1.03075;0.1986393;-0.2206923;-0.1518061;-0.6798664;0.682665
0.04355204;1.737225;-0.01984034;0.06732846;0.05945173;0.02424495;0.9956629,-0.1329743;0.9171652;0.2424109;0.07131086;0.2418022;0.6362043;0.7291712,0.2805619;1.028393;0.1978302;-0.216619;-0.1505534;-0.6798112;0.6843002
0.04702693;1.73732;-0.02089873;0.0677181;0.05527704;0.02405499;0.9958816,-0.1310882;0.9136753;0.2385379;0.07022229;0.2369013;0.6353746;0.7316049,0.2818278;1.026205;0.1974615;-0.2115135;-0.1488119;-0.6800873;0.6860018
0.05030866;1.737432;-0.02186282;0.06780083;0.05118583;0.02367066;0.9961038,-0.1291048;0.9106442;0.2332097;0.07035951;0.2315082;0.6343364;0.7342144,0.2828658;1.025158;0.198091;-0.206305;-0.1473156;-0.6806868;0.687315
0.0533949;1.737532;-0.02253854;0.06767813;0.04715014;0.02306042;0.9963256,-0.1275961;0.9087455;0.2304396;0.07099633;0.2276279;0.6338259;0.7358056,0.2837203;1.024807;0.1990595;-0.2017211;-0.146836;-0.681399;0.688072
0.05628822;1.73769;-0.02311638;0.06771155;0.04337591;0.02250908;0.9965074,-0.1255102;0.9062989;0.2265647;0.07211478;0.2218994;0.6336455;0.7375998,0.2858084;1.019372;0.1981287;-0.1992683;-0.1472878;-0.6818967;0.6881972
0.05911034;1.737997;-0.0240029;0.06799471;0.0394903;0.02176924;0.9966661,-0.1239495;0.9042277;0.2235585;0.07286976;0.2171105;0.6339877;0.738656,0.2872142;1.017001;0.1988927;-0.1959934;-0.1493627;-0.6826373;0.6879563
0.06180534;1.738337;-0.02467307;0.06842834;0.03579155;0.02103498;0.9967919,-0.1246425;0.8988328;0.2218684;0.06841908;0.2117709;0.6339711;0.7406433,0.2884347;1.015756;0.1997318;-0.193024;-0.1539455;-0.6827253;0.6876982
0.06430116;1.73866;-0.02521816;0.06884531;0.03246089;0.02034874;0.9968914,-0.1253447;0.8963323;0.2198739;0.05604836;0.2033488;0.6336341;0.7443223,0.2899783;1.011659;0.1998467;-0.1904216;-0.1612727;-0.6816468;0.6878141
0.06665906;1.738944;-0.0256931;0.06914884;0.02916466;0.01986059;0.9969822,-0.1256545;0.8946864;0.2188717;0.04754062;0.1980511;0.6336295;0.746344,0.2910401;1.009006;0.1999998;-0.1892635;-0.167022;-0.6807524;0.6876476
0.06812672;1.739109;-0.02613276;0.0691093;0.0263534;0.0195455;0.9970694,-0.1272684;0.890998;0.2172631;0.03667895;0.1933986;0.6326025;0.7490433,0.2922416;1.00676;0.2002467;-0.1885367;-0.1759622;-0.6802126;0.6861502
0.0699894;1.739225;-0.02660339;0.06876629;0.02371637;0.01910018;0.9971679,-0.1282288;0.8882413;0.2159177;0.02827381;0.1924944;0.6298481;0.7519561,0.2936196;1.004922;0.2003189;-0.189045;-0.1839087;-0.6806829;0.6834547
0.07200714;1.739224;-0.02703984;0.06817964;0.02133075;0.01860572;0.9972715,-0.1288732;0.8858647;0.2145135;0.0220276;0.194281;0.6260838;0.7548436,0.2955166;0.9997246;0.2001685;-0.190832;-0.1898953;-0.6816454;0.6803547
0.07374959;1.739163;-0.02773391;0.06760625;0.01910257;0.01785259;0.9973695,-0.1292428;0.8843518;0.2135769;0.01860864;0.1962594;0.6237803;0.7563294,0.2972188;0.9967419;0.2000927;-0.193678;-0.1931178;-0.6830632;0.6772143
0.07528201;1.739065;-0.02841375;0.06706712;0.01718891;0.01687296;0.9974577,-0.1314556;0.8796215;0.2108902;0.01397447;0.1991575;0.6214651;0.7575765,0.2983693;0.9948988;0.200217;-0.1960196;-0.1937252;-0.6842647;0.6751509
0.0768137;1.739014;-0.02890055;0.06680934;0.01563161;0.01565628;0.9975204,-0.1327141;0.8763008;0.2093108;0.009611994;0.2011112;0.6209435;0.757556,0.2998618;0.9922329;0.201208;-0.1998719;-0.1926413;-0.6861794;0.6723826
0.07837701;1.739018;-0.02929059;0.06672627;0.01408377;0.01440253;0.997568,-0.1340918;0.8730343;0.2079871;0.005478814;0.2018624;0.6219553;0.7565666,0.3022435;0.9844566;0.2018218;-0.2039737;-0.1901454;-0.6874909;0.6705191
0.0796523;1.739043;-0.02998908;0.0667493;0.01275763;0.0130477;0.9976029,-0.1352059;0.8717525;0.2061571;0.002966195;0.2016937;0.6232343;0.7555725,0.3038069;0.981266;0.2030532;-0.2083158;-0.1872473;-0.6877688;0.6697142
0.08073051;1.739099;-0.03054531;0.06685056;0.01185271;0.01188211;0.9976218,-0.1371047;0.8686531;0.2038931;-0.0001186728;0.1998245;0.6266906;0.7532125,0.3051206;0.9770167;0.2046013;-0.2121788;-0.1851902;-0.6865028;0.6703721
0.08187441;1.7391;-0.03085461;0.06673846;0.01095374;0.01102432;0.9976495,-0.1380656;0.866905;0.2031946;-0.000708133;0.198387;0.6286047;0.7519962,0.3057139;0.9720464;0.2051792;-0.2140571;-0.1846643;-0.6847649;0.6716962
0.08320802;1.7384;-0.03120155;0.06512976;0.00972055;0.009999942;0.9977794,-0.1414273;0.8619311;0.2001885;-0.0001530349;0.19398;0.6324891;0.7498863,0.3075776;0.9624456;0.2060384;-0.2157897;-0.1864582;-0.6764562;0.6790252
0.08332771;1.7379;-0.0313413;0.06421445;0.009433181;0.009448286;0.9978468,-0.14247;0.8603529;0.1994266;0.000334993;0.1928385;0.6330487;0.7497084,0.3078191;0.9607399;0.2063614;-0.2155948;-0.1871429;-0.6749289;0.6804171
0.08381662;1.737567;-0.03154276;0.06363522;0.009090374;0.008763122;0.9978934,-0.143793;0.8578315;0.1986204;0.001197979;0.1912125;0.6336329;0.7496304,0.3078211;0.9607439;0.2063458;-0.2155893;-0.1871416;-0.6749417;0.6804066
0.08433456;1.737226;-0.03171127;0.06322112;0.008968285;0.007770518;0.997929,-0.1450161;0.8552004;0.1980277;0.002275035;0.1895666;0.6340488;0.7496943,0.3066799;0.956732;0.2102574;-0.2136043;-0.1908526;-0.67332;0.6816074
0.08464459;1.736796;-0.03194494;0.06281172;0.008915638;0.006853921;0.9979621,-0.1470477;0.8519747;0.1960904;0.003488258;0.1879182;0.6342754;0.7499129,0.3072251;0.9532987;0.211177;-0.2121766;-0.1932094;-0.6749717;0.6797533
0.08446907;1.736238;-0.03224914;0.06275655;0.009327238;0.005978603;0.9979674,-0.1475205;0.8510298;0.1958126;0.003991902;0.1873382;0.6343042;0.7500311,0.3077632;0.9507701;0.2116811;-0.2112357;-0.1948759;-0.6767461;0.6778036
0.08451365;1.735595;-0.03262439;0.06317619;0.009426877;0.005630346;0.997942,-0.1490765;0.8471568;0.1951737;0.006502211;0.1850785;0.6340591;0.7507814,0.3081278;0.9494556;0.211342;-0.2107773;-0.1959562;-0.67814;0.6762398
0.08437471;1.73532;-0.03298793;0.06395295;0.009563101;0.00577477;0.9978904,-0.1505379;0.8440733;0.1943463;0.008663043;0.1838061;0.6332843;0.7517256,0.3091685;0.9465334;0.2115587;-0.2107929;-0.196463;-0.6798683;0.6743498
0.08422917;1.735126;-0.03326567;0.06427307;0.009650701;0.005736346;0.9978692,-0.1515216;0.841168;0.1939947;0.01092218;0.1831837;0.6318626;0.7530431,0.309453;0.9451295;0.2116923;-0.2110253;-0.1962308;-0.6801813;0.6740292
0.0839427;1.734978;-0.03341669;0.06428221;0.009834077;0.00557216;0.9978678,-0.1521769;0.8383784;0.1937531;0.01332547;0.183418;0.6297928;0.7546796,0.3095098;0.9437072;0.2115571;-0.211133;-0.1960993;-0.680245;0.6739694
0.08382089;1.734844;-0.03353781;0.06408165;0.009974929;0.005133656;0.9978817,-0.1525728;0.8359353;0.1935451;0.01576319;0.1843992;0.6274678;0.7563283,0.3096651;0.9401938;0.2116807;-0.2118942;-0.1949479;-0.680429;0.6738787
0.08363471;1.734746;-0.03362535;0.06383174;0.01032159;0.004584362;0.9978968,-0.1531246;0.8344912;0.1932285;0.01731509;0.1852819;0.6258949;0.7573812,0.3096526;0.9394995;0.2116381;-0.2123759;-0.1941557;-0.6804394;0.6739454
0.08315174;1.734615;-0.03375156;0.06351121;0.0110513;0.003841321;0.9979126,-0.1532746;0.8331559;0.1931093;0.01893778;0.186131;0.6245577;0.7582376,0.309393;0.9374527;0.2127673;-0.2157771;-0.1878961;-0.679662;0.675422
0.08262124;1.734622;-0.03388464;0.06347891;0.01188604;0.003207307;0.9979073,-0.1533585;0.8308497;0.1930981;0.0219923;0.1871625;0.6231932;0.7590236,0.3088655;0.9388049;0.2134545;-0.2171609;-0.185223;-0.6787087;0.6766743
0.08210379;1.734844;-0.03402092;0.06389394;0.01270106;0.002774669;0.9978721,-0.1533237;0.8298964;0.1931924;0.02315167;0.1873845;0.6231368;0.7589806,0.3078281;0.9401264;0.2158444;-0.2183784;-0.1832851;-0.6779905;0.6775296
0.08161894;1.735044;-0.03414892;0.06427751;0.01359293;0.002165894;0.9978372,-0.1531588;0.8287411;0.1933534;0.02455062;0.1876319;0.6235569;0.7585304,0.3069199;0.9411536;0.2181047;-0.2195683;-0.1821924;-0.6776308;0.6777995
0.08080345;1.735205;-0.03429274;0.06455711;0.01489543;0.001166118;0.9978022,-0.152887;0.8278764;0.1936226;0.02635443;0.1883042;0.6243826;0.7576234,0.306203;0.9453356;0.2196653;-0.2216246;-0.1812045;-0.6771611;0.6778646
0.07980004;1.735208;-0.03448306;0.06453324;0.01653398;9.838569E-05;0.9977786,-0.1526074;0.8272311;0.1939106;0.02897887;0.1901684;0.625556;0.7560926,0.3038974;0.9544958;0.2244661;-0.2293131;-0.1804886;-0.6751553;0.6774988
0.07908724;1.73514;-0.03458542;0.06436003;0.01820349;-0.000899406;0.9977603,-0.1527484;0.8269503;0.1939104;0.03194383;0.1938067;0.6266663;0.7541273,0.301596;0.9622564;0.2292353;-0.2373146;-0.1821394;-0.6728634;0.6765811
0.0781025;1.734938;-0.03473523;0.06402821;0.02025444;-0.001813786;0.9977409,-0.153641;0.8269684;0.1934309;0.03397869;0.1974986;0.6272439;0.7525986,0.2990695;0.9710511;0.2346928;-0.2456519;-0.1857819;-0.6706268;0.6748333
0.07716724;1.734748;-0.03482427;0.06375009;0.02270664;-0.002733554;0.9977039,-0.1541085;0.8271251;0.1927105;0.03660265;0.2041063;0.627791;0.7502528,0.2960775;0.9844686;0.2361664;-0.2513677;-0.1890933;-0.6692864;0.6731373
0.07590123;1.734586;-0.03493852;0.0637026;0.0259526;-0.00351461;0.9976252,-0.1546859;0.8273203;0.1919613;0.0386342;0.2112517;0.6283523;0.7476987,0.2925932;0.9974537;0.2417445;-0.2598189;-0.1949757;-0.667548;0.6699689
0.07467192;1.734558;-0.03504595;0.06390575;0.02933143;-0.004178981;0.997516,-0.1551126;0.8275195;0.1914303;0.04013152;0.2180564;0.6295069;0.7446891,0.2896078;1.011523;0.2484601;-0.268161;-0.2016854;-0.6655476;0.6666776
0.07348268;1.734603;-0.03509051;0.06418055;0.03309549;-0.00468301;0.9973784,-0.1557067;0.8276065;0.191106;0.04092501;0.2221666;0.6308224;0.7423142,0.2875352;1.021619;0.2533722;-0.2739609;-0.2066699;-0.663748;0.6645839
0.07251337;1.734681;-0.03496572;0.0643051;0.03769158;-0.004965957;0.9972059,-0.1564098;0.8277465;0.1914857;0.04193641;0.2275519;0.6335932;0.7382554,0.2837792;1.039106;0.2576061;-0.2833861;-0.2150506;-0.6600908;0.6616084
0.07185809;1.73456;-0.03484266;0.06399303;0.04173306;-0.005547568;0.9970619,-0.1554169;0.8278888;0.192645;0.04280521;0.232015;0.6369675;0.7339,0.2788014;1.062384;0.2672652;-0.29732;-0.2279405;-0.6531177;0.6580891
0.07119381;1.73441;-0.03473945;0.0636274;0.04571866;-0.006212456;0.9969066,-0.1490224;0.8280142;0.1952238;0.04359446;0.2356673;0.6404812;0.7296193,0.2761244;1.074747;0.2723804;-0.3048822;-0.2352028;-0.6488908;0.6562524
0.07051752;1.734254;-0.03462125;0.06323241;0.05007722;-0.006886771;0.9967179,-0.1413317;0.8280971;0.1980621;0.04444435;0.2389527;0.6436958;0.7256597,0.2729585;1.092366;0.2773262;-0.3165413;-0.2463016;-0.6426523;0.6527904
0.06978055;1.734081;-0.0345464;0.06285319;0.05452614;-0.007180861;0.9965063,-0.1366756;0.8281408;0.1997729;0.04501714;0.241087;0.6454685;0.7233402,0.2692845;1.111161;0.2844152;-0.328754;-0.2566831;-0.6373008;0.6479834
0.06899428;1.734058;-0.03464456;0.06286827;0.05913829;-0.006897789;0.9962443,-0.1308652;0.827994;0.2019206;0.04584017;0.24439;0.647504;0.7203546,0.265835;1.130425;0.2916138;-0.3412507;-0.2654133;-0.6331235;0.6420736
0.06820436;1.73399;-0.03469233;0.06318617;0.06369618;-0.00630555;0.9959471,-0.1266145;0.8277234;0.2034423;0.04658869;0.2477693;0.6487997;0.7179824,0.2635953;1.143845;0.2966213;-0.3498645;-0.2705127;-0.6307659;0.6376145
0.06721785;1.733993;-0.03481887;0.06384861;0.0680698;-0.005550043;0.99562,-0.1245348;0.8276476;0.2044865;0.04725632;0.2508515;0.6495144;0.7162201,0.2611162;1.158264;0.3026245;-0.3628842;-0.277602;-0.6272835;0.6306882
0.0662358;1.734099;-0.03497352;0.06453609;0.07197574;-0.004852391;0.9953045,-0.1224263;0.8276663;0.2060072;0.04761314;0.2524259;0.649902;0.7152912,0.2591799;1.177498;0.3097344;-0.3760751;-0.285194;-0.6233096;0.6234719
0.06551027;1.734174;-0.03508922;0.06518423;0.07546004;-0.004328077;0.9950066,-0.1204437;0.8277149;0.2081968;0.04810825;0.2538978;0.6505464;0.7141505,0.257622;1.197048;0.3166732;-0.388811;-0.2938952;-0.6185528;0.6163149
0.06488664;1.7341;-0.03516991;0.06530105;0.07871955;-0.0043668;0.9947462,-0.1187779;0.8277696;0.2098286;0.04877339;0.2544339;0.6512871;0.713239,0.2573998;1.206503;0.3200805;-0.397262;-0.3004169;-0.6147122;0.6116058
0.06394608;1.734063;-0.03543057;0.06510612;0.08255249;-0.004503708;0.9944476,-0.1177665;0.8278404;0.210232;0.04971141;0.2541521;0.6523209;0.7123293,0.2567649;1.225046;0.3262274;-0.4098445;-0.3107338;-0.6081151;0.604705
0.06293987;1.734079;-0.03568667;0.06455333;0.08644599;-0.004621536;0.9941522,-0.1172739;0.8278977;0.209907;0.05133609;0.253116;0.6541165;0.7109349,0.2560241;1.243746;0.3322536;-0.4225548;-0.321239;-0.6010224;0.5975158
0.06210718;1.734067;-0.03571315;0.06421958;0.09039675;-0.004480978;0.9938231,-0.1164939;0.8279423;0.2104736;0.05288161;0.2520691;0.6555653;0.7098583,0.2553202;1.262522;0.337867;-0.4354848;-0.3314838;-0.593866;0.5897412
0.06013209;1.733998;-0.03583463;0.06396852;0.0979016;-0.003883896;0.9931305,-0.11421;0.8277901;0.2074246;0.05796593;0.2491592;0.6585774;0.7076973,0.2560562;1.287353;0.345142;-0.4569826;-0.3483788;-0.5817016;0.575693
0.05855483;1.734248;-0.03613727;0.06465158;0.1013544;-0.003460135;0.9927414,-0.1137185;0.8273885;0.2051519;0.05929397;0.2481442;0.6591961;0.7073678,0.2559008;1.304479;0.3495719;-0.4693115;-0.35895;-0.5740525;0.566891
0.05772256;1.734452;-0.03632548;0.06532708;0.104355;-0.003178167;0.9923872,-0.1136178;0.8270853;0.2044646;0.05958396;0.2475487;0.6594309;0.7073333,0.2558351;1.321438;0.3536222;-0.4810613;-0.3691719;-0.5666734;0.5578293
0.05707957;1.734452;-0.03648359;0.06545788;0.1071065;-0.003128486;0.9920855,-0.1138082;0.8268979;0.2048566;0.05950558;0.2465863;0.6597391;0.7073885,0.2575601;1.327983;0.3555698;-0.4890182;-0.3754866;-0.5620372;0.5513487
0.05609804;1.734263;-0.03659417;0.06494357;0.1097452;-0.003181221;0.9918307,-0.1139556;0.8269093;0.2051845;0.05925067;0.2457925;0.6599399;0.7074988,0.2587948;1.343376;0.3592419;-0.5008803;-0.3832231;-0.5561522;0.5412521
0.05498786;1.73396;-0.03677375;0.06391143;0.1121357;-0.003558335;0.9916291,-0.1205215;0.8269236;0.200597;0.05853398;0.2436854;0.6601791;0.708064,0.2598927;1.35772;0.3626661;-0.5130617;-0.3896651;-0.5508634;0.5305455
0.05426869;1.733794;-0.03689064;0.06326126;0.1146205;-0.00368154;0.9913862,-0.1223946;0.8268754;0.1997371;0.05821587;0.2424182;0.6602446;0.708464,0.2616142;1.368657;0.3649911;-0.5247605;-0.3955458;-0.5460767;0.5195868
0.05357232;1.733671;-0.03697917;0.0627608;0.1172211;-0.003774108;0.9911135,-0.1249325;0.8267649;0.1988031;0.05782351;0.2405283;0.6604359;0.708962,0.2629162;1.381444;0.36761;-0.5355099;-0.401622;-0.5413305;0.5088126
0.05262502;1.733639;-0.03713796;0.06259891;0.1198377;-0.003672002;0.9908112,-0.1257855;0.826616;0.1984738;0.05746493;0.2390026;0.6606999;0.7092611,0.2636287;1.389994;0.3693535;-0.5421638;-0.4060039;-0.5377651;0.5020239
0.0519375;1.733704;-0.03724679;0.06273576;0.1221314;-0.003298373;0.9905238,-0.1266528;0.8265249;0.1983563;0.05713449;0.2379929;0.6608905;0.7094497,0.2646179;1.401674;0.3716194;-0.550887;-0.412641;-0.5318245;0.4933697
0.05142357;1.733931;-0.03734191;0.06325838;0.1240333;-0.002745361;0.9902558,-0.1277064;0.8264116;0.1981134;0.0568472;0.237509;0.6609337;0.7095945,0.2657908;1.410465;0.3727349;-0.5592023;-0.4192265;-0.524999;0.4857141
0.05104804;1.734102;-0.0374389;0.0636826;0.1254513;-0.002194464;0.9900514,-0.1282301;0.8263859;0.1981623;0.05668528;0.2373801;0.660913;0.70967,0.2665425;1.420608;0.3742721;-0.5665628;-0.4245081;-0.5183595;0.4796905
0.05065115;1.734232;-0.03756326;0.0638594;0.1265711;-0.00164039;0.9898985,-0.1290517;0.8265305;0.1985682;0.05648807;0.2373602;0.660833;0.7097669,0.2669585;1.430262;0.375962;-0.5731599;-0.4282421;-0.5126027;0.4746947
0.0496009;1.734051;-0.0378658;0.0630025;0.128361;-0.001146284;0.9897236,-0.1306291;0.8268303;0.1995731;0.05618301;0.2374503;0.6606305;0.7099494,0.2675043;1.439738;0.3774112;-0.5799803;-0.431794;-0.507753;0.468363
0.04911779;1.733929;-0.03801884;0.0625482;0.1292382;-0.001065121;0.9896384,-0.1318962;0.8268964;0.2003986;0.05578917;0.2374278;0.6605657;0.7100482,0.2676762;1.451445;0.3785765;-0.5844157;-0.4355042;-0.5059388;0.4613245
