HEAD,HANDL,HANDR
-0.04238945;1.72189;-0.0460025;0.1728442;-0.0272866;-0.004129903;0.9845625,-0.2551056;0.8962392;0.1573464;0.07975906;0.2051843;0.6068439;0.7637267,0.1417409;0.968134;0.1588834;-0.08961762;-0.1381683;-0.6275741;0.7609395
-0.04245639;1.72186;-0.04568581;0.1729255;-0.02740623;-0.003929962;0.9845457,-0.2526055;0.901301;0.1581959;0.07973664;0.205292;0.6067003;0.7638141,0.141511;0.9687201;0.1586907;-0.09014326;-0.1383531;-0.6269525;0.7613562
-0.04264849;1.721596;-0.04488802;0.1728654;-0.02767931;-0.003780497;0.9845492,-0.2483591;0.9095729;0.1596848;0.07967484;0.2054966;0.6063251;0.7640635,0.1411052;0.9701221;0.1584375;-0.09087355;-0.1388361;-0.6258905;0.7620549
-0.04274149;1.721518;-0.0444748;0.1730352;-0.02785772;-0.003734026;0.9845145,-0.2472332;0.911652;0.1600758;0.07960936;0.2055427;0.6060641;0.764265,0.1406673;0.9710259;0.1583148;-0.09122603;-0.1391515;-0.6252986;0.7624412
-0.04275976;1.721627;-0.04415019;0.1735831;-0.02813336;-0.003570525;0.9844108,-0.2481883;0.9104359;0.159664;0.07953629;0.205526;0.605771;0.7645094,0.140448;0.971267;0.1579898;-0.09163027;-0.1394927;-0.6245929;0.7629086
-0.04275432;1.721763;-0.04372307;0.1743037;-0.02848693;-0.00333451;0.9842742,-0.2498627;0.9078695;0.1585868;0.07945462;0.2054791;0.605411;0.7648155,0.1400216;0.9716566;0.1578595;-0.0919466;-0.1397464;-0.6239821;0.7633238
-0.04281913;1.721897;-0.04328805;0.1750609;-0.02872083;-0.003056981;0.9841339,-0.2505521;0.9070732;0.1582956;0.07937685;0.205476;0.6049553;0.7651851,0.1395525;0.9721262;0.1576034;-0.09219702;-0.1399341;-0.6234642;0.7636822
-0.04281028;1.721947;-0.04289059;0.1755326;-0.02906229;-0.002873799;0.9840404,-0.2506424;0.9070163;0.1582898;0.07933562;0.2055296;0.6046084;0.765449,0.1393358;0.9723025;0.1575965;-0.09226383;-0.1399863;-0.6233103;0.7637903
-0.04278057;1.721996;-0.04258414;0.1756842;-0.02936864;-0.002736998;0.9840046,-0.2508476;0.9069608;0.1587007;0.07929708;0.2057373;0.6040231;0.7658591,0.139053;0.9723654;0.1573724;-0.09255308;-0.1402006;-0.6226631;0.7642437
-0.04280958;1.721898;-0.04220702;0.1755374;-0.02957775;-0.002694759;0.9840246,-0.2510383;0.9070906;0.1593494;0.07929474;0.2061272;0.6033586;0.7662783,0.1387362;0.9724248;0.1573195;-0.09268939;-0.1403258;-0.6222997;0.7645001
