HEAD,HANDL,HANDR
-0.03377245;1.726831;-0.03294177;0.02028024;-0.02509133;0.009723741;0.9994321,-0.3913896;0.8321825;0.1653898;0.2579318;0.4210253;0.4362714;0.7522474,0.1520322;0.9750539;0.1720904;0.2824345;-0.3352051;-0.5514926;0.7097354
-0.03396209;1.726751;-0.03287134;0.02019714;-0.02556504;0.00969818;0.9994221,-0.3913927;0.8321786;0.1653899;0.2579321;0.4210258;0.4362714;0.752247,0.1520298;0.9750558;0.1721042;0.2822164;-0.3350129;-0.5516277;0.709808
-0.03424345;1.726678;-0.03283802;0.02010462;-0.02609501;0.009801454;0.9994093,-0.3914027;0.8321725;0.1654007;0.2579329;0.4210269;0.4362705;0.7522466,0.1520271;0.9750571;0.1721149;0.2820631;-0.3348796;-0.5517258;0.7098554
-0.03444504;1.726655;-0.0327898;0.02011394;-0.02663506;0.009853272;0.9993943,-0.3914409;0.8321691;0.1654586;0.2579336;0.4210284;0.4362698;0.752246,0.1520097;0.9750586;0.1721281;0.2818294;-0.3346744;-0.5518771;0.7099274
-0.03460874;1.726613;-0.0327172;0.02003782;-0.02726744;0.009954051;0.9993778,-0.3916406;0.8321642;0.1655926;0.2579405;0.4210377;0.4362594;0.7522444,0.1519818;0.9750595;0.1721403;0.2815982;-0.334465;-0.5520289;0.7099999
-0.0347454;1.726477;-0.03265674;0.01961894;-0.02796028;0.01019867;0.9993644,-0.3917378;0.8321627;0.1656569;0.2579519;0.4210511;0.4362411;0.7522437,0.1519501;0.9750593;0.1721539;0.2813933;-0.3342736;-0.5521653;0.7100651
-0.0348907;1.726161;-0.03260666;0.01861439;-0.0286731;0.01065523;0.9993587,-0.3919461;0.8321606;0.1658238;0.2579938;0.4211054;0.4361771;0.7522359,0.1519248;0.9750583;0.1721626;0.2812869;-0.3341751;-0.5522397;0.7100959
-0.03514409;1.725694;-0.03257976;0.01700786;-0.02929968;0.01133164;0.9993618,-0.3921898;0.8321534;0.1660427;0.2581028;0.4212472;0.4360108;0.7522156,0.1518784;0.9750551;0.1721756;0.281154;-0.3340546;-0.5523345;0.7101313
-0.0354177;1.725154;-0.03255781;0.01469752;-0.03002119;0.01220197;0.9993667,-0.3923517;0.832144;0.1661976;0.2582238;0.4214033;0.4358232;0.7521955,0.1518396;0.9750507;0.1721852;0.2810824;-0.3339913;-0.5523896;0.7101468
-0.03564493;1.724684;-0.03251909;0.0117187;-0.03117085;0.01344743;0.9993549,-0.3926911;0.8321044;0.1665615;0.2585384;0.4218143;0.4353088;0.7521548,0.1517233;0.9750129;0.1722118;0.2809597;-0.3338779;-0.5524987;0.7101637
-0.03586879;1.724318;-0.03249618;0.008909178;-0.03246282;0.01493309;0.9993217,-0.392698;0.832066;0.1665531;0.2587055;0.4220344;0.4350037;0.7521504,0.1516405;0.9749529;0.1722324;0.2808931;-0.3338082;-0.5525682;0.7101687
-0.03622565;1.724133;-0.03254701;0.00619337;-0.03397492;0.01655163;0.9992664,-0.392747;0.8320149;0.1666516;0.2589524;0.4223098;0.4345363;0.7521811,0.1515089;0.9748608;0.1722949;0.2807628;-0.3336533;-0.5527217;0.7101735
-0.03660901;1.724048;-0.03266953;0.003844762;-0.03567357;0.01757501;0.9992015,-0.3937051;0.8319834;0.1677431;0.2591534;0.4225102;0.4341294;0.7522343,0.1513904;0.9747994;0.1723479;0.2806031;-0.3334546;-0.5529264;0.7101707
-0.0374941;1.723746;-0.03298017;-0.0009432746;-0.0397783;0.01884969;0.9990303,-0.3946791;0.8319565;0.1681626;0.259361;0.4227344;0.4336089;0.7523369,0.1513161;0.9747639;0.1723695;0.2804986;-0.333333;-0.5530587;0.710166
-0.03793258;1.723586;-0.03310913;-0.003377018;-0.0422118;0.01949947;0.9989127,-0.3950913;0.8319491;0.1683508;0.2594215;0.4228066;0.4334096;0.7523903,0.1506;0.9747139;0.173821;0.2803456;-0.3334468;-0.5530868;0.7101511
-0.0384824;1.723455;-0.03327148;-0.00575247;-0.04512367;0.01991117;0.9987664,-0.395334;0.8319412;0.1683842;0.2594526;0.4228318;0.4332846;0.7524374,0.1495175;0.9749957;0.1763129;0.2790965;-0.3365727;-0.5518268;0.7101488
-0.0390604;1.723329;-0.03343621;-0.007936639;-0.04808838;0.02043569;0.9986025,-0.3954874;0.8319361;0.1683899;0.2594602;0.4228234;0.4332173;0.7524782,0.1479624;0.9754857;0.1803156;0.2759906;-0.3446242;-0.5481562;0.7103437
-0.03959719;1.723203;-0.03358954;-0.009911181;-0.05093758;0.02107649;0.9984303,-0.3956102;0.8319336;0.1683951;0.2594533;0.4227989;0.4331862;0.7525124,0.1458479;0.9760931;0.185507;0.2729294;-0.3520567;-0.5443032;0.7108443
-0.04139931;1.723743;-0.03408651;-0.01364133;-0.05724834;0.02298819;0.9980021,-0.3957819;0.8319303;0.168391;0.2594064;0.4227136;0.4331734;0.7525838,0.143043;0.978774;0.1942026;0.2683797;-0.3595155;-0.5395558;0.7124609
-0.04204904;1.723758;-0.03430651;-0.01522067;-0.06026465;0.02382762;0.9977819,-0.3958625;0.8319269;0.1683913;0.2592892;0.4225372;0.4332084;0.7527031,0.1429797;0.9793091;0.1956701;0.2656968;-0.3609661;-0.53852;0.7135159
