HEAD,HANDL,HANDR
-0.05077311;1.729288;-0.02203573;0.1294058;-0.0360336;0.01147581;0.9908704,-0.2565699;0.7491567;0.0612111;0.2163543;0.4369996;0.4609332;0.74146,0.24051;0.8853654;0.03571308;0.2220124;-0.3064021;-0.5836427;0.7184634
-0.05109908;1.729361;-0.02144547;0.1298909;-0.03597816;0.01153725;0.9908082,-0.2567912;0.7493143;0.06124645;0.2163252;0.4368887;0.4609842;0.741502,0.2447495;0.8852374;0.02985253;0.226985;-0.2998822;-0.5835806;0.7197099
-0.05138415;1.729428;-0.02095385;0.1304205;-0.03592306;0.0115969;0.9907399,-0.2569689;0.7493744;0.06132035;0.2162601;0.4366193;0.4611075;0.741603,0.2477248;0.8850402;0.02447997;0.2319244;-0.2927127;-0.5840864;0.7206758
-0.05164758;1.729499;-0.02052017;0.1310431;-0.03587712;0.0116281;0.9906591,-0.2573704;0.7495784;0.06164331;0.2159943;0.4351899;0.4617379;0.7421283,0.2478617;0.8847809;0.02429848;0.2368938;-0.2858393;-0.5844036;0.7215607
-0.05188637;1.729533;-0.02013353;0.13182;-0.0358283;0.01171493;0.9905567,-0.2575778;0.7496898;0.06178325;0.2158703;0.4340515;0.4622304;0.7425244,0.2469114;0.8845867;0.02549641;0.2402096;-0.2819223;-0.5842847;0.7221016
-0.05207928;1.729393;-0.01975873;0.1330246;-0.03587383;0.01176317;0.9903935,-0.2580832;0.7497703;0.06170616;0.2158304;0.4317555;0.4631638;0.7432925,0.2442673;0.8842818;0.02968197;0.2449451;-0.2771724;-0.5835783;0.7229202
-0.0523576;1.72934;-0.01926664;0.1344304;-0.03581988;0.01181796;0.9902049,-0.2591589;0.7497864;0.06114751;0.2162179;0.4283004;0.4643121;0.7444615,0.2443911;0.8839979;0.02942185;0.2488495;-0.2735775;-0.5830532;0.7233798
-0.05267696;1.72935;-0.01873157;0.13586;-0.03570726;0.01179564;0.9900141,-0.2605377;0.7497786;0.06053959;0.2168034;0.4256637;0.4650582;0.7453372,0.2443483;0.8837596;0.02987832;0.2512762;-0.2705737;-0.5833431;0.7234369
-0.05300645;1.72929;-0.0180933;0.1375952;-0.03567349;0.01188881;0.9897746,-0.2629005;0.749674;0.05935344;0.2176131;0.423089;0.4656745;0.746182,0.2444595;0.8835877;0.03020454;0.2520902;-0.2676691;-0.5844328;0.7233548
-0.053349;1.729213;-0.01739018;0.1393813;-0.03566999;0.01215613;0.9895215,-0.2647558;0.7494251;0.0583308;0.2177433;0.4230042;0.4654951;0.746304,0.2445678;0.8835123;0.03036062;0.2519158;-0.2659052;-0.5853149;0.7233528
-0.0537374;1.729179;-0.01649782;0.1416082;-0.03575632;0.01260501;0.9891965,-0.2650535;0.7493962;0.05939236;0.2177204;0.4230981;0.4654357;0.7462945,0.2447418;0.883433;0.03053429;0.2512086;-0.2636217;-0.5865897;0.723402
-0.0541517;1.729174;-0.01555881;0.1440343;-0.03582884;0.01307246;0.9888375,-0.2655265;0.7498497;0.06315859;0.2164909;0.4268004;0.463118;0.7459859,0.244888;0.8833929;0.03061649;0.2504495;-0.2622608;-0.5874625;0.7234517
-0.05455415;1.729037;-0.01448067;0.1470009;-0.03613485;0.01359866;0.9883826,-0.2672001;0.7505187;0.0682592;0.2121366;0.4349619;0.4587213;0.7452389,0.2449991;0.8833828;0.03062634;0.2497329;-0.2616586;-0.5879827;0.7234947
-0.05499107;1.728909;-0.0133044;0.150234;-0.03654213;0.01414488;0.9878737,-0.2662776;0.7511309;0.07323794;0.2068412;0.4386706;0.4577413;0.7451562,0.2450525;0.8833861;0.03061325;0.2492796;-0.2614756;-0.5881977;0.7235425
-0.05572304;1.728864;-0.01202195;0.1542613;-0.03713783;0.01484785;0.9872202,-0.2630274;0.7520567;0.07980055;0.2007289;0.4379122;0.4594488;0.7462223,0.245105;0.8833981;0.03058396;0.2486596;-0.2614261;-0.5883703;0.7236335
