HEAD,HANDL,HANDR
-0.06112357;1.728081;-0.03663293;0.04429544;-0.08313227;0.0237531;0.9952702,-0.3870051;0.8393396;0.1797338;0.2691944;0.4467803;0.4354006;0.733722,0.1199512;1.070643;0.1401061;0.3313568;-0.413069;-0.5509474;0.6450068
-0.06173272;1.72793;-0.0368624;0.04454541;-0.08358345;0.02391626;0.9952173,-0.3872657;0.8393061;0.1803652;0.2691585;0.4469285;0.4352908;0.7337102,0.1212303;1.07084;0.1388618;0.3192796;-0.4187065;-0.5538484;0.6449786
-0.06195141;1.727838;-0.03693677;0.04440325;-0.08383723;0.02406009;0.9951988,-0.3873024;0.8393029;0.1806642;0.2691287;0.4469996;0.4352536;0.7336998,0.1218739;1.070969;0.1383672;0.3130746;-0.420646;-0.5558884;0.6450034
-0.0622819;1.7278;-0.03704035;0.04436204;-0.08416454;0.02421541;0.9951693,-0.3872465;0.8392983;0.1811124;0.2690575;0.4471151;0.4352046;0.7336847,0.12227;1.071063;0.1381214;0.3091202;-0.4213949;-0.5574264;0.6450946
-0.06254727;1.727814;-0.03711973;0.04432106;-0.08473612;0.02440507;0.995118,-0.3872585;0.8392915;0.1814879;0.2689489;0.4472306;0.4351689;0.7336752,0.1227941;1.071209;0.1378809;0.3036585;-0.4217286;-0.5598597;0.6453632
-0.06275211;1.727821;-0.03716967;0.0443316;-0.08527386;0.02470233;0.9950643,-0.3872922;0.8392841;0.1817735;0.2688107;0.4473292;0.4351514;0.7336762,0.1232438;1.07135;0.1377424;0.2986516;-0.4213636;-0.5622991;0.6458173
-0.06293773;1.727877;-0.03720786;0.04441613;-0.08583786;0.02488613;0.9950075,-0.3872969;0.8392794;0.1818987;0.2687087;0.4473791;0.4351503;0.7336838,0.1236817;1.071479;0.137652;0.2938824;-0.4207547;-0.5647548;0.6462591
-0.06294931;1.727854;-0.0371813;0.04437807;-0.08639704;0.02498966;0.9949582,-0.3873862;0.8392718;0.1819466;0.2684932;0.4474395;0.4351713;0.7337133,0.1240005;1.071553;0.1375798;0.2908031;-0.4206089;-0.5663305;0.6463679
-0.06302354;1.72784;-0.03717264;0.04441099;-0.08710065;0.02503833;0.9948941,-0.3874126;0.8392687;0.1819647;0.2683772;0.447452;0.4351934;0.733735,0.1245825;1.071644;0.1373644;0.2860553;-0.4214562;-0.5685296;0.646004
-0.06317592;1.727875;-0.03716829;0.04453407;-0.08807364;0.02529084;0.9947966,-0.387437;0.8392652;0.1819952;0.2681819;0.4474465;0.4352454;0.7337789,0.125314;1.071714;0.1369649;0.2808912;-0.4238926;-0.5705014;0.6449367
-0.06336102;1.727869;-0.03715476;0.04459785;-0.08911098;0.02557709;0.994694,-0.3874511;0.8392633;0.1820242;0.2679343;0.4474033;0.4353303;0.7338454,0.1253153;1.071714;0.1369639;0.2808811;-0.4238948;-0.5705056;0.644936
-0.06359786;1.727832;-0.03712404;0.04461068;-0.09042691;0.02599467;0.9945638,-0.3874571;0.839263;0.1820448;0.2677173;0.4473546;0.4354102;0.7339068,0.127103;1.071846;0.1355664;0.2688127;-0.4331143;-0.5735636;0.6412305
