HEAD,HANDL,HANDR
-0.1187703;1.71871;-0.0906821;0.1003753;0.08095868;0.04438471;0.9906566,-0.3217291;0.8969417;0.07906981;0.3497921;0.4716783;0.4806792;0.6512393,0.1490567;0.9466159;0.104786;0.2540566;-0.2952844;-0.4060806;0.8266565
-0.1166719;1.718662;-0.08863311;0.1002863;0.07858799;0.04674175;0.9907481,-0.320585;0.8966317;0.0811264;0.3559831;0.4686358;0.4767753;0.6529486,0.1500023;0.9465276;0.107428;0.254174;-0.2990741;-0.4032189;0.8266587
-0.1154992;1.718609;-0.08758283;0.1000277;0.07757542;0.04773597;0.9908066,-0.3194048;0.8964455;0.08223396;0.3587766;0.4676338;0.4746026;0.6537205,0.1504096;0.9466974;0.1103141;0.2535059;-0.2999836;-0.4029073;0.8266864
-0.1141385;1.718433;-0.08652437;0.09940135;0.07657444;0.04840298;0.9909152,-0.3185458;0.8963249;0.0829725;0.3604397;0.467265;0.4732261;0.6540671,0.1504649;0.9468824;0.1123771;0.25297;-0.3002034;-0.4029772;0.8267367
-0.1126676;1.718119;-0.08541527;0.09842749;0.0758285;0.04908533;0.9910362,-0.317253;0.896161;0.08406388;0.3624812;0.4671747;0.4715204;0.6542351,0.1504886;0.9471147;0.1150285;0.2519056;-0.3001061;-0.4034614;0.8268608
-0.1109552;1.717785;-0.08421636;0.09715685;0.07518619;0.0496682;0.9911814,-0.3159392;0.8960302;0.08518933;0.3641617;0.4674291;0.4702867;0.6540082,0.1512391;0.9472055;0.1165777;0.2482609;-0.2991627;-0.4053773;0.8273678
-0.1073;1.717466;-0.08165855;0.09442861;0.07404182;0.05088269;0.9914696,-0.3136718;0.895869;0.08727023;0.3661335;0.4684102;0.4695472;0.6527355,0.1535677;0.9475142;0.11956;0.2347066;-0.2958035;-0.4119583;0.829279
-0.105203;1.717277;-0.08025369;0.09321002;0.0734535;0.05147649;0.9915981,-0.3122758;0.8958035;0.08863579;0.3670955;0.4692312;0.4698904;0.6513569,0.1542072;0.9476508;0.1211439;0.2297805;-0.2954882;-0.4136957;0.8299057
-0.1027273;1.717095;-0.0787003;0.09210785;0.07302363;0.05183369;0.9917142,-0.3108495;0.8957781;0.09015773;0.3681929;0.4703749;0.4710391;0.6490791,0.154809;0.9479089;0.12533;0.2215061;-0.2957243;-0.4161482;0.8308447
-0.1004497;1.716939;-0.07717144;0.09111749;0.07265888;0.0521633;0.9918151,-0.3092446;0.8957931;0.09191048;0.3695396;0.4717022;0.4731169;0.6458312,0.154762;0.9483709;0.131934;0.2127059;-0.2962673;-0.4186248;0.8317062
-0.09818336;1.716845;-0.07562014;0.09039077;0.07237644;0.05236693;0.9918916,-0.3082349;0.895825;0.09312041;0.3704874;0.4724912;0.4747843;0.6434835,0.1543043;0.9491312;0.1368305;0.2062614;-0.296445;-0.4206474;0.8322454
-0.09565639;1.716689;-0.07372763;0.08967381;0.07213869;0.05243797;0.9919702,-0.306606;0.895883;0.09498321;0.371953;0.4734759;0.4772249;0.6400999,0.1533534;0.9512815;0.1460883;0.1932382;-0.296053;-0.4256042;0.8329902
