HEAD,HANDL,HANDR
-0.05428783;1.726178;-0.06713232;0.02027516;-0.04631645;0.02008827;0.998519,-0.2587007;0.9435137;0.19729;0.2344207;0.3839001;0.5392497;0.7119532,0.1985494;0.9518167;0.03622439;0.2446258;-0.3956718;-0.4337542;0.7716601
-0.05467951;1.72621;-0.06699656;0.02034735;-0.04589634;0.02043959;0.9985298,-0.2585205;0.943524;0.1973589;0.2344383;0.3840348;0.539266;0.7118624,0.1989722;0.9519916;0.03571551;0.2317172;-0.3956766;-0.4354866;0.7746604
-0.05513266;1.72627;-0.06688544;0.02046123;-0.04558544;0.020766;0.998535,-0.2581898;0.9435399;0.1974181;0.2344679;0.3842094;0.5393283;0.7117113,0.1993852;0.9521701;0.03527042;0.2200578;-0.3960423;-0.4369417;0.7770503
-0.05556338;1.726329;-0.06676741;0.0206211;-0.04533436;0.0210977;0.9985362,-0.2579705;0.9435498;0.1974316;0.2344869;0.3843057;0.5393955;0.7116021,0.1998167;0.9523285;0.0347998;0.2092663;-0.3970658;-0.4381035;0.7788528
-0.05585362;1.726354;-0.06656347;0.02066108;-0.04528622;0.02138681;0.9985314,-0.2577368;0.9435614;0.1974425;0.2345102;0.3844202;0.5395193;0.7114387,0.2002487;0.9524864;0.03435235;0.2000501;-0.3988418;-0.4388981;0.779919
-0.05616526;1.726344;-0.06640717;0.02066046;-0.04539048;0.02168703;0.9985202,-0.2575936;0.9435679;0.1974819;0.2345257;0.3844891;0.5396233;0.7113175,0.2005253;0.9525825;0.03405474;0.1947245;-0.40048;-0.4391556;0.7802823
-0.05647254;1.726345;-0.06622213;0.02066027;-0.04573938;0.02211617;0.9984949,-0.2575888;0.9435725;0.1974772;0.2345321;0.384525;0.5396924;0.7112435,0.2009023;0.9526939;0.03358152;0.1878902;-0.4036667;-0.438978;0.7804159
-0.05666652;1.726319;-0.06594984;0.02061548;-0.0462686;0.02248788;0.9984631,-0.257728;0.9435751;0.1975094;0.2345305;0.3845413;0.5397332;0.7112042,0.2012274;0.952754;0.03305224;0.1823251;-0.4077675;-0.4380476;0.7801266
-0.05691077;1.726273;-0.06569213;0.02056971;-0.04693588;0.02286088;0.9984244,-0.2578168;0.9435768;0.1976267;0.2345204;0.384546;0.5397601;0.7111847,0.2014925;0.9527715;0.03249622;0.1780168;-0.4126044;-0.4364458;0.779476
-0.0572238;1.726197;-0.06542435;0.02055561;-0.04779516;0.02305585;0.9983795,-0.2578496;0.9435786;0.1977216;0.2345;0.3845397;0.5397958;0.7111676,0.2016907;0.9527086;0.03184549;0.1743479;-0.418265;-0.43399;0.778659
-0.05758441;1.726082;-0.06488885;0.02063737;-0.04860634;0.0232545;0.998334,-0.2578706;0.9435804;0.1977657;0.234473;0.3845221;0.5398408;0.711152,0.2017916;0.9526023;0.03131251;0.1719198;-0.4226112;-0.431771;0.7780856
-0.05805288;1.725982;-0.06387739;0.02099221;-0.04953721;0.02353058;0.9982744,-0.2579747;0.9435858;0.1979816;0.2343735;0.3844311;0.5400033;0.7111105,0.2019155;0.9523224;0.03032964;0.1677011;-0.4302878;-0.427473;0.7771716
-0.05845475;1.726089;-0.06330708;0.0216386;-0.05050226;0.02384589;0.9982048,-0.2582171;0.9435737;0.1985625;0.2341114;0.3841651;0.5403965;0.711042,0.2018615;0.9520696;0.02994056;0.1643934;-0.4359189;-0.4241874;0.7765402
-0.058782;1.726244;-0.06310962;0.02222871;-0.05139381;0.02390169;0.9981449,-0.2582681;0.9435845;0.1986105;0.233797;0.3838522;0.5408229;0.7109902,0.2019236;0.9514552;0.02857841;0.1564442;-0.4476368;-0.4171838;0.7753091
-0.05916258;1.726404;-0.06276811;0.02290125;-0.05231971;0.02397727;0.9980798,-0.2583416;0.9436057;0.1986275;0.2331455;0.3832562;0.5415946;0.7109382,0.2020164;0.9511309;0.02771597;0.1519898;-0.4533001;-0.4137749;0.7747313
-0.05958197;1.726596;-0.06250198;0.02360254;-0.05312151;0.02420502;0.9980156,-0.2584794;0.9436282;0.1987875;0.232397;0.3826539;0.5423378;0.7109411,0.2021817;0.9506536;0.02639985;0.1448365;-0.4612736;-0.4090885;0.7738835
-0.05998637;1.726823;-0.0622929;0.02431244;-0.05395484;0.02445583;0.9979478,-0.2586691;0.9436568;0.199077;0.2316213;0.3821229;0.5429885;0.7109833,0.2023173;0.9501918;0.02519378;0.1371537;-0.4685083;-0.4049659;0.7731051
-0.06043531;1.727013;-0.06209531;0.02486918;-0.05474878;0.02482072;0.9978818,-0.2588556;0.943723;0.1993343;0.2308565;0.381696;0.5435318;0.7110462,0.2024119;0.9497744;0.0240452;0.1292107;-0.4746959;-0.4015052;0.7725037
-0.06090735;1.727105;-0.06182287;0.02532371;-0.05551568;0.02516303;0.9978194,-0.2590005;0.9437727;0.1995012;0.2303342;0.3814514;0.5438589;0.7110967,0.2024403;0.9494929;0.02328184;0.1236718;-0.4784565;-0.3993813;0.7721913
-0.06142072;1.727139;-0.06159252;0.02573181;-0.05613355;0.02549462;0.997766,-0.2592212;0.9438271;0.1997777;0.2295542;0.3811345;0.544309;0.7111745,0.2024106;0.949097;0.02221607;0.1154225;-0.4834529;-0.3964813;0.7718509
-0.06191751;1.727195;-0.06143277;0.02623093;-0.05657855;0.02578487;0.9977204,-0.2594685;0.9438601;0.2001025;0.22878;0.3808432;0.5447381;0.7112514,0.2023235;0.9486904;0.02121253;0.1072115;-0.4881527;-0.3935519;0.771576
-0.06251603;1.727229;-0.06124933;0.02677465;-0.05699272;0.02603764;0.9976758,-0.2596447;0.943882;0.2002953;0.2282405;0.380644;0.5450394;0.7113006,0.2022476;0.9482128;0.02012685;0.09885079;-0.4931909;-0.3901974;0.7711922
-0.06331718;1.727259;-0.06097464;0.02738522;-0.05736784;0.02632951;0.9976301,-0.25993;0.9439151;0.2005455;0.2274277;0.3803256;0.5455352;0.7113511,0.2021956;0.9478692;0.01937925;0.09346054;-0.496805;-0.3876732;0.7708174
