HEAD,HANDL,HANDR
-0.0563265;1.720091;0.0202682;0.2309011;-0.05029681;0.01179712;0.9716048,-0.2287405;0.9574474;0.1478049;0.213301;0.4884197;0.4444824;0.7199892,0.2418272;0.904256;0.1103749;0.3233484;-0.4484092;-0.4705861;0.6876945
-0.05636029;1.72;0.02019592;0.2307564;-0.05028218;0.01178788;0.97164,-0.2287655;0.9574362;0.1477795;0.2133365;0.4888001;0.4442953;0.7198358,0.241668;0.9042131;0.1103456;0.3235083;-0.4486336;-0.4704413;0.6875721
-0.05646432;1.719986;0.02014131;0.2308136;-0.05025404;0.01176913;0.9716281,-0.2287871;0.9574231;0.1477618;0.2133512;0.4891197;0.4441419;0.719709,0.2415104;0.9042401;0.1102971;0.3236657;-0.4488615;-0.4702968;0.6874481
-0.05663728;1.720011;0.02005248;0.230893;-0.05030257;0.01192699;0.9716048,-0.2288016;0.9574111;0.1477551;0.2133465;0.4893602;0.4440318;0.719615,0.2414097;0.9041927;0.1102783;0.3238162;-0.4490932;-0.4701536;0.6873238
-0.05687723;1.720019;0.0199744;0.2309523;-0.05041868;0.01210387;0.9715825,-0.2288127;0.9574035;0.1477559;0.2133388;0.4894867;0.4439771;0.7195649,0.2412589;0.9042158;0.1102218;0.3239625;-0.4493363;-0.4700024;0.6871994
-0.05708284;1.719987;0.01986632;0.2308463;-0.05050096;0.01223595;0.9716018,-0.22883;0.9573937;0.1477639;0.2133234;0.4896012;0.4439297;0.7195208,0.2412304;0.904175;0.1102197;0.3240063;-0.449415;-0.4699554;0.6871595
-0.05729371;1.719903;0.01977372;0.2306138;-0.05057976;0.01242085;0.9716505,-0.2288486;0.9573842;0.1477775;0.2133064;0.4896559;0.4439095;0.7195011,0.2409925;0.9041557;0.1101347;0.3241847;-0.4497337;-0.4697595;0.6870007
-0.05745872;1.719813;0.01967322;0.2303601;-0.05069943;0.01252938;0.9717031,-0.2288697;0.9573745;0.1477936;0.2132908;0.4896811;0.4439026;0.7194929,0.2407869;0.9041768;0.1100529;0.3243115;-0.4499607;-0.4696202;0.6868876
-0.05759312;1.719687;0.01960328;0.230081;-0.05069096;0.01261391;0.9717686,-0.2288866;0.9573673;0.1478041;0.2132813;0.4896939;0.4439;0.7194886,0.240671;0.9041258;0.1100191;0.324436;-0.4501577;-0.4694998;0.6867819
-0.05757651;1.719599;0.01961041;0.2299135;-0.05072985;0.01262799;0.971806,-0.2289099;0.9573563;0.1478202;0.213269;0.4896925;0.4439023;0.7194917,0.2406373;0.9041574;0.1099999;0.3244793;-0.4502156;-0.469465;0.6867474
-0.05761757;1.719544;0.01959507;0.2298062;-0.05076219;0.01275901;0.9718279,-0.2289359;0.9573433;0.1478359;0.2132561;0.4896982;0.4439032;0.7194911,0.2405902;0.9041389;0.1099917;0.3246483;-0.450397;-0.4693685;0.6866144
-0.05771716;1.719487;0.01958472;0.2297485;-0.05073797;0.01290549;0.9718409,-0.2289602;0.9573299;0.1478516;0.213239;0.4896926;0.4439093;0.7194963,0.240578;0.904088;0.1100018;0.3247795;-0.4505304;-0.4693056;0.6865078
-0.05781436;1.719447;0.01955846;0.2297249;-0.0507742;0.01306479;0.9718425,-0.2289868;0.9573156;0.1478658;0.2132047;0.4896843;0.4439221;0.7195042,0.2405274;0.9041086;0.1099802;0.324912;-0.4506902;-0.4692567;0.6863738
-0.05789155;1.719487;0.01959224;0.2299225;-0.05083606;0.01324899;0.97179,-0.2290159;0.9573014;0.1478781;0.2131228;0.4896572;0.443956;0.7195259,0.2405238;0.9040577;0.1099852;0.3250197;-0.450869;-0.4692262;0.6862261
-0.05800471;1.719566;0.01963274;0.2302;-0.0509036;0.01337185;0.9717191,-0.2290364;0.9572927;0.1478857;0.2130224;0.4896156;0.4440013;0.719556,0.240509;0.9040476;0.1099741;0.3250737;-0.4510107;-0.4692038;0.6861227
-0.05812299;1.719683;0.01970772;0.2305324;-0.05103161;0.01351139;0.9716316,-0.2290707;0.957281;0.1478975;0.2128049;0.4895187;0.4441025;0.7196238,0.2404709;0.9040665;0.109919;0.325116;-0.4513663;-0.469102;0.6859384
-0.05831837;1.719735;0.01975771;0.2307165;-0.05102216;0.01363937;0.9715866,-0.229101;0.9572686;0.1479065;0.2125684;0.4894069;0.444177;0.7197238,0.2404927;0.9040087;0.1098174;0.3250444;-0.4521986;-0.4687546;0.6856615
-0.05844445;1.719777;0.01984105;0.2308694;-0.05101641;0.01365651;0.9715504,-0.2295598;0.9572598;0.1481403;0.2123169;0.489341;0.4440799;0.7199028,0.240468;0.9040114;0.1095597;0.3248304;-0.4537433;-0.4678694;0.685347
