HEAD,HANDL,HANDR
-0.07902839;1.726819;-0.05224791;0.03924976;-0.09237859;0.02112552;0.9947258,-0.3504218;0.7696971;0.06650861;0.2935157;0.3949372;0.4578033;0.7404655,0.05432702;0.9212093;0.2907145;0.308641;-0.4128282;-0.4879215;0.7044475
-0.07908767;1.726708;-0.05226334;0.03899324;-0.09251023;0.02111937;0.9947238,-0.3504412;0.7697122;0.06653674;0.2931131;0.3948171;0.457848;0.7406614,0.05407704;0.9212839;0.2913879;0.3083984;-0.4130852;-0.4878765;0.7044342
-0.07912453;1.726645;-0.05230379;0.03884942;-0.09268253;0.02107461;0.9947143,-0.3504583;0.7697247;0.06656888;0.2926262;0.3946553;0.4579104;0.7409017,0.05375629;0.9213802;0.2922825;0.3080612;-0.4133498;-0.4878618;0.7044368
-0.07916201;1.726574;-0.05232709;0.03873099;-0.0929001;0.02102701;0.9946997,-0.3504689;0.7697328;0.06659229;0.2922515;0.3945227;0.4579664;0.7410854,0.05341529;0.9215184;0.2932395;0.3075752;-0.4136819;-0.4878519;0.7044611
-0.07925359;1.726532;-0.05239859;0.03865542;-0.09334572;0.02100988;0.9946612,-0.3504968;0.7697563;0.06666647;0.2910425;0.3940706;0.4581687;0.7416764,0.05281665;0.9219568;0.2949361;0.3063672;-0.4143763;-0.487868;0.7045683
-0.0792805;1.726494;-0.0524262;0.03856182;-0.09361027;0.02104564;0.9946392,-0.3505047;0.7697641;0.06669232;0.2906429;0.3939117;0.4582408;0.7418731,0.05248486;0.9223308;0.2958931;0.3055026;-0.4148195;-0.4879061;0.7046565
-0.07928954;1.726432;-0.05243605;0.03843373;-0.09383678;0.02107079;0.9946223,-0.3505213;0.7697791;0.06674049;0.2898628;0.3936291;0.4583735;0.7422462,0.05217954;0.9227333;0.2967803;0.3046311;-0.4152516;-0.4879467;0.7047511
-0.07924563;1.726366;-0.05242735;0.03824768;-0.0941327;0.02114684;0.9945999,-0.3505279;0.7697864;0.06676577;0.289485;0.3935023;0.4584231;0.7424302,0.05198598;0.9230031;0.2973425;0.3040703;-0.4155388;-0.4879649;0.7048114
-0.07925531;1.726328;-0.05245145;0.03811136;-0.09431803;0.02125428;0.9945853,-0.3505339;0.7697988;0.06681995;0.2889677;0.3932795;0.4584836;0.7427124,0.05170013;0.9234043;0.2981661;0.3032756;-0.4159833;-0.4879638;0.7048923
-0.07925656;1.726217;-0.05246632;0.03784326;-0.09452246;0.02135022;0.9945741,-0.3505355;0.7698116;0.06689136;0.2885171;0.3929295;0.4585686;0.7430202,0.05141995;0.9237978;0.2989728;0.3025738;-0.4164222;-0.4879505;0.7049439
-0.07927909;1.726139;-0.05249275;0.03766064;-0.09467376;0.02138739;0.9945658,-0.3505532;0.7698203;0.06694434;0.2882432;0.3925441;0.4586771;0.7432632,0.05116336;0.9241625;0.2997003;0.3020142;-0.4168334;-0.487913;0.7049669
-0.07931924;1.726069;-0.05253398;0.03751322;-0.0947969;0.02152418;0.9945567,-0.3507905;0.7698396;0.06654674;0.2877781;0.3910686;0.4592339;0.7438772,0.05094576;0.9244882;0.3002945;0.3015554;-0.4172562;-0.4878193;0.704978
-0.07934076;1.726026;-0.05257811;0.03742225;-0.0949287;0.02166929;0.9945444,-0.3508469;0.7698241;0.06615752;0.2876611;0.389833;0.4598345;0.7441999,0.05087432;0.9245918;0.3004833;0.3014181;-0.4174037;-0.4877739;0.7049809
-0.07939134;1.726025;-0.05262892;0.03745506;-0.09498275;0.02174499;0.9945364,-0.3505753;0.7696639;0.0653192;0.2878031;0.386971;0.4618653;0.7443811,0.05066701;0.9249652;0.3010316;0.3010753;-0.4178882;-0.487621;0.704946
-0.0793791;1.726046;-0.0526976;0.03749574;-0.09515722;0.02179412;0.9945171,-0.3499181;0.7692665;0.06340947;0.2878949;0.3854758;0.4627616;0.7445648,0.05071066;0.9250588;0.3009234;0.3010355;-0.4180012;-0.4876154;0.7049001
-0.07934964;1.726043;-0.05276264;0.03747888;-0.09535791;0.02186107;0.9944971,-0.3498823;0.768828;0.06172956;0.2877066;0.3836935;0.4637538;0.7449408,0.05062229;0.9247161;0.2999292;0.3010319;-0.418041;-0.487678;0.7048346
-0.07933391;1.726064;-0.05284008;0.03746448;-0.09553483;0.0219695;0.9944782,-0.3500355;0.7687576;0.06211467;0.2874109;0.3832099;0.4640509;0.7451187,0.05051573;0.9245638;0.2994703;0.3010264;-0.41802;-0.4877318;0.7048122
-0.07931074;1.726063;-0.05293074;0.03737404;-0.09573404;0.02202146;0.9944613,-0.3500273;0.7687832;0.06235842;0.2872227;0.383112;0.4641354;0.745189,0.05044128;0.9245647;0.2994432;0.301022;-0.418006;-0.4877601;0.7048026
-0.07931152;1.726023;-0.05301911;0.03717425;-0.09591446;0.0220504;0.9944507,-0.349811;0.7688847;0.06316147;0.2869937;0.3830796;0.4641811;0.7452654,0.05014521;0.9245881;0.2995256;0.3009555;-0.4179086;-0.4879786;0.7047377
-0.07933476;1.725946;-0.05312174;0.0369394;-0.09603985;0.02192049;0.9944503,-0.3498529;0.7689454;0.06351992;0.2868658;0.3830853;0.4641857;0.7453088,0.05008291;0.9246633;0.299777;0.3008495;-0.4177351;-0.4882666;0.7046863
-0.0793599;1.725909;-0.05322362;0.03681094;-0.0962161;0.02187352;0.994439,-0.3498835;0.7690135;0.06373228;0.2866294;0.3831077;0.4641826;0.7453902,0.05005;0.9247499;0.2998853;0.3006622;-0.4174618;-0.4886166;0.7046857
-0.0794394;1.725815;-0.05342138;0.03659882;-0.09665705;0.02183805;0.9944049,-0.3498698;0.7690432;0.06365342;0.2863573;0.38311;0.4641957;0.7454855,0.05013723;0.924862;0.3002124;0.30037;-0.4173183;-0.4888611;0.7047257
-0.07950366;1.725848;-0.05350834;0.03667691;-0.09704721;0.02199115;0.9943606,-0.3499217;0.7690614;0.06352136;0.2861992;0.3831046;0.4642141;0.7455375,0.04887061;0.9264721;0.3039871;0.2962255;-0.4221605;-0.487303;0.704675
-0.0795446;1.725892;-0.05356824;0.03673898;-0.09757558;0.02211713;0.9943038,-0.349952;0.7690818;0.06355609;0.2860255;0.3831159;0.4642279;0.7455898,0.04742278;0.9283556;0.3076345;0.2930574;-0.4270185;-0.4851609;0.7045506
-0.07990193;1.725915;-0.0537252;0.03678211;-0.09828722;0.02226244;0.9942289,-0.3499861;0.7691028;0.0636611;0.2858878;0.3831591;0.4642107;0.745631,0.04484375;0.9314279;0.3138544;0.2888543;-0.4341404;-0.4815991;0.7043776
-0.08027177;1.725923;-0.05388002;0.03675155;-0.09900129;0.02242389;0.9941556,-0.3503305;0.7692195;0.0647077;0.2855541;0.3833519;0.4640915;0.745734,0.04199472;0.9348862;0.3205814;0.2853588;-0.439782;-0.4785962;0.7043493
-0.08066987;1.725905;-0.05401179;0.03671628;-0.1000359;0.02247946;0.994052,-0.3508835;0.7696601;0.06725541;0.2845967;0.3841169;0.4635518;0.746042,0.04044073;0.9368787;0.3242282;0.2833937;-0.4423387;-0.4772474;0.7044569
-0.08086933;1.725908;-0.05407451;0.03674774;-0.1009176;0.02237549;0.9939641,-0.3511846;0.7702093;0.0703223;0.2823683;0.3860102;0.4621462;0.7467832,0.03963345;0.9378082;0.3257949;0.2803857;-0.4449754;-0.4759773;0.7048591
-0.08107442;1.725907;-0.05411041;0.03676331;-0.1017209;0.02230654;0.9938832,-0.3512509;0.7706074;0.07253589;0.280663;0.3873669;0.4611219;0.7473567,0.03923789;0.9381257;0.3264071;0.2767001;-0.4469353;-0.4752974;0.7055342
-0.08129416;1.725888;-0.05416279;0.03670938;-0.1024677;0.02233751;0.9938078,-0.3512013;0.7712898;0.07619968;0.2784965;0.388606;0.4602964;0.7480323,0.03853095;0.9390195;0.3281873;0.273715;-0.4481581;-0.4750827;0.7060672
-0.08163378;1.725886;-0.05426071;0.03666816;-0.1029678;0.02262593;0.993751,-0.3506729;0.7717843;0.07881948;0.276722;0.3889145;0.4604982;0.7484062,0.0367023;0.9416553;0.3331261;0.26802;-0.4502057;-0.4750714;0.7069563
-0.08195601;1.725905;-0.05435664;0.03663541;-0.1033915;0.02301346;0.9936994,-0.3498163;0.7719898;0.07980506;0.2745033;0.3885754;0.4616872;0.7486668,0.03526665;0.9436947;0.3368999;0.2635701;-0.4516555;-0.4752516;0.7075833
-0.08240655;1.725944;-0.05450241;0.03662428;-0.1034105;0.02348876;0.9936867,-0.3492855;0.7721611;0.07984567;0.2708663;0.3874089;0.4642;0.7490421,0.03207902;0.9484274;0.3454321;0.2533181;-0.4548392;-0.4756652;0.7090091
-0.08282979;1.725962;-0.05461709;0.03652628;-0.1034782;0.02401611;0.9936706,-0.3490317;0.7722777;0.07980826;0.2676575;0.3863145;0.4662837;0.7494666,0.02943031;0.9526104;0.3526283;0.2450951;-0.4574033;-0.4757996;0.7101588
-0.0833946;1.725965;-0.05480143;0.03635906;-0.103401;0.02456925;0.9936713,-0.3487265;0.7723919;0.07975323;0.2616273;0.3846318;0.4694672;0.7504733,0.02663492;0.9571306;0.3603012;0.2364881;-0.4599458;-0.4757968;0.7114357
-0.0839089;1.725921;-0.05495825;0.03607996;-0.1033598;0.02514911;0.9936712,-0.3481092;0.7724691;0.07994089;0.2544912;0.3831012;0.4722197;0.7519815,0.02473444;0.9603257;0.3655128;0.2307029;-0.4614755;-0.4757406;0.7123815
-0.08441913;1.72589;-0.05512553;0.03584041;-0.1033048;0.02568106;0.993672,-0.3475615;0.7725958;0.08027439;0.2465358;0.3812171;0.4745584;0.754114,0.02199517;0.9651708;0.3730861;0.2223254;-0.4633876;-0.4756357;0.7138726
-0.08482134;1.725876;-0.05525309;0.03569266;-0.1033627;0.02603702;0.9936621,-0.3470515;0.7728176;0.08080554;0.2381402;0.3782755;0.476996;0.7567507,0.01952908;0.9699602;0.3805172;0.2139163;-0.4650325;-0.4755099;0.7154545
-0.0850602;1.72588;-0.05530939;0.03560269;-0.1033903;0.02632749;0.9936548,-0.3472638;0.7729735;0.08093188;0.2326736;0.3755109;0.4791087;0.7584916,0.01888892;0.9715894;0.3830088;0.2111297;-0.4655417;-0.4754478;0.7159921
-0.08551711;1.725898;-0.05545051;0.03557546;-0.1032165;0.02665377;0.9936652,-0.3475598;0.7731954;0.08116264;0.2246833;0.370257;0.483139;0.760923,0.01684667;0.9797873;0.3957689;0.1968877;-0.4681737;-0.4747706;0.7187778
-0.08605503;1.725888;-0.05562091;0.03555775;-0.1030333;0.0269751;0.9936761,-0.3480814;0.7734199;0.0814954;0.2164916;0.3641934;0.4877118;0.7633032,0.01597249;0.9832817;0.4010087;0.1910581;-0.4694472;-0.4743343;0.7198077
-0.08682681;1.725953;-0.05587338;0.03575483;-0.1028172;0.02734662;0.9936813,-0.3486701;0.7736465;0.08180534;0.2074162;0.3579394;0.4924;0.7657678,0.01444642;0.9887514;0.4088968;0.1821559;-0.4718117;-0.4734479;0.721152
-0.08769155;1.726073;-0.05610408;0.03611032;-0.1026058;0.02775563;0.9936789,-0.3491803;0.773795;0.08190192;0.2004938;0.3537941;0.4955788;0.7674853,0.01317015;0.9927013;0.4144499;0.1759268;-0.4737454;-0.4726666;0.7219428
-0.08840859;1.726306;-0.05624962;0.03662825;-0.102504;0.02821006;0.9936576,-0.350041;0.7740741;0.08189416;0.1891749;0.348306;0.5001236;0.7699169,0.01009105;1.001204;0.4257505;0.1632854;-0.4782385;-0.4705014;0.7233632
-0.08902705;1.726513;-0.0563045;0.0370625;-0.1025403;0.02862676;0.9936259,-0.3508033;0.7744337;0.08179234;0.1764751;0.3440243;0.5045851;0.771944,0.008619219;1.00588;0.4317258;0.1568264;-0.4806129;-0.4692321;0.7240428
-0.08988322;1.726675;-0.05637245;0.03747313;-0.1024472;0.02891874;0.9936116,-0.3512354;0.7750393;0.0827255;0.162638;0.3412527;0.5086676;0.7735326,0.006453872;1.013308;0.4409015;0.1469413;-0.4841194;-0.4671898;0.7251004
-0.09085788;1.726799;-0.05634328;0.03784551;-0.1023217;0.02907474;0.9936059,-0.3502747;0.7760223;0.08665166;0.1480838;0.3392498;0.5125656;0.7747627,0.004354416;1.020955;0.450051;0.1371528;-0.4874121;-0.4650844;0.7261647
-0.09170173;1.726915;-0.05630857;0.03824294;-0.1020906;0.02937855;0.9936055,-0.3492105;0.7769635;0.09017448;0.1383845;0.3380242;0.5151893;0.7753511,0.002285662;1.028706;0.4591233;0.127553;-0.4905978;-0.4630426;0.7270734
-0.09249298;1.727033;-0.05628809;0.03865967;-0.1018886;0.02985937;0.9935958,-0.3493924;0.7780126;0.09234353;0.1239875;0.336075;0.5189807;0.7761055,0.001072786;1.033868;0.4649805;0.1213632;-0.4928398;-0.4617142;0.7274613
-0.09327614;1.727272;-0.05625066;0.03927463;-0.1017066;0.03043749;0.9935728,-0.3505484;0.7774535;0.09007053;0.1099958;0.3339489;0.5222356;0.7769485,-0.001092076;1.041837;0.4737343;0.1120634;-0.4966697;-0.459528;0.7277328
-0.09436588;1.727596;-0.05627866;0.04001682;-0.1017387;0.03132163;0.9935124,-0.351092;0.7779587;0.09051219;0.09601003;0.3317447;0.5249653;0.7779068,-0.003539451;1.049943;0.4821239;0.10142;-0.5009614;-0.4567273;0.7281153
-0.09632369;1.72787;-0.05588962;0.04050848;-0.10228;0.03296547;0.9933837,-0.3522175;0.7784619;0.08928142;0.07191478;0.3294142;0.5278451;0.7795475,0.1037015;0.8083334;0.2255772;0.0810668;-0.5085831;-0.450392;0.7293274
-0.09708403;1.727738;-0.05563378;0.04002267;-0.102779;0.03374072;0.9933259,-0.3528628;0.7784841;0.08839404;0.05623107;0.3295884;0.5282056;0.7805181,0.05776853;1.06908;0.2134937;0.07321036;-0.5117378;-0.4476019;0.7296693
-0.09931635;1.727298;-0.05519998;0.03908082;-0.1037779;0.03489659;0.9932196,-0.353952;0.7781409;0.08649304;0.02798142;0.3318649;0.5260671;0.782519,0.01533694;1.183792;0.2123309;0.04894204;-0.5208492;-0.4405868;0.7295231
-0.1001757;1.727158;-0.05512808;0.03892458;-0.104161;0.03523859;0.9931735,-0.3548862;0.7777959;0.08510481;0.01012538;0.333378;0.5231979;0.7842324,0.0005182491;1.2309;0.2139708;0.03609049;-0.5251771;-0.4379959;0.7287291
-0.1010257;1.727186;-0.05509093;0.03930522;-0.1044626;0.03526268;0.993126,-0.3553349;0.7774986;0.08411935;-0.001961008;0.3340877;0.5206296;0.7857011,-4.925346E-05;1.226944;0.2211528;0.02311845;-0.5296459;-0.4355345;0.7274961
-0.1017443;1.727366;-0.05507592;0.04000971;-0.1047335;0.03548091;0.9930615,-0.3558095;0.7770106;0.08262633;-0.02040511;0.3344885;0.5158105;0.7884418,-0.002281009;1.244389;0.2259925;0.01446197;-0.5329489;-0.4337474;0.7263743
-0.1025449;1.727691;-0.05506694;0.0409685;-0.1049931;0.03573594;0.9929859,-0.3562613;0.776414;0.08053584;-0.04545806;0.3338761;0.5082809;0.7925345,0.001079272;1.227065;0.2375622;-0.002949715;-0.5408409;-0.4293149;0.7233058
-0.1034052;1.727937;-0.05505528;0.04167307;-0.1051823;0.03612408;0.9929225,-0.3566181;0.7760943;0.07932283;-0.05848189;0.3331916;0.5042046;0.7945696,-2.110424E-05;1.231467;0.2428267;-0.01164805;-0.5453715;-0.4265002;0.721479
-0.1042649;1.728091;-0.05500984;0.04208164;-0.1055129;0.03673051;0.992848,-0.3570232;0.7757839;0.07810386;-0.0712982;0.3323959;0.5000431;0.7964838,0.007931323;1.205638;0.2549164;-0.0250697;-0.5526935;-0.4213478;0.7185872
-0.1052201;1.728216;-0.05489741;0.04232611;-0.1058375;0.03740394;0.9927779,-0.3576269;0.7752433;0.07623433;-0.09040046;0.3314609;0.4932409;0.7991714,0.006215328;1.208577;0.2633636;-0.03858333;-0.560151;-0.4153093;0.7157238
-0.1061745;1.728247;-0.05484066;0.04243916;-0.1060579;0.03789206;0.992731,-0.358218;0.7746024;0.07433486;-0.1087008;0.3313583;0.4854793;0.8016831,0.02072921;1.167301;0.2739281;-0.0472049;-0.5649452;-0.4110871;0.713874
-0.1082441;1.728304;-0.05477907;0.04274243;-0.1059765;0.03809285;0.992719,-0.3633693;1.131387;0.2615082;-0.1435575;0.3365145;0.4660481;0.8055733,0.02992067;1.149109;0.2980952;-0.07256109;-0.5806138;-0.396072;0.7076367
-0.1095175;1.728371;-0.05475786;0.04315752;-0.1056917;0.03814756;0.9927293,-0.365358;1.144098;0.2689281;-0.1551714;0.3391595;0.4585427;0.8066172,0.0318625;1.147214;0.3112541;-0.08462717;-0.5900968;-0.3870029;0.7034578
-0.1106978;1.728494;-0.05472453;0.04370401;-0.1054488;0.03820192;0.9927291,-0.3681974;1.163249;0.2771782;-0.1729768;0.3430746;0.4472965;0.8076538,0.03184607;1.151139;0.3210367;-0.09660799;-0.600866;-0.3769921;0.6982148
-0.1117339;1.728674;-0.05467561;0.0443965;-0.1055055;0.03841294;0.9926842,-0.3717439;1.183496;0.2851416;-0.1921882;0.3471338;0.4360733;0.8077141,0.03081159;1.158278;0.3270957;-0.1048783;-0.6084885;-0.3700929;0.6940991
-0.1127852;1.728952;-0.05462448;0.04523957;-0.1057009;0.03890195;0.9926063,-0.3898908;1.140902;0.2936828;-0.211005;0.3510781;0.426317;0.8065203,0.03124136;1.164043;0.339821;-0.1180039;-0.6198442;-0.3599879;0.6872242
-0.1138666;1.729209;-0.05464412;0.0460467;-0.1061112;0.03940561;0.9925056,-0.3945537;1.143927;0.2980592;-0.2231855;0.3540793;0.419388;0.8055618,0.02900279;1.178145;0.3486155;-0.1322206;-0.6302567;-0.350618;0.6799715
-0.1149205;1.729564;-0.05467147;0.04695719;-0.1068268;0.03997526;0.9923634,-0.4022644;1.160495;0.3066159;-0.245354;0.3613659;0.4044895;0.8034951,0.02766712;1.203743;0.3512672;-0.1468973;-0.6391339;-0.3423902;0.6728283
-0.1170707;1.729972;-0.05460443;0.04845218;-0.108047;0.04026319;0.9921477,-0.4122857;1.185864;0.3177799;-0.2688442;0.37234;0.3860099;0.8000513,0.02380785;1.223638;0.363786;-0.1721092;-0.6521719;-0.3295304;0.6606513
-0.1180108;1.730093;-0.05461335;0.04912985;-0.1084409;0.04031571;0.9920693,-0.4169711;1.200811;0.3235936;-0.2818666;0.3794017;0.3756108;0.7971963,0.02146318;1.238354;0.3706631;-0.1866347;-0.6597013;-0.3215193;0.6531364
-0.1191619;1.730137;-0.05464222;0.04977481;-0.1086124;0.04050599;0.9920107,-0.4212972;1.215895;0.3292361;-0.2947572;0.3865204;0.3656308;0.7937469,0.01877633;1.253454;0.3773562;-0.2007105;-0.6675619;-0.3124937;0.6453094
-0.1217716;1.73019;-0.05466129;0.05110983;-0.1089642;0.04138187;0.991868,-0.4293106;1.238266;0.3420091;-0.3148534;0.3974442;0.3511405;0.7871504,0.0144845;1.278496;0.3875215;-0.2212852;-0.6801347;-0.2976458;0.6323422
-0.1232338;1.73022;-0.05469355;0.05188137;-0.1092156;0.04193861;0.9917769,-0.4328505;1.25201;0.3478287;-0.3253854;0.4034009;0.3430459;0.7833975,0.01205859;1.293991;0.393533;-0.2326193;-0.6872693;-0.2895277;0.6242779
-0.1246078;1.730254;-0.05472884;0.05257772;-0.1094374;0.04247957;0.9916928,-0.4339139;1.256351;0.3496668;-0.3284698;0.4052336;0.3405889;0.7822356,0.009164772;1.309761;0.3992474;-0.2432775;-0.693885;-0.2822821;0.6161628
-0.1259263;1.730256;-0.05478108;0.05300416;-0.1096494;0.04274204;0.9916354,-0.4427856;1.281639;0.3643375;-0.3412438;0.4143369;0.329225;0.7768452,0.005250221;1.32568;0.4042127;-0.252879;-0.6999375;-0.2759203;0.6082826
-0.1274911;1.730193;-0.0547094;0.05317764;-0.1099112;0.04293766;0.9915887,-0.4439274;1.286243;0.3665678;-0.3433577;0.4161137;0.3270173;0.775896,0.002489474;1.336199;0.407304;-0.2586337;-0.7037163;-0.2720101;0.6032433
-0.1292168;1.729982;-0.05455694;0.0527064;-0.1100549;0.04292216;0.9915985,-0.4481895;1.298595;0.3741079;-0.3503298;0.422391;0.3193396;0.7725782,-0.002050364;1.352654;0.4118604;-0.2669274;-0.7092607;-0.2658869;0.5958215
-0.1307092;1.729738;-0.05451441;0.05204428;-0.1101262;0.04296639;0.9916237,-0.4512775;1.309049;0.3799355;-0.3554626;0.4265468;0.3146652;0.7698636,-0.005159065;1.363289;0.4145162;-0.2719044;-0.7126819;-0.2616994;0.5913257
-0.132312;1.729348;-0.05446333;0.05113363;-0.1099449;0.04313716;0.9916838,-0.4541824;1.318962;0.385718;-0.3607202;0.430269;0.3113841;0.7666743,-0.01130328;1.384275;0.4199473;-0.2819869;-0.7196398;-0.2516667;0.5824654
