HEAD,HANDL,HANDR
-0.1554247;1.722463;-0.0006454811;0.1669762;0.1728586;0.02465464;0.9703767,-0.3263162;0.9586899;0.2140152;0.3343658;0.5647995;0.4635833;0.595224,0.1726639;0.8440212;0.2221782;0.05942529;-0.2284201;-0.3240967;0.9161083
-0.1550962;1.720994;0.003757171;0.1733017;0.1766664;0.02568601;0.9685534,-0.3223528;0.9581695;0.22083;0.3386165;0.5678335;0.458793;0.5936437,0.1798845;0.8477277;0.2305509;0.04789254;-0.2216285;-0.3197824;0.91996
-0.1548127;1.720485;0.005702972;0.176306;0.1783763;0.02618187;0.9676841,-0.3209262;0.9578534;0.2229535;0.3398872;0.5689996;0.4569342;0.5932346,0.1815179;0.8481606;0.2307773;0.0424466;-0.2179663;-0.3204313;0.9208762
-0.1543461;1.720181;0.007541463;0.1795271;0.1798386;0.02639785;0.966815,-0.3187167;0.9573445;0.2260118;0.3414292;0.5703844;0.4544835;0.5929017,0.1829681;0.8484651;0.2304479;0.03739816;-0.2149755;-0.3228161;0.9209651
-0.1537124;1.719798;0.009514913;0.1829881;0.1813791;0.02641722;0.9658774,-0.3164172;0.9568371;0.2289582;0.3426852;0.5712417;0.4524077;0.5929393,0.1838302;0.8484661;0.2299141;0.03398073;-0.2133567;-0.3248675;0.9207526
-0.1528017;1.719586;0.01131956;0.1860435;0.1826239;0.02621457;0.9650643,-0.3140239;0.9563091;0.2319057;0.3433525;0.5713671;0.4512804;0.5932914,0.1836354;0.8485164;0.2302607;0.02931675;-0.2116854;-0.3277455;0.9202786
-0.1517866;1.719405;0.01305508;0.1884602;0.1838526;0.02601205;0.9643673,-0.312431;0.9559712;0.2338126;0.3435576;0.5712284;0.4508438;0.5936382,0.1829947;0.8489127;0.2319472;0.02444641;-0.2104278;-0.3300841;0.9198734
-0.1507618;1.719158;0.01492991;0.1906807;0.1854213;0.02599444;0.9636307,-0.3101035;0.9555775;0.2365072;0.3433814;0.5708749;0.4506643;0.5942161,0.1819173;0.8496282;0.2348424;0.01947185;-0.2095632;-0.3320171;0.9194939
-0.1494776;1.718771;0.01676014;0.1925555;0.1868916;0.02599781;0.9629736,-0.3077664;0.9552448;0.2390647;0.3424251;0.5704209;0.450838;0.5950716,0.1811399;0.8501526;0.2372418;0.0157731;-0.2090095;-0.3333699;0.9192013
-0.1461651;1.718356;0.02069418;0.1956855;0.1902745;0.02619933;0.9616737,-0.3030213;0.9540805;0.2428685;0.3177351;0.5627334;0.4591087;0.6095857,0.1787172;0.8519068;0.2452649;0.004077971;-0.2063949;-0.3377729;0.9183104
-0.1444835;1.718341;0.02250549;0.1972652;0.1916225;0.02612759;0.9610851,-0.3003588;0.9536549;0.2448835;0.2995982;0.5549601;0.4663235;0.6203247,0.1776279;0.8529704;0.2493775;-0.002283111;-0.2036999;-0.340292;0.9179884
-0.1424014;1.718042;0.02433675;0.1989477;0.1928395;0.02570206;0.9605062,-0.2984791;0.9534349;0.2462446;0.2855821;0.5476875;0.4721198;0.6289548,0.1773491;0.8532953;0.2506001;-0.004347086;-0.2025806;-0.3411388;0.9179143
-0.1401048;1.717889;0.02621478;0.2003942;0.1937894;0.02486855;0.9600362,-0.2956756;0.9531666;0.2482955;0.26435;0.5351218;0.4807865;0.6423457,0.1770913;0.8536443;0.2540837;-0.01268139;-0.1968448;-0.3448499;0.9176981
-0.1374996;1.717808;0.02818461;0.2014089;0.1944486;0.02352286;0.9597244,-0.2917929;0.9528075;0.2508835;0.2421547;0.5216089;0.4890449;0.6558356,0.1774317;0.8539025;0.2559332;-0.01884282;-0.1914886;-0.3485304;0.917335
-0.1319792;1.717463;0.03220092;0.203169;0.1959634;0.02119702;0.9590993,-0.2845522;0.9524487;0.2563754;0.2039272;0.5001739;0.5006319;0.6764669,0.1798399;0.8544546;0.2575374;-0.02762273;-0.1828562;-0.3555802;0.9161678
-0.1286904;1.717113;0.03422561;0.2040713;0.1966859;0.01993153;0.9587869,-0.2834995;0.9524029;0.2572223;0.1982318;0.4974889;0.5021826;0.6789857,0.1822604;0.854637;0.2583764;-0.03217821;-0.1790031;-0.3591043;0.9154052
-0.1255302;1.716801;0.03650472;0.2052697;0.1974034;0.01880774;0.9584063,-0.2787679;0.952226;0.2605432;0.1791534;0.4907652;0.5069515;0.6856048,0.1844507;0.8546352;0.2596668;-0.03727734;-0.1761897;-0.3617203;0.9147273
-0.122266;1.716474;0.03888381;0.2068071;0.1980153;0.01775151;0.9579695,-0.2760228;0.9521045;0.2628879;0.1688823;0.4899405;0.5089796;0.6872968,0.1862831;0.8547318;0.261546;-0.04287475;-0.1749437;-0.3629269;0.9142432
-0.1187695;1.716169;0.04141109;0.208732;0.1986357;0.01659885;0.9574441,-0.2760216;0.9520959;0.2628688;0.168636;0.4898483;0.5090393;0.6873787,0.1879026;0.8553579;0.2657694;-0.04944156;-0.1748608;-0.3632047;0.913817
-0.1144226;1.715722;0.04429907;0.210988;0.19914;0.01554009;0.9568625,-0.2708679;0.9518499;0.2669165;0.156388;0.4945907;0.5106568;0.6856767,0.189751;0.8565692;0.2703972;-0.05400802;-0.1751623;-0.3630772;0.9135514
-0.1103323;1.715224;0.0470922;0.2135426;0.1995443;0.01480484;0.9562231,-0.2675046;0.9516757;0.269392;0.1508902;0.4993368;0.5113736;0.6829289,0.1929871;0.8589089;0.2780456;-0.06097469;-0.1754347;-0.3630282;0.9130802
-0.1066206;1.714719;0.0496624;0.2159097;0.1998962;0.0142241;0.9556266,-0.2651734;0.9515238;0.2710538;0.1474167;0.5028472;0.5119823;0.680652,0.1956113;0.861394;0.2858748;-0.06788151;-0.1749592;-0.3635403;0.9124801
-0.102297;1.714045;0.05242785;0.218355;0.2000009;0.01376646;0.9550557,-0.2610354;0.9512372;0.2739832;0.141688;0.5099747;0.5130896;0.6757141,0.1974772;0.8621447;0.2887911;-0.07263316;-0.1746101;-0.3644111;0.9118335
-0.09751157;1.71311;0.05526319;0.2207386;0.1998495;0.01330683;0.9545457,-0.2575799;0.9508855;0.2760502;0.136864;0.5155846;0.5136476;0.672017,0.1999871;0.8617706;0.2898462;-0.07967262;-0.1747364;-0.365579;0.9107533
-0.09302378;1.712364;0.05804121;0.2231465;0.1996213;0.01293792;0.9540386,-0.2547411;0.9505147;0.2775003;0.1334163;0.5191061;0.5138025;0.6698775,0.2024383;0.8629417;0.2913328;-0.08715424;-0.1767368;-0.3651712;0.9098452
-0.08847967;1.711664;0.06080107;0.2255088;0.199289;0.01247424;0.9535587,-0.2507904;0.9498681;0.2794577;0.1270504;0.524191;0.5139706;0.6670204,0.2035331;0.8645015;0.2913388;-0.09531046;-0.1820876;-0.3635271;0.9086298
-0.08385976;1.710983;0.06352036;0.2278023;0.1987927;0.01208166;0.953122,-0.2482922;0.9494471;0.2806353;0.1225193;0.5268759;0.5140813;0.6656659,0.2026653;0.8669475;0.2903705;-0.1017597;-0.1873814;-0.3611211;0.9078132
-0.07842033;1.710289;0.06617767;0.2302476;0.1980789;0.0115921;0.9526891,-0.2439131;0.9488024;0.2826425;0.1150151;0.5298502;0.514544;0.6642851,0.2048902;0.8693002;0.2853829;-0.1181721;-0.2013311;-0.3553866;0.9050975
-0.07196422;1.709592;0.06907484;0.2325462;0.1972776;0.01128306;0.9523007,-0.2393681;0.9482146;0.2846029;0.1074676;0.5310057;0.5154427;0.6639295,0.2076507;0.8677712;0.2826957;-0.128514;-0.2092637;-0.3527231;0.9029282
-0.06639561;1.708872;0.07193272;0.2348836;0.1964054;0.0109285;0.9519113,-0.2334488;0.9476266;0.286772;0.09931463;0.530609;0.5166873;0.6645487,0.2083697;0.8676879;0.2829379;-0.1457002;-0.2204647;-0.3511176;0.8982669
-0.06093728;1.708149;0.07473234;0.2371646;0.195311;0.01040976;0.9515767,-0.2298206;0.9472432;0.288254;0.09400435;0.5294484;0.5175981;0.6655372,0.2089415;0.8682301;0.2828287;-0.1583339;-0.2266979;-0.3514771;0.8944284
-0.0548525;1.707621;0.07730575;0.2394642;0.1937213;0.009617561;0.9513341,-0.2230214;0.9463903;0.2910975;0.08230441;0.5256134;0.5196494;0.6685215,0.2105189;0.8671938;0.2826815;-0.1790448;-0.2335831;-0.3547331;0.8874381
