HEAD,HANDL,HANDR
-0.03282497;1.723117;-0.03996769;0.02193459;0.1145932;0.001345282;0.9931694,-0.2546333;0.9426797;0.105731;0.05235067;0.2825531;0.6522961;0.7013794,0.2159393;0.8842291;0.171078;-0.02248131;-0.03924882;-0.6432301;0.7643359
-0.0327662;1.723123;-0.04025013;0.02192002;0.1142867;0.001630555;0.9932047,-0.2546521;0.9427023;0.1054702;0.05198829;0.2822183;0.6524144;0.701431,0.21602;0.8854454;0.171051;-0.02301799;-0.03887834;-0.6434168;0.7641817
-0.03256541;1.723101;-0.04036985;0.02190706;0.1139614;0.001755437;0.9932421,-0.2547253;0.9427327;0.105058;0.05092505;0.2813393;0.6528167;0.7014878,0.2169689;0.888814;0.1687882;-0.02357215;-0.03835037;-0.6436567;0.7639894
-0.03227491;1.723065;-0.04028484;0.02185134;0.1137373;0.0015704;0.9932693,-0.2548864;0.942759;0.1046634;0.0491491;0.2799565;0.6537036;0.7013418,0.2171443;0.8910956;0.1686276;-0.02399233;-0.0378291;-0.6438556;0.7638347
-0.0320793;1.723013;-0.04023392;0.02174223;0.113608;0.001365903;0.9932868,-0.2551132;0.9427822;0.104392;0.04692589;0.278246;0.6551284;0.7008452,0.2171444;0.8933393;0.1689272;-0.02432118;-0.03740384;-0.6440039;0.7637203
-0.03188169;1.722938;-0.0401288;0.02159795;0.113596;0.001099219;0.9932917,-0.2553836;0.9428042;0.1041688;0.04460262;0.2765036;0.6568438;0.7000805,0.2176154;0.8934008;0.1677733;-0.02439746;-0.03731165;-0.6440324;0.7636982
-0.03176005;1.722904;-0.04004277;0.02156214;0.1136735;0.001067817;0.9932836,-0.2555707;0.9428169;0.1040358;0.04308102;0.2754372;0.6579984;0.6995117,0.2181117;0.8939974;0.1681142;-0.02480552;-0.03700787;-0.6440164;0.7637134
-0.03171741;1.722846;-0.03988704;0.02152094;0.113946;0.00135496;0.9932529,-0.2558293;0.9428322;0.1038334;0.04094468;0.2741561;0.6595353;0.6986954,0.218676;0.895123;0.1684948;-0.02504906;-0.03695329;-0.6439122;0.7637959
-0.03169823;1.722775;-0.03972735;0.02139897;0.1142445;0.001673755;0.9932207,-0.2560282;0.9428307;0.1035677;0.03892113;0.2737066;0.6605009;0.6980747,0.2191658;0.8959962;0.1687467;-0.02524523;-0.03695831;-0.6437907;0.7638916
-0.03141572;1.722717;-0.03937809;0.0212849;0.114721;0.001918216;0.9931679,-0.2561444;0.9427927;0.1031191;0.03658904;0.2747198;0.6605295;0.6977758,0.219665;0.9005457;0.1685167;-0.02574922;-0.03701965;-0.6434389;0.7641682
-0.03085923;1.722616;-0.03887801;0.02106793;0.1153802;0.001935146;0.9930961,-0.2562296;0.9426905;0.1022615;0.03268157;0.2782123;0.659382;0.6976712,0.2203152;0.9031106;0.1685537;-0.02680813;-0.03720054;-0.6427013;0.7647434
-0.03043334;1.7226;-0.03841756;0.02102719;0.1160813;0.001780328;0.9930155,-0.256286;0.9426019;0.1015047;0.02930653;0.2816834;0.658159;0.6975833,0.2210322;0.9055107;0.1686937;-0.02872416;-0.03745807;-0.6416109;0.7655764
-0.02988108;1.72268;-0.0378606;0.02116032;0.1168661;0.001404518;0.9929212,-0.256419;0.9424984;0.1004448;0.0242741;0.2865375;0.6567303;0.6971458,0.2213523;0.9087546;0.1684737;-0.03046556;-0.03759832;-0.6409055;0.7660929
-0.02896623;1.722811;-0.03717403;0.02138487;0.1175398;0.001105992;0.9928373,-0.2566437;0.9424716;0.0996682;0.01975171;0.2896578;0.6564576;0.6962554,0.2216514;0.9125574;0.1682333;-0.03374587;-0.03756012;-0.6401917;0.7665541
-0.02809907;1.722992;-0.03641693;0.0217696;0.1182213;0.0006743965;0.9927484,-0.2568457;0.9424968;0.09933382;0.01704855;0.2905294;0.657014;0.6954384,0.2220597;0.9147408;0.16807;-0.03628783;-0.03727421;-0.640096;0.7665318
-0.02751599;1.723093;-0.03547997;0.02211835;0.118998;0.0005575337;0.9926479,-0.2571828;0.9425594;0.09903149;0.01318586;0.2902783;0.6586276;0.6940996,0.2229288;0.9179596;0.1679026;-0.04069555;-0.03621806;-0.6405892;0.7659488
-0.02667375;1.723188;-0.03405591;0.0225669;0.1199175;0.0003696797;0.9925273,-0.257552;0.9426274;0.09886409;0.008951589;0.2885481;0.6609694;0.692661,0.2238593;0.9245168;0.1675985;-0.04790351;-0.03325328;-0.6423781;0.7641663
-0.02563942;1.7232;-0.03212132;0.02303307;0.120984;0.0004109542;0.9923871,-0.2577897;0.9426579;0.09867795;0.003690109;0.2863103;0.6632556;0.6914512,0.2244655;0.9271706;0.1674532;-0.05181114;-0.03125115;-0.6435291;0.7630265
-0.02485738;1.723163;-0.03055316;0.02331581;0.1220455;0.0005074164;0.9922505,-0.2571758;0.942593;0.09847347;-0.002862096;0.2853159;0.6642816;0.6908811,0.2256215;0.9310931;0.1674643;-0.05815139;-0.02772843;-0.6452683;0.7612348
-0.02399644;1.723138;-0.02893679;0.02368626;0.1231776;0.0004482144;0.9921018,-0.2567731;0.9424829;0.09807758;-0.008087754;0.2859802;0.6640491;0.6907884,0.226761;0.9359852;0.167626;-0.06482512;-0.02380135;-0.6468509;0.7594836
-0.02262983;1.723165;-0.02686237;0.0243239;0.1244123;0.000115695;0.9919325,-0.255874;0.9420893;0.09679058;-0.02035974;0.2915128;0.6618537;0.69033,0.2280511;0.9405566;0.1675747;-0.07170559;-0.01979999;-0.6480551;0.7579518
-0.02152214;1.723296;-0.02495494;0.02517113;0.1257644;-0.0002230452;0.9917408,-0.2551622;0.9418049;0.09623151;-0.02721672;0.2965208;0.6603343;0.6894151,0.2290781;0.9434426;0.1676563;-0.07643993;-0.01717271;-0.6486188;0.7570705
-0.02044826;1.723526;-0.02303132;0.02627297;0.1272501;-0.0006792832;0.9915224,-0.2547774;0.9412888;0.09559125;-0.03792247;0.3064342;0.6583338;0.6864815,0.2306931;0.9478482;0.1681671;-0.0838953;-0.01317555;-0.6492718;0.7558004
-0.01915262;1.723799;-0.02102169;0.02740573;0.1287863;-0.001158233;0.991293,-0.254923;0.940734;0.09505208;-0.04833227;0.3181094;0.6572829;0.6815055,0.2322625;0.9517084;0.1690605;-0.09154271;-0.009249724;-0.649783;0.7545306
-0.01748329;1.724038;-0.01883519;0.02849258;0.1302219;-0.00146032;0.9910743,-0.2551347;0.9403557;0.09476108;-0.05505361;0.3263348;0.6571162;0.6772541,0.2341974;0.9552193;0.1691672;-0.09894925;-0.005560592;-0.6502138;0.7532597
-0.01596562;1.72434;-0.01663902;0.02966658;0.1317722;-0.001577287;0.9908348,-0.2549007;0.9398125;0.09474076;-0.06480716;0.3387887;0.6571272;0.6702285,0.2360758;0.9588112;0.1694528;-0.1054648;-0.002373695;-0.6506151;0.752045
-0.01454433;1.724565;-0.0145539;0.03065803;0.1331502;-0.00151934;0.9906204,-0.254775;0.9392657;0.09466105;-0.07407796;0.3512158;0.6564401;0.6635106,0.2371242;0.9611294;0.1701124;-0.1090425;-0.0006778874;-0.6508133;0.7513664
-0.01246968;1.724718;-0.01211049;0.03136916;0.1344484;-0.001483136;0.9904228,-0.2543962;0.938755;0.09457328;-0.08258122;0.3637597;0.654118;0.6580189,0.2389725;0.963746;0.1703092;-0.1132542;0.001198318;-0.650919;0.7506508
-0.0101827;1.724686;-0.009551696;0.03187911;0.1356622;-0.001645212;0.9902408,-0.2538712;0.9383851;0.0945209;-0.08812215;0.3727136;0.6514663;0.6549127,0.2407161;0.9664242;0.170707;-0.116089;0.002353076;-0.6506905;0.7504131
-0.008222621;1.724558;-0.007220007;0.0322834;0.1368087;-0.002146035;0.990069,-0.252305;0.9377461;0.09477386;-0.09660817;0.3871102;0.6463199;0.6504484,0.2421698;0.9688568;0.171626;-0.1173504;0.002780303;-0.6502662;0.7505832
-0.006138833;1.724392;-0.004786104;0.03277187;0.1380017;-0.002740237;0.9898859,-0.2511865;0.9369234;0.09463662;-0.1061479;0.4023194;0.6407109;0.6452608,0.2435406;0.9705057;0.1725692;-0.1174705;0.002720833;-0.6499442;0.7508435
-0.003585566;1.724205;-0.002047241;0.03329339;0.1390441;-0.003213501;0.9897212,-0.2503093;0.9359242;0.09444574;-0.1170933;0.4173549;0.6356015;0.6388386,0.2445026;0.9714862;0.1729314;-0.1173526;0.00260511;-0.6498061;0.7509817
-0.001145348;1.723897;0.0005337447;0.0336616;0.1398724;-0.003891882;0.9895896,-0.2491389;0.9348039;0.09483864;-0.1292227;0.4311948;0.6319218;0.63091,0.2459654;0.9729679;0.1735084;-0.1171867;0.002488874;-0.6497062;0.7510946
0.001138534;1.723536;0.002932355;0.03395638;0.1405922;-0.004447108;0.9894751,-0.2484866;0.9340499;0.09513067;-0.1375333;0.4393025;0.6305689;0.6248846,0.2469528;0.9738137;0.1739188;-0.1171015;0.002441272;-0.6496876;0.751124
0.003918458;1.723131;0.005689427;0.03416655;0.1412071;-0.004888987;0.9893783,-0.2476143;0.9326593;0.09517524;-0.1527711;0.4519253;0.6270716;0.615797,0.2487067;0.9743338;0.174675;-0.1170436;0.00241426;-0.6496736;0.7511452
0.007066216;1.722673;0.008833513;0.03427456;0.1417739;-0.005340437;0.9892911,-0.2467302;0.9313251;0.0956234;-0.1664063;0.4629369;0.6250037;0.6061094,0.2500503;0.9742861;0.1751708;-0.1170025;0.002399739;-0.6496702;0.7511547
0.009962671;1.722241;0.01169679;0.03427948;0.142151;-0.005789976;0.9892343,-0.2447585;0.9299757;0.09733601;-0.1791691;0.4732344;0.6231075;0.596393,0.2529441;0.9745049;0.1763484;-0.1168473;0.002371047;-0.6496778;0.7511723
0.01291262;1.721747;0.01452997;0.03396908;0.1423505;-0.00607876;0.9892146,-0.2430896;0.9285674;0.09914015;-0.191625;0.4827931;0.6214285;0.5865297,0.2551719;0.9747076;0.1777349;-0.1166073;0.00237038;-0.649718;0.7511747
0.01649861;1.721271;0.01788746;0.03368181;0.1423089;-0.00653088;0.9892275,-0.241947;0.9275693;0.1001789;-0.2001879;0.4888992;0.6199903;0.5800987,0.2576747;0.9745566;0.1786569;-0.1162528;0.002425637;-0.6498175;0.7511437
0.02019539;1.720826;0.02135323;0.03351627;0.141998;-0.0070274;0.9892744,-0.2398206;0.9259124;0.1019352;-0.2140394;0.4977993;0.6172543;0.570421,0.2595188;0.9745143;0.1793791;-0.1159981;0.002544291;-0.6499195;0.7510944
0.02390352;1.720496;0.02457511;0.03374439;0.1411994;-0.007563731;0.989377,-0.2369568;0.9241012;0.104369;-0.2286775;0.5061947;0.6147429;0.5599685,0.2625469;0.9744476;0.1806106;-0.1156108;0.003006544;-0.6501724;0.7509335
0.02753346;1.720206;0.02765143;0.03415681;0.1403714;-0.008144779;0.9894761,-0.2357102;0.9228735;0.1057204;-0.2381753;0.5113239;0.613939;0.5521768,0.2647641;0.974158;0.1813634;-0.1153868;0.00379733;-0.650494;0.7506858
0.03147021;1.719997;0.03122889;0.03471271;0.1393819;-0.008842665;0.9895906,-0.2330535;0.9205384;0.1085509;-0.2551956;0.5212469;0.6127951;0.5363386,0.2682218;0.9740058;0.1827382;-0.1154429;0.006486669;-0.6512808;0.7499762
0.03604126;1.719733;0.03484102;0.03491058;0.1384216;-0.009486898;0.9897124,-0.2316432;0.9193884;0.1102439;-0.2624727;0.5265223;0.6122572;0.5282267,0.2718885;0.9737837;0.1842592;-0.1161153;0.01017989;-0.65201;0.7491974
0.04074955;1.719436;0.03843105;0.03482554;0.1373318;-0.01010818;0.9898611,-0.226795;0.9175957;0.1157835;-0.271968;0.5353366;0.611237;0.5155942,0.2755827;0.9734193;0.1858029;-0.1168644;0.01374;-0.6525435;0.7485592
0.04535099;1.71903;0.04239653;0.03462124;0.1362465;-0.0108488;0.9900104,-0.2220515;0.9156298;0.122011;-0.2809079;0.54509;0.6090927;0.5029651,0.2797575;0.9706725;0.1873713;-0.1173496;0.0167736;-0.6530301;0.747997
0.05008344;1.718578;0.04638679;0.0342719;0.1350751;-0.01157231;0.9901748,-0.2194376;0.9131956;0.1246792;-0.2913496;0.5560072;0.6050242;0.4898132,0.2839974;0.9686444;0.189004;-0.1175662;0.01921745;-0.6535324;0.7474653
0.05572314;1.718219;0.05059147;0.03393544;0.1338407;-0.01256163;0.990342,-0.2162721;0.9104253;0.1274969;-0.3032825;0.5667723;0.6000355;0.4761787,0.2882148;0.9669431;0.1908378;-0.1176947;0.02112202;-0.6540374;0.7469518
0.06032743;1.71798;0.05418171;0.03386817;0.1325697;-0.01365526;0.9905008,-0.2136278;0.9085737;0.1294802;-0.3115108;0.5731146;0.5971231;0.4668454,0.2910699;0.9651958;0.1918896;-0.1177989;0.02218378;-0.6543819;0.7466029
0.06586599;1.717687;0.05903326;0.03395637;0.1311976;-0.014998;0.990661,-0.2099771;0.9058756;0.1324306;-0.3235827;0.5811821;0.5939847;0.4524419,0.2956547;0.9629659;0.1934838;-0.1180155;0.02357204;-0.6548567;0.7461095
0.07130154;1.717416;0.06346267;0.03392915;0.1298431;-0.01617143;0.990822,-0.2064448;0.9034078;0.1358755;-0.3345864;0.5870126;0.592673;0.438414,0.3003809;0.9611171;0.1954811;-0.1183499;0.02490803;-0.6552509;0.745667
0.07645603;1.716976;0.06760633;0.03370373;0.1283733;-0.01719401;0.9910039,-0.0350683;1.230489;0.3568104;-0.3438494;0.5906392;0.5931444;0.4255498,0.3052346;0.9593393;0.1974964;-0.1187514;0.02620521;-0.6555466;0.7452986
