HEAD,HANDL,HANDR
-0.2551951;1.709762;-0.02957559;0.1811514;-0.1038114;0.03177642;0.9774445,-0.4751153;0.9454092;0.08434521;-0.009153306;0.3698598;0.4961106;0.7854898,-0.03213935;0.9738329;0.0895887;0.3449782;-0.4641853;-0.5318289;0.6186114
-0.2582462;1.710019;-0.02851097;0.1811299;-0.1030662;0.03200043;0.97752,-0.4780309;0.9446418;0.08580983;-0.008741572;0.3699729;0.4965523;0.785162,-0.03504763;0.9738131;0.09042798;0.3447937;-0.4651983;-0.5306106;0.6189995
-0.2608899;1.710135;-0.02736628;0.1811679;-0.1023493;0.03215734;0.9775831,-0.4796042;0.9443399;0.08682999;-0.008471392;0.3700578;0.4968185;0.7849566,-0.03804351;0.9738021;0.09130382;0.3447744;-0.4661283;-0.5293914;0.6193544
-0.2636967;1.710275;-0.02613654;0.1812768;-0.1016533;0.0323927;0.9776278,-0.4818951;0.9439722;0.08831116;-0.008030131;0.3702029;0.4971809;0.7846633,-0.04090578;0.9737954;0.09231147;0.3449349;-0.4669259;-0.5282121;0.6196709
-0.2666119;1.710552;-0.02505477;0.1815351;-0.1009119;0.03257665;0.9776506,-0.4834213;0.9437616;0.08932649;-0.007665701;0.370332;0.4974251;0.7844511,-0.04281366;0.973792;0.09302404;0.3451241;-0.4673855;-0.5274366;0.6198797
-0.2695463;1.710789;-0.02387004;0.1818048;-0.1001695;0.03260197;0.9776759,-0.4852014;0.9440026;0.0897636;-0.006889127;0.3706716;0.4978191;0.784048,-0.04586434;0.9737887;0.09404067;0.3454865;-0.4679951;-0.5262733;0.6202067
-0.275304;1.711092;-0.0213886;0.1822107;-0.09841043;0.03234877;0.9777874,-0.4891825;0.9443017;0.0921992;-0.00348001;0.3728991;0.4987095;0.7824467,-0.05066531;0.9737858;0.09556076;0.3460996;-0.4691519;-0.5240538;0.6208699
-0.2786985;1.711157;-0.02016912;0.1824199;-0.09733694;0.03227347;0.9778584,-0.4915081;0.9444873;0.09258636;-0.0007362068;0.3751428;0.4990271;0.7811781,-0.05359166;0.9737802;0.09651521;0.3460878;-0.4703855;-0.5223519;0.6213769
-0.2817888;1.711253;-0.0189581;0.1826012;-0.09620439;0.03227284;0.9779366,-0.4935552;0.9447192;0.09340899;0.002007268;0.3775694;0.4991833;0.779906,-0.0568087;0.9737654;0.0972527;0.345229;-0.4726279;-0.5202388;0.6219257
-0.2847857;1.711414;-0.01765531;0.1828541;-0.09517471;0.03239346;0.9779862,-0.4957282;0.9451446;0.09435664;0.004360847;0.3796916;0.4993103;0.778784,-0.06001325;0.9737504;0.09780453;0.3433568;-0.4760258;-0.5177484;0.6224486
-0.2876564;1.711582;-0.01642074;0.1831624;-0.09412954;0.03265064;0.978021,-0.4971814;0.9455653;0.09498899;0.005486161;0.3806442;0.4994427;0.7782267,-0.06201423;0.9737546;0.09812008;0.3417401;-0.4787119;-0.5159461;0.6227747
-0.2909666;1.711792;-0.01513766;0.1836201;-0.09288233;0.03290934;0.9780458,-0.5000506;0.9467107;0.09581362;0.006813116;0.3816565;0.4996817;0.7775667,-0.06498764;0.9737872;0.09857315;0.339007;-0.4828411;-0.5131894;0.6233582
-0.2941529;1.712032;-0.01400519;0.1842656;-0.09174445;0.03297672;0.9780295,-0.5024353;0.9477514;0.09690741;0.007950425;0.3823901;0.4999637;0.7770141,-0.06800084;0.9738473;0.09902245;0.3358094;-0.4866208;-0.5106352;0.6242467
-0.2973125;1.712301;-0.01274808;0.1849577;-0.09040654;0.03297186;0.9780236,-0.504775;0.9488438;0.09804697;0.00917761;0.3831364;0.5002784;0.7764302,-0.07118487;0.9739196;0.09928408;0.3317539;-0.4901233;-0.5082373;0.6256304
-0.3004357;1.712655;-0.01148336;0.1858013;-0.08888208;0.0327994;0.9780093,-0.5071862;0.9510976;0.09934596;0.0106556;0.3841071;0.5005928;0.7757288,-0.0742654;0.973999;0.09953019;0.3265693;-0.4935156;-0.5060199;0.6274861
-0.3038599;1.713097;-0.01049647;0.1865445;-0.087267;0.03269056;0.9780169,-0.5087497;0.9522622;0.1002486;0.01192178;0.3850026;0.5008063;0.7751284,-0.07730766;0.9741075;0.09981379;0.3204732;-0.4964109;-0.5042932;0.6297314
-0.3070843;1.713494;-0.009403773;0.1871659;-0.08557544;0.03256743;0.9780517,-0.5110026;0.9538126;0.1014989;0.01435469;0.3867412;0.5011268;0.7740136,-0.07941145;0.9742028;0.09989734;0.3158171;-0.4980482;-0.5033237;0.6315638
-0.3104294;1.713897;-0.008052066;0.1878432;-0.08366777;0.03262708;0.9780849,-0.5131578;0.955342;0.1026532;0.0172758;0.3886771;0.501426;0.7727896,-0.08271818;0.9744013;0.09977405;0.3079154;-0.5000345;-0.502017;0.6349272
