HEAD,HANDL,HANDR
0.05179574;1.720666;-0.06225216;0.1489253;-0.2185981;0.07622728;0.9613665,-0.2021197;0.8266647;0.02329521;0.1404619;0.4471467;0.357891;0.8076164,0.2115325;0.8473399;0.1443913;0.3128036;-0.4390754;-0.4659304;0.7016236
0.05302906;1.720618;-0.06231686;0.1486475;-0.2193004;0.07635875;0.9612391,-0.2025861;0.8288465;0.02538279;0.1405005;0.4469877;0.3580176;0.8076416,0.2130605;0.847119;0.1444695;0.3128031;-0.4390725;-0.4659323;0.7016243
0.05426095;1.720504;-0.06239418;0.1481498;-0.2200548;0.07626509;0.961151,-0.2000354;0.8398747;0.02699309;0.1405476;0.4466156;0.3582793;0.8077233,0.2144302;0.8469872;0.1444767;0.3128003;-0.4390715;-0.4659348;0.7016245
0.0555983;1.720378;-0.06242333;0.1477317;-0.2208262;0.07623097;0.9610411,-0.1982355;0.8451385;0.02776888;0.1405422;0.446361;0.3584277;0.807799,0.2153502;0.8469132;0.1444831;0.3128013;-0.439072;-0.4659341;0.7016243
0.05695295;1.720262;-0.06242456;0.1473598;-0.2216378;0.07604683;0.9609259,-0.1982381;0.844268;0.02780255;0.1405229;0.4459542;0.358653;0.8079271,0.2167839;0.8468115;0.1445328;0.3128235;-0.4390989;-0.4659165;0.7016091
0.05824105;1.720246;-0.06244446;0.147336;-0.2224426;0.07580762;0.9607625,-0.1965219;0.8484522;0.02838534;0.1404527;0.4453666;0.358964;0.8081254,0.2182988;0.8467061;0.1446271;0.3131859;-0.4395393;-0.4656172;0.7013704
0.05954653;1.72024;-0.06247304;0.1474395;-0.2231868;0.07550868;0.9605976,-0.1946137;0.8536682;0.0290265;0.1403319;0.4446262;0.3593418;0.8083861,0.219662;0.8465841;0.1445969;0.3146938;-0.4411886;-0.4644503;0.7004331
0.06073291;1.720268;-0.06229097;0.1477423;-0.2238529;0.07516538;0.960423,-0.1933203;0.857666;0.02942542;0.1402731;0.4441266;0.3595907;0.8085601,0.2204296;0.8465048;0.1445465;0.316163;-0.4425258;-0.4634975;0.6995585
0.06197611;1.720291;-0.06221686;0.1479975;-0.2243859;0.07473969;0.9602925,-0.1913127;0.8635733;0.02991064;0.1402449;0.4434282;0.3599238;0.8088003,0.2217869;0.8463954;0.1445486;0.3185968;-0.4443978;-0.4622492;0.698092
0.06325037;1.720296;-0.06223736;0.1481041;-0.2247472;0.07435014;0.9602218,-0.1891305;0.8697572;0.03003771;0.1402501;0.4427803;0.3602157;0.8090242,0.2230734;0.8462952;0.1445767;0.3212096;-0.4461552;-0.4611571;0.6964942
0.06452159;1.720265;-0.06222249;0.1481;-0.2250732;0.07399239;0.9601737,-0.186786;0.8762699;0.02989341;0.1402827;0.4421783;0.3604811;0.8092296,0.2244557;0.8462027;0.144385;0.3239598;-0.4479247;-0.4600783;0.6947961
0.06575337;1.720113;-0.06203569;0.1479057;-0.2252746;0.07356671;0.9601892,-0.184473;0.8830436;0.02992194;0.1403732;0.4416811;0.3606929;0.809391,0.225865;0.846113;0.1441037;0.3267681;-0.4497956;-0.4589133;0.6930405
0.06698915;1.720008;-0.06194095;0.1477715;-0.2253147;0.07300974;0.960243,-0.1828533;0.8877064;0.02986277;0.1404311;0.441306;0.3608297;0.8095247,0.2267781;0.8460469;0.1439983;0.3286221;-0.4510984;-0.4580435;0.6918916
0.06822857;1.719965;-0.06186489;0.1477414;-0.2252255;0.07241732;0.9603133,-0.180376;0.8949551;0.02976128;0.1405042;0.4406644;0.3610315;0.8097714,0.2281388;0.8459369;0.1438681;0.3313586;-0.4531147;-0.4565928;0.6902257
0.06947292;1.719984;-0.06177085;0.1478362;-0.225214;0.07189216;0.9603409,-0.1781527;0.90139;0.02954708;0.1405497;0.4399321;0.3612211;0.810077,0.2295031;0.8458226;0.1436816;0.3340358;-0.4551374;-0.4549808;0.6886672
0.07042003;1.719973;-0.06167601;0.1479971;-0.2251229;0.07133123;0.9603793,-0.1760312;0.9071479;0.02929505;0.1406068;0.4391913;0.361374;0.8104008,0.2308593;0.8457106;0.1435041;0.3365744;-0.4570343;-0.4533637;0.6872399
0.07118703;1.719954;-0.06152061;0.1482594;-0.2250892;0.07080532;0.9603857,-0.1745343;0.9114345;0.02908299;0.1406098;0.43866;0.3614523;0.8106531,0.231724;0.8456376;0.1433865;0.3382244;-0.4582547;-0.4522854;0.6863271
0.07227891;1.719931;-0.06131607;0.1486391;-0.225071;0.07017239;0.9603778,-0.1722856;0.9179235;0.02870627;0.1405889;0.4378456;0.3615289;0.8110628,0.2324736;0.8455281;0.1431519;0.340507;-0.4599886;-0.4507318;0.6850594
0.07342445;1.71994;-0.06115298;0.1491198;-0.2249636;0.06969605;0.960363,-0.1710664;0.9202136;0.02830472;0.1405991;0.4370656;0.3615578;0.8114687,0.2333055;0.8454199;0.1431752;0.3425398;-0.4615574;-0.4493178;0.6839188
0.07421508;1.719892;-0.06113461;0.1494867;-0.2246418;0.06936772;0.9604051,-0.170165;0.9222118;0.02800186;0.1405932;0.4364989;0.361565;0.8117715,0.2342069;0.8453181;0.1433124;0.3443429;-0.462894;-0.4480801;0.6829212
0.07506517;1.719828;-0.06108669;0.1499972;-0.2241454;0.06906507;0.9604633,-0.168209;0.9270102;0.02730964;0.1404509;0.4350709;0.3616109;0.812542,0.2349148;0.8452196;0.1433938;0.3458731;-0.4639759;-0.4470235;0.6821057
0.07616085;1.71982;-0.06095548;0.1505859;-0.2237376;0.06876207;0.960488,-0.1672942;0.9293283;0.02694109;0.1402816;0.4341642;0.3616671;0.813031,0.2354078;0.8451209;0.1434126;0.3470738;-0.4647648;-0.4462306;0.6814775
0.07721008;1.719775;-0.0608344;0.1511871;-0.2233554;0.06850385;0.960501,-0.166979;0.9285397;0.02656293;0.1399649;0.4326887;0.3618496;0.8137906,0.2361208;0.8450559;0.1435412;0.3477316;-0.4651681;-0.4458273;0.6811311
0.0781284;1.71967;-0.06073782;0.1517668;-0.223103;0.06818322;0.960491,-0.1662727;0.9288733;0.02609649;0.1392603;0.430561;0.3622589;0.8148573,0.2372369;0.8449609;0.1436913;0.3485375;-0.4656331;-0.4453707;0.6806999
