HEAD,HANDL,HANDR
0.008986291;1.733883;-0.03769803;0.01442093;0.1565433;-0.01189939;0.9874941,-0.1841565;0.9334046;0.1723691;0.02617034;0.02935204;0.6308072;0.7749425,0.2906295;1.000654;0.08810164;-0.00853017;-0.1132941;-0.7325059;0.671213
0.008838981;1.733869;-0.03760681;0.01439504;0.156923;-0.01183564;0.987435,-0.1844377;0.9333965;0.1722934;0.026067;0.02934037;0.6307516;0.7749916,0.2906451;1.000611;0.08806672;-0.008510813;-0.1133138;-0.7324995;0.6712168
0.008700546;1.733857;-0.03755335;0.01441518;0.1572625;-0.01155372;0.9873841,-0.1846652;0.9333908;0.1722923;0.02594003;0.02929522;0.6307028;0.7750373,0.290673;1.000574;0.08802979;-0.008488312;-0.1133277;-0.7324945;0.6712202
0.008600093;1.733881;-0.03751495;0.01452837;0.1574981;-0.0111086;0.9873499,-0.1849327;0.9333618;0.1720807;0.02562797;0.02909455;0.6306168;0.7751253,0.2906944;1.000539;0.08798347;-0.008463144;-0.1133462;-0.7324871;0.6712256
0.008525461;1.733905;-0.03748387;0.01459042;0.157693;-0.01074035;0.987322,-0.1851652;0.933287;0.1715682;0.02500166;0.02831317;0.6306201;0.775172,0.290703;1.000517;0.08794673;-0.008447334;-0.1133582;-0.7324818;0.6712296
0.008435279;1.73385;-0.03746403;0.01445169;0.1579477;-0.01053247;0.9872856,-0.1852695;0.9332446;0.1712649;0.02465621;0.02765061;0.6307341;0.7751142,0.2907142;1.000486;0.08789076;-0.008430824;-0.1133723;-0.7324758;0.671234
0.008368801;1.733769;-0.03743263;0.01423071;0.158129;-0.01054319;0.9872596,-0.1853164;0.933161;0.1706534;0.0242205;0.02641192;0.631116;0.7748603,0.2907223;1.000458;0.08784316;-0.008423269;-0.1133796;-0.7324729;0.6712359
0.008291256;1.733663;-0.03740384;0.01395528;0.1583718;-0.01056222;0.9872245,-0.1853793;0.9330535;0.1696782;0.02400097;0.0251783;0.6317095;0.7744244,0.2907252;1.00044;0.08781955;-0.008421823;-0.11338;-0.7324727;0.671236
0.008198328;1.733466;-0.03734486;0.01347582;0.1586278;-0.01071064;0.9871884,-0.185228;0.932962;0.1688967;0.02407144;0.02415554;0.6324692;0.7738345,0.2907217;1.000409;0.08779743;-0.0084216;-0.1133793;-0.7324731;0.6712357
0.008090276;1.733257;-0.03727514;0.01303123;0.1589604;-0.01087296;0.9871391,-0.185031;0.9329216;0.1684496;0.02432752;0.02369667;0.632985;0.7734188,0.2907192;1.000403;0.08779597;-0.008421704;-0.113379;-0.7324733;0.6712356
0.007878534;1.733049;-0.03718969;0.01298429;0.1594397;-0.01078721;0.9870633,-0.1835427;0.9328555;0.1666981;0.02604628;0.0240249;0.6335611;0.7728807,0.2906879;1.000368;0.08779239;-0.008500114;-0.1133363;-0.7324951;0.6712179
0.007846434;1.733189;-0.03719482;0.01365962;0.1595352;-0.01046819;0.9870422,-0.1836601;0.9328206;0.1669275;0.02804494;0.02553728;0.6332263;0.7730368,0.2906905;1.000356;0.08778539;-0.008682236;-0.1131816;-0.7325587;0.6711724
0.007802598;1.733449;-0.03723202;0.01485787;0.1595927;-0.01042868;0.9870161,-0.1832777;0.9326921;0.1671094;0.03631599;0.03353629;0.6302311;0.7748323,0.2907504;1.000321;0.08774627;-0.009616882;-0.112342;-0.7328811;0.6709489
0.007801898;1.733465;-0.03732118;0.01604586;0.1596823;-0.01034543;0.9869838,-0.1829229;0.9326352;0.1671194;0.04061306;0.038294;0.6281623;0.7760774,0.290814;1.000298;0.08772384;-0.01032339;-0.1116415;-0.733172;0.6707372
0.00777638;1.733525;-0.03739789;0.01725167;0.1598703;-0.01045387;0.9869319,-0.182511;0.9325893;0.1670922;0.04488932;0.04332126;0.6259988;0.7773248,0.2908843;1.000275;0.08769964;-0.01103559;-0.1109297;-0.7334932;0.6704928
0.007625163;1.733822;-0.03740418;0.01837455;0.1602656;-0.01035195;0.9868487,-0.1818501;0.9325477;0.166959;0.05091548;0.05099697;0.6230953;0.7788191,0.2910008;1.000234;0.08766823;-0.01211099;-0.1097723;-0.7340847;0.6700171
0.007555611;1.733963;-0.03744039;0.01925231;0.1605549;-0.01022461;0.9867862,-0.1812418;0.9325345;0.1666792;0.05606855;0.05907906;0.620729;0.779783,0.290995;1.000217;0.08764151;-0.01237974;-0.1094853;-0.7342743;0.6698514
0.007503483;1.733945;-0.03748824;0.01989713;0.1607622;-0.01007859;0.9867412,-0.1807482;0.9325552;0.1662378;0.05970646;0.06749783;0.6188661;0.7803103,0.2908706;1.000199;0.08757279;-0.01251484;-0.1094185;-0.7343764;0.6697479
0.007485975;1.733906;-0.03753511;0.02054602;0.1609123;-0.009767089;0.9867065,-0.1802042;0.9326158;0.1657428;0.06169423;0.07631841;0.6172016;0.780661,0.290872;1.000201;0.08793736;-0.01252106;-0.1094807;-0.734366;0.6697491
0.007571802;1.73392;-0.03758521;0.02123247;0.1609885;-0.009421484;0.986683,-0.1798148;0.9327158;0.1656312;0.06211199;0.08559928;0.6153603;0.7811189,0.2914565;1.000588;0.08931736;-0.01242958;-0.1112069;-0.7336993;0.670197
0.007725623;1.733896;-0.03761766;0.02180951;0.1609786;-0.00912671;0.9866747,-0.1800781;0.9329593;0.1677867;0.06091446;0.09528814;0.6130908;0.7818756,0.2919211;1.001197;0.09276886;-0.01143476;-0.1234776;-0.7284768;0.6737537
0.007901259;1.733862;-0.0376593;0.02235506;0.1609971;-0.008935364;0.9866613,-0.1809299;0.9333768;0.1716562;0.05901182;0.1082754;0.6099492;0.7827873,0.2939429;1.002261;0.09801131;-0.009795234;-0.1360442;-0.7225561;0.6777232
0.008393012;1.73387;-0.03772128;0.02337799;0.1608009;-0.008658529;0.986672,-0.1818088;0.9364799;0.189207;0.05006447;0.1210282;0.6075346;0.7834203,0.2999761;1.006665;0.1103773;-0.003718674;-0.1557595;-0.7124705;0.6841863
0.008816302;1.733805;-0.03772837;0.02358929;0.1604965;-0.00842374;0.9867185,-0.1808865;0.9387017;0.1971264;0.0440598;0.1300928;0.6066402;0.7830213,0.300601;1.00715;0.1116104;-0.0008923709;-0.1624288;-0.7086468;0.6866118
0.009321336;1.73378;-0.03782091;0.02358968;0.1601307;-0.008210927;0.9867797,-0.1797141;0.94014;0.1997559;0.03735532;0.1391591;0.6067259;0.7817437,0.3015602;1.007856;0.1130629;0.003518537;-0.1753862;-0.6999099;0.6923536
0.009817205;1.733847;-0.03799099;0.02369517;0.1598506;-0.008032409;0.9868241,-0.1788811;0.9412548;0.2020757;0.03251337;0.1456994;0.607344;0.7802871,0.3046068;1.009407;0.1169775;0.00398989;-0.1820263;-0.6944751;0.6960998
0.01047891;1.733893;-0.03810155;0.02387316;0.1595706;-0.007975158;0.9868656,-0.1768663;0.9430851;0.2058783;0.02544513;0.1560049;0.6086475;0.7775366,0.3115906;1.013302;0.1254415;0.001520306;-0.191816;-0.6851951;0.7026464
0.01141552;1.733919;-0.03812437;0.02420183;0.1593169;-0.00795887;0.9868987,-0.1732615;0.9453523;0.2134548;0.02065842;0.1638294;0.6094093;0.7754699,0.3202547;1.018697;0.1362338;-0.005298764;-0.2005213;-0.6755383;0.7095148
