HEAD,HANDL,HANDR
-0.05567154;1.727846;-0.05471708;0.03205942;-0.06355905;0.02584215;0.9971282,-0.2800518;0.8731187;0.149875;0.2290711;0.339248;0.509499;0.7568672,0.1996679;0.9550373;0.07283358;0.3059504;-0.3062027;-0.5119596;0.7419783
-0.0557977;1.727789;-0.05466451;0.03188649;-0.06330967;0.02574915;0.997152,-0.277746;0.8744227;0.1532747;0.2268432;0.3431529;0.5093467;0.7558796,0.1996529;0.9550341;0.07290033;0.30595;-0.3062015;-0.5119612;0.7419779
-0.05583731;1.727693;-0.0545834;0.03167281;-0.06330951;0.02559945;0.9971627,-0.2768485;0.8750165;0.154454;0.2250355;0.3454351;0.5092354;0.7554555,0.1996456;0.9550329;0.07293466;0.305948;-0.3061984;-0.5119649;0.7419773
-0.0557862;1.727682;-0.05447209;0.03175296;-0.0636524;0.02560136;0.9971383,-0.2746551;0.8764385;0.158249;0.2213922;0.3480644;0.5090269;0.7554656,0.1996326;0.955031;0.07298779;0.305949;-0.3061986;-0.5119648;0.7419769
-0.05561317;1.727781;-0.0543482;0.03215594;-0.0642923;0.02566387;0.9970827,-0.2733803;0.8776372;0.161416;0.2181629;0.3492067;0.5090372;0.7558708,0.1996175;0.9550289;0.0730466;0.305948;-0.3061965;-0.5119675;0.7419763
-0.0552628;1.728067;-0.05417594;0.03297724;-0.06537008;0.02579135;0.9969825,-0.271756;0.8799077;0.1671118;0.2120106;0.35047;0.509587;0.7566659,0.1996;0.9550263;0.07311092;0.3059486;-0.3061966;-0.5119676;0.741976
-0.0549145;1.728368;-0.05400443;0.0338437;-0.06641686;0.0257348;0.9968857,-0.2700521;0.8823951;0.1730842;0.2048599;0.3519577;0.5107162;0.7571836,0.1995885;0.955025;0.07315525;0.3059492;-0.3061971;-0.5119669;0.7419759
-0.05456195;1.72871;-0.05382751;0.03470356;-0.06747451;0.0255162;0.9967908,-0.2674112;0.8854016;0.1800256;0.1968558;0.3549497;0.5117421;0.7572177,0.1995744;0.9550248;0.07322116;0.3059481;-0.3061957;-0.511969;0.7419755
-0.05423596;1.728984;-0.05364102;0.0352998;-0.06854767;0.02540133;0.9966995,-0.2635524;0.8894458;0.1890726;0.1875668;0.3608665;0.5114683;0.756964,0.1995665;0.9550281;0.07328269;0.3059483;-0.3061956;-0.5119694;0.7419752
-0.05401327;1.729114;-0.05346795;0.03556994;-0.06946765;0.02552957;0.996623,-0.2589654;0.8949652;0.2011535;0.1770806;0.3700636;0.508875;0.756797,0.199569;0.9550348;0.07333868;0.3059495;-0.3061964;-0.511969;0.7419747
-0.05381358;1.729184;-0.0532546;0.03564764;-0.07037505;0.02564972;0.9965534,-0.2568987;0.8982702;0.2070897;0.1697587;0.3775177;0.5057293;0.7569018,0.1995876;0.9550458;0.07339289;0.305949;-0.3061944;-0.5119721;0.7419737
-0.05361063;1.72926;-0.05304734;0.0358508;-0.07125172;0.02573412;0.9964817,-0.2551897;0.9028051;0.215029;0.1580807;0.389819;0.4992705;0.7574831,0.199612;0.9550557;0.07343071;0.3059503;-0.3061951;-0.5119718;0.741973
-0.05347422;1.729358;-0.05283409;0.03621855;-0.07208012;0.02573911;0.9964086,-0.2513193;0.9128476;0.235837;0.1454426;0.4025472;0.4914654;0.7584615,0.1996696;0.9550744;0.07349434;0.3059501;-0.3061932;-0.5119753;0.7419714
-0.05327748;1.729624;-0.05262096;0.03710625;-0.07306747;0.02570086;0.996305,-0.2495941;0.9185877;0.245658;0.1366778;0.4106013;0.4861727;0.759185,0.1997273;0.9550902;0.07354406;0.3059493;-0.3061913;-0.5119787;0.7419702
