HEAD,HANDL,HANDR
0.008031327;1.736876;-0.04821095;0.02848666;0.153569;-0.002787514;0.9877233,-0.1744378;0.9353871;0.2253319;0.0258524;0.1472991;0.6730354;0.7243327,0.3007945;0.9281719;0.1239201;-0.02127661;-0.0755752;-0.6735374;0.7349716
0.008202784;1.736894;-0.04802398;0.02949561;0.1547608;-0.002863322;0.9875075,-0.1732065;0.9368867;0.2283011;0.02379295;0.1569503;0.6726364;0.7227452,0.2992846;0.9415518;0.1267773;-0.02749786;-0.08077778;-0.6729385;0.7347603
0.008191336;1.736854;-0.04791949;0.03003507;0.155831;-0.002800614;0.987323,-0.1722759;0.9378488;0.2298115;0.02170098;0.162659;0.6731613;0.7210584,0.2980372;0.9488832;0.1293122;-0.03137001;-0.08451093;-0.672222;0.7348412
0.008067477;1.736789;-0.04780272;0.03017703;0.156923;-0.002800635;0.9871458,-0.1716253;0.9390479;0.2311155;0.01731214;0.16963;0.6752228;0.7176351,0.2953113;0.9634687;0.1347349;-0.03852156;-0.09206937;-0.6706555;0.7350243
0.007987075;1.736697;-0.04785971;0.03018887;0.1581768;-0.002911683;0.986945,-0.1710047;0.9401119;0.2321103;0.01141593;0.1755465;0.6784214;0.7133005,0.2946389;0.9671565;0.1362057;-0.0403515;-0.09397128;-0.6703367;0.7349761
0.007860277;1.736603;-0.04809937;0.0298723;0.1595854;-0.00320755;0.9867269,-0.169276;0.9414397;0.2345869;0.004368648;0.1808547;0.6821256;0.7085036,0.2919744;0.9840456;0.142603;-0.04820544;-0.1014193;-0.6695534;0.7342265
0.007550456;1.736805;-0.04848805;0.03045597;0.1626184;-0.003722332;0.9862118,-0.1572838;0.9473958;0.2489152;-0.01064029;0.1920065;0.6888095;0.6989719,0.2896965;1.005154;0.1536088;-0.06156637;-0.1116726;-0.6695736;0.7317172
0.008163262;1.737059;-0.04906938;0.03210696;0.165023;-0.003690768;0.9857601,-0.1527537;0.9499964;0.2530396;-0.02145693;0.2056002;0.6920831;0.6915845,0.2879784;1.025554;0.1633992;-0.07461098;-0.1193098;-0.6706982;0.7282599
0.008093223;1.737134;-0.04934595;0.03262204;0.1659828;-0.003443776;0.9855829,-0.1510867;0.9511789;0.254099;-0.02531061;0.2168039;0.692106;0.6880006,0.2872162;1.036304;0.1692495;-0.08233231;-0.123474;-0.6707919;0.7266455
0.008098569;1.737076;-0.04959057;0.03259791;0.1669017;-0.00319733;0.9854293,-0.1503209;0.9515944;0.2541242;-0.02657603;0.2254415;0.6913081;0.6859758,0.286703;1.043434;0.1732952;-0.08756754;-0.1262037;-0.6705627;0.7257756
0.008363504;1.736951;-0.04980603;0.03200767;0.1678907;-0.002997592;0.9852813,-0.1493631;0.9522492;0.2542608;-0.02653018;0.2392596;0.6893449;0.6832677,0.2861681;1.050375;0.1773232;-0.09263732;-0.1288168;-0.6700836;0.7251294
0.008337777;1.736789;-0.05000143;0.03134286;0.1688316;-0.002717929;0.9851427,-0.1483926;0.9527135;0.254347;-0.02549921;0.2485845;0.688022;0.6813085,0.2849806;1.064105;0.1854913;-0.1024252;-0.1338665;-0.6684491;0.7244065
0.008146968;1.736682;-0.05023515;0.03086596;0.1696411;-0.002646747;0.9850189,-0.1469835;0.9534898;0.2549542;-0.02306841;0.2612616;0.686883;0.677792,0.2843098;1.0708;0.1895757;-0.1068623;-0.1361489;-0.6674455;0.7242655
0.007923085;1.736618;-0.05047689;0.0305632;0.1703014;-0.002749699;0.9849141,-0.1452939;0.9544975;0.256079;-0.0206517;0.2714109;0.6871731;0.6735746,0.2831491;1.080521;0.1957588;-0.1123727;-0.1389019;-0.6659052;0.7243265
0.007649776;1.73656;-0.05055866;0.03044064;0.170858;-0.002558003;0.984822,-0.1408391;0.9560071;0.2593029;-0.01901373;0.2788067;0.6887588;0.6689669,0.2818485;1.0901;0.2023877;-0.1164098;-0.1408361;-0.6644657;0.7246374
0.007461779;1.736543;-0.05066745;0.03045571;0.1712512;-0.002149517;0.9847542,-0.1384141;0.9563581;0.2600809;-0.01836798;0.2831711;0.6913586;0.6644547,0.2803826;1.099546;0.2093483;-0.119277;-0.1424095;-0.6631702;0.7250503
0.00739722;1.736526;-0.05083026;0.03042745;0.1714534;-0.001956253;0.9847203,-0.1328769;0.9571287;0.2617953;-0.01877724;0.2847182;0.6944718;0.660524,0.278815;1.108799;0.216721;-0.121279;-0.1441336;-0.6620224;0.7254263
0.007340066;1.73648;-0.05098934;0.0303699;0.1717545;-0.001743869;0.98467,-0.1292386;0.9574353;0.2627605;-0.01961613;0.2847145;0.6965804;0.658277,0.2776996;1.11511;0.2218266;-0.1223726;-0.1454928;-0.661326;0.7256065
0.007346123;1.736396;-0.0511623;0.03026076;0.1720345;-0.001594044;0.9846247,-0.1243075;0.9577966;0.2640856;-0.02144122;0.2837578;0.6995753;0.6554512,0.2759706;1.124635;0.2297489;-0.1238893;-0.1482029;-0.6602482;0.7257823
0.007449958;1.736327;-0.05133914;0.03026034;0.1722228;-0.001327151;0.9845923,-0.1204207;0.9579985;0.2649944;-0.02335753;0.2824919;0.7023058;0.653008,0.2741391;1.13436;0.2379213;-0.1258256;-0.1524295;-0.6588079;0.7258825
0.007495772;1.736232;-0.05134436;0.03017867;0.172544;-0.001448774;0.9845383,-0.116645;0.9581403;0.2650933;-0.02494399;0.2815783;0.7049614;0.6504774,0.2721508;1.144404;0.2463611;-0.1286691;-0.1583733;-0.6568562;0.7258803
0.007599495;1.736079;-0.05131822;0.02989185;0.1727977;-0.001661245;0.9845023,-0.1127107;0.9582402;0.2645923;-0.02570665;0.2815642;0.7072458;0.6479693,0.2707867;1.151117;0.2520157;-0.131135;-0.1628684;-0.6554443;0.7257207
0.007701736;1.735872;-0.0513632;0.02950514;0.1732266;-0.001722727;0.9844385,-0.1101336;0.9583603;0.2642915;-0.02558486;0.2821164;0.7084298;0.6464387,0.2694262;1.157809;0.2576764;-0.1341548;-0.1674988;-0.6540904;0.7253361
0.007898767;1.735656;-0.05142485;0.02916965;0.1737166;-0.001789643;0.984362,-0.1062591;0.9586028;0.2638103;-0.02455193;0.2836338;0.7100029;0.6440846,0.2681662;1.164229;0.263033;-0.1376427;-0.1717616;-0.6529553;0.7247082
0.008143928;1.735525;-0.05142483;0.02911523;0.1742876;-0.001963723;0.9842623,-0.1024756;0.9588617;0.2632038;-0.02278823;0.2859613;0.7113276;0.6416541,0.2649818;1.180544;0.2771818;-0.1475507;-0.1797153;-0.650967;0.7226156
0.00851652;1.735426;-0.05131636;0.02973033;0.1758284;-0.00315916;0.9839667,-0.1106496;0.9799742;0.2549182;-0.02111419;0.2919297;0.7130367;0.6371107,0.2935139;1.116057;0.2375483;-0.1572105;-0.18206;-0.6500762;0.7207913
0.008583236;1.735427;-0.05123422;0.03048633;0.1766441;-0.004041809;0.9837943,-0.1104298;0.9808559;0.2540291;-0.02051322;0.2958935;0.7138709;0.6343616,0.2965695;1.113987;0.2377646;-0.1624594;-0.1818842;-0.649803;0.7199175
0.00869159;1.735321;-0.05129543;0.0322605;0.1779166;-0.005083738;0.9835035,-0.1046948;0.9821388;0.2544578;-0.01980226;0.3023241;0.7158656;0.6290823,0.3019691;1.111029;0.2379051;-0.1722522;-0.1824815;-0.6498869;0.7174098
0.008893713;1.735294;-0.05132923;0.03257866;0.1781297;-0.005047587;0.9834546,-0.1013772;0.9828771;0.2549357;-0.01957798;0.3044096;0.7171533;0.626612,0.3043778;1.111108;0.2387391;-0.1773749;-0.185528;-0.6495391;0.7156931
0.009178877;1.73533;-0.05134728;0.03257504;0.1781558;-0.004744359;0.9834515,-0.09918565;0.9833957;0.2553005;-0.01955172;0.3053793;0.7181166;0.6250358,0.3056664;1.111359;0.2403936;-0.1811584;-0.1891321;-0.6487993;0.714472
0.009556208;1.735277;-0.05138512;0.03215039;0.1778516;-0.004155858;0.9835232,-0.09587874;0.9842029;0.2559391;-0.01967546;0.3063291;0.7197679;0.6226631,0.3067436;1.113362;0.2422612;-0.1877578;-0.1966427;-0.6469025;0.7124576
