HEAD,HANDL,HANDR
-0.0697228;1.726972;-0.04436732;0.01001174;-0.06262932;0.02137152;0.9977578,-0.2292281;0.9393331;0.2270618;0.2201757;0.3774795;0.5439307;0.7163597,0.07418691;1.00955;0.3681451;0.07759141;-0.4888865;-0.4871128;0.7195073
-0.07055975;1.727088;-0.04475597;0.01124685;-0.06422418;0.02167163;0.9976368,-0.2300958;0.9394003;0.2262592;0.2158116;0.371901;0.5465857;0.7185812,0.07128371;1.013381;0.3722285;0.07362803;-0.4922752;-0.4855984;0.7186364
-0.07167807;1.727357;-0.04520535;0.01263454;-0.06577505;0.02197842;0.9975124,-0.230757;0.9394497;0.2258196;0.2124905;0.3677474;0.5485017;0.7202469,0.06716441;1.019458;0.3787901;0.06732278;-0.49747;-0.4830475;0.7173956
-0.0728265;1.727673;-0.04558596;0.01437753;-0.06695695;0.02224598;0.9974042,-0.2322314;0.9395463;0.2251368;0.2070215;0.361034;0.5516593;0.7228198,0.06276499;1.026215;0.3856905;0.06047903;-0.5027235;-0.4804452;0.7160894
-0.07382932;1.727921;-0.04598941;0.01638265;-0.06785452;0.0226019;0.9973046,-0.2336214;0.9396976;0.2246036;0.2011699;0.3538162;0.5552636;0.7252772,0.05837408;1.033383;0.39299;0.05306932;-0.5078863;-0.4782718;0.7144868
-0.07485102;1.72819;-0.04641851;0.01862432;-0.06877272;0.02307824;0.9971915,-0.2348058;0.939887;0.2242177;0.1952073;0.346291;0.5592514;0.7274713,0.05531625;1.038201;0.3977354;0.04793327;-0.5111796;-0.4772293;0.7131971
-0.07597975;1.728525;-0.04687671;0.02094182;-0.06946591;0.02354074;0.9970866,-0.2356613;0.940024;0.2240597;0.1913687;0.3411903;0.5620075;0.7287762,0.05044196;1.045507;0.405021;0.04005391;-0.5160002;-0.4761677;0.7109176
-0.07720592;1.728882;-0.04741861;0.02380667;-0.06986061;0.02400059;0.9969838,-0.2380798;0.9402294;0.2227726;0.1859526;0.3334942;0.5661363;0.730543,0.04487028;1.052933;0.4127097;0.03221734;-0.5206899;-0.4752998;0.7084731
-0.07836726;1.729158;-0.04795248;0.0265014;-0.07004556;0.02446145;0.9968917,-0.2406435;0.94045;0.2213785;0.180989;0.3257242;0.5701168;0.7321978,0.03886639;1.060589;0.4202451;0.02387642;-0.52536;-0.4743354;0.7059976
-0.07953645;1.7294;-0.04843937;0.02907231;-0.07018738;0.02478592;0.996802,-0.2432472;0.940659;0.21978;0.1765001;0.3178988;0.5737423;0.7338991,0.03486454;1.065855;0.4252723;0.01803372;-0.5282559;-0.4736933;0.7044396
-0.08118081;1.729796;-0.04893018;0.03179335;-0.07011158;0.02519348;0.9967141,-0.2457389;0.9408483;0.2181637;0.1724021;0.3099948;0.5769473;0.7357394,0.02901943;1.074079;0.4327685;0.008621048;-0.5322531;-0.4728025;0.7022038
-0.08275761;1.730079;-0.04924651;0.03439484;-0.06979287;0.02560217;0.9966396,-0.2483491;0.9410453;0.2165142;0.1688862;0.3023809;0.5796252;0.7376163,0.02519314;1.079828;0.4377308;0.001988782;-0.534746;-0.4723055;0.7006928
-0.08421382;1.73031;-0.04956298;0.03712047;-0.06938983;0.02599983;0.9965597,-0.2506945;0.9411961;0.2148914;0.1667185;0.2973277;0.5812134;0.7389129,0.01752247;1.090587;0.4444832;-0.0117628;-0.5397615;-0.4711172;0.6975442
-0.08559743;1.730519;-0.0498869;0.03981767;-0.06879747;0.02637459;0.9964868,-0.2533391;0.9413756;0.2130248;0.163975;0.2903943;0.583091;0.7408025,0.01228764;1.095862;0.4452033;-0.01913453;-0.5428951;-0.4699457;0.6957369
-0.08738548;1.730564;-0.05023631;0.04253298;-0.06815069;0.02674746;0.9964091,-0.2557255;0.9414934;0.2115106;0.1618948;0.2842077;0.5843736;0.7426464,0.008382011;1.102557;0.4446984;-0.02968562;-0.5481542;-0.4676655;0.6927733
-0.08934301;1.730486;-0.05057493;0.04524591;-0.06718165;0.02702751;0.9963478,-0.2575739;0.9414455;0.2103585;0.1609317;0.2805952;0.5849739;0.7437559,0.004668379;1.116676;0.4419845;-0.03987427;-0.5538279;-0.4650957;0.6894714
-0.09103806;1.730568;-0.05093946;0.04806208;-0.06586451;0.02697008;0.9963055,-0.2618901;0.9412631;0.2081678;0.1600568;0.2756108;0.5858739;0.7450988,0.001360652;1.126733;0.4388449;-0.05015202;-0.5595914;-0.4624319;0.6859293
-0.09256235;1.730702;-0.05130729;0.05074809;-0.06440521;0.02685281;0.9962708,-0.2662587;0.9411044;0.2050769;0.1596189;0.2690514;0.5877373;0.746122,-0.001518268;1.137964;0.4336599;-0.06125941;-0.5655335;-0.4595566;0.6820754
-0.09453698;1.730731;-0.05157235;0.05337098;-0.06288236;0.0268318;0.9962316,-0.2683304;0.9410512;0.203183;0.1595073;0.2654553;0.5891641;0.7463085,-0.003942078;1.145131;0.4312438;-0.06895281;-0.5691593;-0.4578266;0.6794837
-0.09679688;1.730661;-0.05175351;0.05596337;-0.06093422;0.02676477;0.9962122,-0.2713853;0.9409521;0.2004232;0.1591239;0.2595996;0.5920627;0.7461564,-0.005906954;1.153954;0.4287046;-0.08135362;-0.5744433;-0.4555996;0.6751484
-0.09851293;1.73075;-0.05205321;0.05869438;-0.05918252;0.02665485;0.9961636,-0.2744308;0.9408604;0.1982302;0.1579138;0.2530141;0.5959449;0.7455848,-0.01051745;1.166231;0.4254427;-0.09420803;-0.5793737;-0.4539221;0.6703774
-0.100025;1.73088;-0.05246916;0.06138724;-0.05742516;0.02659909;0.9961057,-0.27591;0.940828;0.1971618;0.156413;0.2482951;0.5989076;0.7451135,-0.01432298;1.177123;0.4224213;-0.1068161;-0.5840006;-0.4528272;0.6651926
