HEAD,HANDL,HANDR
-0.1095546;1.742283;0.001469061;0.07633831;-0.1652229;0.02814306;0.9828947,-0.3032247;1.190943;0.1579804;-0.06013745;0.1999766;0.5921986;0.7782633,0.1485918;0.9705864;0.1941476;0.110477;-0.1049811;-0.631679;0.7601024
-0.1097293;1.742234;0.001589909;0.07664899;-0.1669805;0.02843802;0.9825649,-0.3080128;1.204636;0.1692137;-0.06377229;0.2051144;0.5898359;0.7784309,0.1485272;0.9705827;0.1941589;0.110696;-0.1051734;-0.6317467;0.7599877
-0.1099222;1.742156;0.001682103;0.07694887;-0.1687984;0.02872775;0.9822223,-0.3086718;1.210136;0.1721982;-0.06947309;0.2133037;0.5862926;0.7784189,0.148472;0.9705785;0.1941697;0.1109426;-0.1053718;-0.631813;0.7598689
-0.1099716;1.742077;0.001804858;0.07716938;-0.1706553;0.02906478;0.9818742,-0.3079267;1.217274;0.1772545;-0.07575049;0.2215753;0.5829118;0.7780617,0.1484222;0.9705735;0.1941796;0.1112082;-0.1055783;-0.6318828;0.7597435
-0.1100044;1.74207;0.001936421;0.07752891;-0.1724783;0.02939809;0.9815174,-0.3042656;1.21973;0.1811753;-0.08040512;0.2269038;0.5807853;0.7776491,0.1483904;0.97057;0.1941853;0.1113912;-0.1057233;-0.6319287;0.7596583
-0.1106144;1.742067;0.001906469;0.07802499;-0.1740531;0.02965414;0.9811923,-0.300025;1.22556;0.1876573;-0.08822088;0.2343993;0.5768806;0.777485,0.1483451;0.9705647;0.194192;0.1116524;-0.1059449;-0.6319981;0.7595313
-0.1112996;1.742027;0.001836747;0.07848036;-0.1752871;0.02972079;0.9809343,-0.2981612;1.234351;0.1945766;-0.09692165;0.2410456;0.5724576;0.7776861,0.1483149;0.9705615;0.1941957;0.1118078;-0.1060877;-0.6320431;0.7594511
-0.1115744;1.741995;0.001928128;0.07883042;-0.1765181;0.02994183;0.9806787,-0.2971447;1.244313;0.2019006;-0.1064573;0.2468805;0.5677615;0.7780512,0.1482506;0.9705554;0.1942002;0.1120246;-0.1063238;-0.6321162;0.7593254
-0.1117669;1.741977;0.002066493;0.07922203;-0.1779327;0.03025771;0.9803817,-0.2965718;1.250922;0.206841;-0.1129163;0.2504886;0.5646384;0.7782601,0.1481979;0.9705517;0.1942122;0.1121305;-0.1064522;-0.6321573;0.7592576
-0.1121059;1.741703;0.002395935;0.07977585;-0.1811388;0.0311398;0.9797218,-0.2955172;1.269635;0.2215647;-0.1313329;0.2624962;0.5554141;0.7780505,0.1481064;0.970547;0.1942556;0.1122216;-0.1065867;-0.6322244;0.7591692
-0.1122256;1.741602;0.002600737;0.08022164;-0.182857;0.0315522;0.979353,-0.2923023;1.289193;0.2276412;-0.1414707;0.2703613;0.5496537;0.7776706,0.1480383;0.9705447;0.1942943;0.1122506;-0.1066451;-0.6322668;0.7591214
-0.1125808;1.741454;0.002672888;0.08069385;-0.1843694;0.03205365;0.9790143,-0.2861394;1.31623;0.2325703;-0.1522099;0.2790422;0.5433326;0.7770182,0.1479402;0.9705428;0.1943513;0.1122667;-0.1067011;-0.6323181;0.7590685
