HEAD,HANDL,HANDR
-0.01600804;1.719898;-0.05764369;0.1529958;-0.04452098;0.009808005;0.9871747,-0.1574328;0.9646657;0.1413909;0.07381237;0.42582;0.5226507;0.7348914,0.1070578;0.9722828;0.1589018;-0.0588073;-0.2277713;-0.5832239;0.7775036
-0.01604388;1.719933;-0.05758429;0.1530703;-0.04447608;0.009864012;0.9871647,-0.1573944;0.9648092;0.1413821;0.07379002;0.4258731;0.5225937;0.7349033,0.10593;0.9723206;0.1595076;-0.05883229;-0.2278106;-0.5831193;0.7775688
-0.01608964;1.719934;-0.05754764;0.153032;-0.04443491;0.009980386;0.9871713,-0.1573349;0.9655778;0.1413654;0.07374633;0.425958;0.5225008;0.7349246,0.1058809;0.9723294;0.1595225;-0.05884068;-0.2278281;-0.5830809;0.7775918
-0.01615278;1.719895;-0.05747128;0.152918;-0.04440333;0.01019047;0.9871882,-0.1572544;0.9667219;0.1413523;0.0736963;0.4260512;0.5224011;0.7349465,0.1055135;0.9723752;0.1596911;-0.0588734;-0.2279102;-0.582898;0.7777023
-0.01619701;1.719854;-0.05741121;0.1528103;-0.04439741;0.0102804;0.9872043,-0.1571395;0.9684412;0.1413502;0.07364833;0.4261611;0.5222914;0.7349655,0.1046858;0.9724392;0.1602525;-0.05888924;-0.2279683;-0.5827505;0.7777945
-0.01621046;1.719794;-0.0573785;0.1526889;-0.04446864;0.01028246;0.9872198,-0.1570993;0.9697838;0.1413361;0.07361777;0.4262309;0.5222147;0.7349826,0.1038026;0.9724774;0.1609221;-0.05889799;-0.2280035;-0.5826614;0.7778504
-0.01624083;1.719755;-0.05729643;0.1526546;-0.04455408;0.01036482;0.9872204,-0.156991;0.9713836;0.1413338;0.07358021;0.4263401;0.5221022;0.7350029,0.1015836;0.9725769;0.1625475;-0.05890906;-0.2280408;-0.582549;0.7779227
-0.01622219;1.71977;-0.05714969;0.1527689;-0.04480603;0.01044956;0.9871904,-0.1569294;0.9719642;0.1413201;0.07354654;0.4264313;0.5220068;0.7350212,0.09972772;0.9726555;0.1638326;-0.05891885;-0.2280614;-0.5824916;0.7779589
-0.01618127;1.719796;-0.05703907;0.1528844;-0.04504094;0.01050287;0.9871613,-0.1568856;0.9723874;0.1413027;0.07351677;0.4265041;0.5219362;0.7350321,0.09488936;0.9729131;0.1672203;-0.05894575;-0.2280927;-0.5823962;0.7780192
-0.0161081;1.719802;-0.0569464;0.1529244;-0.04532431;0.01055822;0.9871415,-0.1568723;0.9729335;0.1412876;0.07349776;0.4265354;0.521901;0.7350409,0.092492;0.9730816;0.1687856;-0.05896306;-0.2281106;-0.5823517;0.7780459
-0.01605682;1.71985;-0.05681858;0.1530244;-0.04553817;0.01060418;0.9871157,-0.1568168;0.9743478;0.1412791;0.07347507;0.4265789;0.5218583;0.7350482,0.09134614;0.9732585;0.1693368;-0.0589878;-0.2281331;-0.5822726;0.7780967
-0.0160572;1.719804;-0.05666432;0.1529365;-0.04561907;0.01049862;0.9871267,-0.1567944;0.9760934;0.1412609;0.07345209;0.4266042;0.521824;0.7350601,0.09120296;0.974583;0.169129;-0.05901341;-0.2281583;-0.5821832;0.7781543
-0.01612172;1.719738;-0.05652107;0.1527896;-0.04558083;0.0104908;0.9871513,-0.1567674;0.9780322;0.1412435;0.07342966;0.4266289;0.5217937;0.7350696,0.09089634;0.9749484;0.1690494;-0.05903649;-0.228172;-0.5820844;0.7782224
-0.0162026;1.719646;-0.05635552;0.1525954;-0.04552508;0.01063238;0.9871824,-0.1567286;0.9800685;0.1412285;0.07340707;0.4266555;0.5217653;0.7350765,0.09169892;0.9751612;0.1670855;-0.05905955;-0.2281856;-0.5819904;0.778287
-0.01631884;1.719535;-0.05615839;0.1523681;-0.04546217;0.01087745;0.9872177,-0.1566994;0.9814166;0.1412196;0.07339296;0.4266685;0.5217485;0.7350823,0.09219989;0.9752997;0.1656718;-0.05907205;-0.2281872;-0.5819283;0.7783319
