HEAD,HANDL,HANDR
-0.1528162;1.729977;-0.1469542;0.06996118;0.06845185;0.05950689;0.9934177,-0.3258747;0.8918414;0.07329928;0.3200416;0.477612;0.4810476;0.6618561,0.1547095;0.9588255;0.1122511;0.1902769;-0.2035458;-0.5041103;0.8174575
-0.1500316;1.729986;-0.1458488;0.07156954;0.0683976;0.05942116;0.993312,-0.3234993;0.8917548;0.07412353;0.3211111;0.4776433;0.4806215;0.661625,0.1569157;0.958779;0.1130596;0.1903684;-0.203162;-0.5041583;0.817502
-0.1473537;1.729875;-0.1448414;0.0729735;0.06815743;0.05939152;0.9932281,-0.320835;0.8916487;0.07501923;0.3228353;0.4778618;0.479862;0.6611792,0.1602605;0.9586992;0.1139629;0.1905835;-0.2026861;-0.5041967;0.8175464
-0.1445715;1.729771;-0.1438479;0.07430948;0.0678921;0.05934645;0.9931499,-0.3180213;0.8915009;0.07596372;0.3246417;0.4782515;0.4789612;0.6606659,0.1629323;0.958589;0.1141539;0.1909052;-0.2024835;-0.5041837;0.8175295
-0.1412007;1.729692;-0.1427274;0.07560051;0.06748916;0.05928721;0.9930835,-0.3160791;0.8914043;0.0766034;0.3257891;0.478573;0.4783061;0.6603427,0.1638512;0.9585478;0.114192;0.1910227;-0.2024104;-0.504174;0.8175262
-0.1378013;1.729578;-0.1417414;0.07673199;0.06691776;0.0591397;0.9930442,-0.3124327;0.8912702;0.07777669;0.3275076;0.479115;0.4772634;0.6598541,0.1677932;0.9584165;0.1145318;0.1916488;-0.2023156;-0.5040936;0.8174527
-0.1347546;1.729428;-0.1408547;0.07766682;0.06636467;0.05894985;0.9930199,-0.3091224;0.8911469;0.07877395;0.3289782;0.479659;0.4762381;0.6594678,0.1710188;0.9583245;0.1151013;0.1924554;-0.2023246;-0.5039704;0.8173369
-0.1310215;1.729309;-0.1397578;0.0784977;0.06572594;0.05871851;0.9930108,-0.3059222;0.8910229;0.07969756;0.3302418;0.4802421;0.4751683;0.6591835,0.1741085;0.9582104;0.1157772;0.1937491;-0.2024601;-0.5037299;0.8171459
-0.1271686;1.729315;-0.1385516;0.07928298;0.06515711;0.05847389;0.9930003,-0.3037497;0.8909428;0.0803232;0.3309196;0.4806249;0.4744778;0.6590621,0.1773984;0.958087;0.1166442;0.1955188;-0.2028798;-0.5033188;0.8168736
-0.1234567;1.729193;-0.1374413;0.08001087;0.06451695;0.05834641;0.9929912,-0.2981832;0.8908624;0.08204916;0.3318472;0.4813554;0.4731778;0.6589971,0.1802517;0.9580177;0.1175112;0.1968915;-0.203344;-0.5029282;0.8166689
-0.120009;1.728964;-0.1364481;0.08054927;0.06383399;0.05824821;0.9929976,-0.2959822;0.8908115;0.08276436;0.3321554;0.4817197;0.4725299;0.6590406,0.1839482;0.9578915;0.1186356;0.1993223;-0.2043737;-0.5020626;0.8163548
-0.1162912;1.728745;-0.1353495;0.08103456;0.06304627;0.05805512;0.9930198,-0.2940376;0.8907659;0.08349689;0.3323388;0.4820585;0.4719098;0.6591447,0.1874017;0.9577518;0.1196558;0.2017346;-0.2056165;-0.5010162;0.816093
-0.1122168;1.728557;-0.1340929;0.08148241;0.06223813;0.05778938;0.9930496,-0.2910949;0.8907142;0.08467624;0.3324629;0.4825809;0.4709287;0.6594015,0.1910744;0.9575865;0.1207485;0.2041403;-0.2070109;-0.4998408;0.815863
-0.1082209;1.728311;-0.1329112;0.08195569;0.06139901;0.05743542;0.9930834,-0.2873521;0.8906896;0.08617267;0.3323699;0.483127;0.4698771;0.6597984,0.1910507;0.9575896;0.1207364;0.2041268;-0.207004;-0.4998483;0.8158636
-0.104247;1.728013;-0.1316811;0.08239514;0.06061318;0.05686575;0.9931281,-0.2838233;0.8906538;0.08820871;0.3320905;0.4838029;0.4685448;0.6603911,0.1977591;0.9573126;0.1228146;0.207792;-0.2093534;-0.4980526;0.8154368
-0.09989989;1.727757;-0.1302972;0.08304825;0.05984123;0.05629468;0.993153,-0.2807693;0.8906052;0.09127499;0.3316693;0.4845781;0.4669445;0.6611674,0.2016174;0.9571413;0.1239529;0.2097432;-0.2106356;-0.497223;0.8151133
