HEAD,HANDL,HANDR
-0.03609034;1.738041;-0.08228869;0.1416351;0.05204865;-0.04812334;0.9873776,-0.2838399;0.9661469;0.06460001;0.2691133;0.3913909;0.5285354;0.7035919,0.1375242;0.8579678;0.07632434;0.2770859;-0.3646608;-0.5155824;0.7241691
-0.03729437;1.737134;-0.07728475;0.1493837;0.05247277;-0.05120568;0.9860574,-0.2845602;0.9661415;0.06677131;0.2690393;0.3956579;0.5233572;0.7051027,0.1359073;0.8580628;0.08028427;0.2738002;-0.3641713;-0.5168921;0.7247313
-0.03798177;1.736359;-0.07437046;0.1539378;0.0527531;-0.05303936;0.9852447,-0.2844268;0.9660478;0.06691567;0.2708293;0.4003984;0.517696;0.7059202,0.1353132;0.8581244;0.0814888;0.2714912;-0.3638286;-0.5177;0.7251952
-0.03860588;1.735613;-0.07147346;0.1586746;0.05296342;-0.05503667;0.984372,-0.28393;0.9658839;0.06632367;0.2750276;0.4074597;0.5098066;0.7059983,0.1346546;0.8582886;0.08312838;0.2669313;-0.363526;-0.518923;0.7261648
-0.03916686;1.735027;-0.0688895;0.1630559;0.05320751;-0.05682245;0.983541,-0.2835512;0.9657437;0.06583463;0.279325;0.4134372;0.5035872;0.7052994,0.1338689;0.8585152;0.0854364;0.2637466;-0.3633497;-0.519366;0.7270996
-0.03969771;1.734343;-0.06630784;0.1673158;0.05354605;-0.05867663;0.982698,-0.2832847;0.9654042;0.06592683;0.2906846;0.4277241;0.4899098;0.7018141,0.1334472;0.8586146;0.08674179;0.262655;-0.3632034;-0.5194648;0.7274971
-0.04026179;1.733305;-0.06365258;0.1713805;0.05387543;-0.06038341;0.9818758,-0.2834971;0.9652467;0.06661758;0.2963695;0.4343782;0.4841321;0.6993545,0.1316183;0.8589482;0.09194109;0.2585787;-0.3619031;-0.5197577;0.7293938
-0.04079204;1.732317;-0.06111857;0.175219;0.05426273;-0.0619511;0.981079,-0.2840992;0.965064;0.06799677;0.3039743;0.442858;0.4776346;0.6952277,0.1303916;0.859018;0.09519323;0.2549769;-0.3598813;-0.5201546;0.7313763
-0.041273;1.731488;-0.05869493;0.1789956;0.05472315;-0.06312813;0.9802963,-0.2849812;0.9649772;0.06967644;0.3082023;0.447347;0.4754607;0.6919747,0.1296716;0.8588806;0.09709749;0.2521244;-0.3579293;-0.5205584;0.733034
-0.04171076;1.730714;-0.05641991;0.1825634;0.05521726;-0.06408907;0.979548,-0.2860661;0.96498;0.07149664;0.3087052;0.4481835;0.4770292;0.6901275,0.1284454;0.8587014;0.1003216;0.2454558;-0.353004;-0.5215555;0.7369666
