HEAD,HANDL,HANDR
0.01496111;1.735653;-0.02494986;0.03503549;0.05816917;-0.01061329;0.9976353,-0.2461476;0.8185148;0.2050731;0.1124755;0.2313459;0.5718246;0.7790025,0.216397;1.005835;0.1654971;-0.02913733;-0.09143001;-0.7878464;0.6083499
0.01499746;1.735815;-0.02497164;0.03578729;0.05821248;-0.01110922;0.9976007,-0.2459446;0.8188879;0.2050572;0.1157071;0.2361523;0.5697719;0.778591,0.2165034;1.005809;0.1650546;-0.02909587;-0.09144609;-0.7878351;0.6083642
0.01506495;1.735778;-0.02500762;0.03648642;0.05821174;-0.01170974;0.9975685,-0.245808;0.8191472;0.2050661;0.1178684;0.2389314;0.5685613;0.7783039,0.2166874;1.005769;0.16456;-0.02907661;-0.09145754;-0.7878298;0.6083704
0.01507704;1.735459;-0.02510858;0.03718717;0.05823997;-0.0122315;0.9975348,-0.245599;0.8194777;0.2050717;0.1210833;0.2427741;0.5668683;0.7778559,0.2168791;1.005713;0.1639368;-0.02898054;-0.0915715;-0.7877274;0.6084903
0.01512322;1.73551;-0.02514827;0.03809265;0.05820721;-0.01253712;0.9974988,-0.2453656;0.819441;0.2049746;0.1239237;0.2463828;0.565192;0.7774937,0.2170792;1.005652;0.1634573;-0.02821569;-0.09255816;-0.7868934;0.6094552
0.01518051;1.735658;-0.02518368;0.03893609;0.05806687;-0.01240918;0.9974759,-0.2451553;0.8195132;0.2048378;0.1263242;0.2499561;0.5634474;0.777233,0.2179746;1.005746;0.1634099;-0.02637987;-0.09489296;-0.7848408;0.6118205
0.01525196;1.735771;-0.02521241;0.03947084;0.05799516;-0.01195469;0.9974647,-0.2450326;0.8195652;0.204753;0.1278175;0.2522753;0.5622901;0.7770777,0.2187537;1.00579;0.1634479;-0.02524787;-0.096212;-0.7835999;0.6132513
0.01525879;1.735772;-0.02525083;0.03963236;0.05806665;-0.01127162;0.997462,-0.2448679;0.8196685;0.2046809;0.1300476;0.2554417;0.5607477;0.7767876,0.2202009;1.005862;0.1633079;-0.02353182;-0.09782792;-0.7816978;0.6154872
0.01516524;1.735651;-0.02527607;0.0393985;0.05839347;-0.01049852;0.9974607,-0.2447281;0.819809;0.204685;0.1323514;0.2580652;0.5595576;0.7763897,0.2216526;1.005921;0.162995;-0.0226355;-0.09826884;-0.7806337;0.6167997
0.01514127;1.735473;-0.02530871;0.03894241;0.05869313;-0.01005175;0.9974656,-0.2445791;0.8199385;0.2046971;0.134773;0.2599961;0.5587204;0.7759316,0.2227436;1.005904;0.1624876;-0.02222191;-0.09826319;-0.7801499;0.6174276
0.01510613;1.735374;-0.02532052;0.03867803;0.05909625;-0.009903147;0.9974536,-0.2444703;0.8200127;0.2046963;0.1364673;0.2609232;0.5583451;0.7755942,0.2241779;1.005847;0.161326;-0.02179076;-0.09800535;-0.7796669;0.6180937
0.01497525;1.735361;-0.02533945;0.0387324;0.05954356;-0.01003079;0.9974236,-0.2443239;0.8201029;0.2047081;0.1390614;0.2619052;0.5580566;0.77501,0.2249995;1.005782;0.1603975;-0.02159478;-0.09774739;-0.7794424;0.6184244
0.01484061;1.735484;-0.02535772;0.03913983;0.05991144;-0.01023032;0.9973836,-0.2441963;0.8201258;0.2046556;0.1414357;0.2626947;0.5578877;0.7744344,0.226142;1.005645;0.1587107;-0.02144833;-0.09726889;-0.7791802;0.6188354
0.0147938;1.735605;-0.02540017;0.03954184;0.06005131;-0.01013365;0.9973603,-0.2441207;0.8200818;0.2046006;0.1432866;0.2636306;0.5575004;0.7740551,0.226309;1.005602;0.1581809;-0.02146968;-0.09709634;-0.7791171;0.618941
0.01481885;1.735697;-0.0254723;0.0398755;0.06000311;-0.009596956;0.9973553,-0.2440304;0.8200488;0.2045071;0.1446179;0.2649366;0.5567758;0.7738831,0.2262676;1.005513;0.1575339;-0.02156301;-0.09692769;-0.7790741;0.6190183
0.01487668;1.735703;-0.02564381;0.0399537;0.05998199;-0.009039409;0.9973586,-0.2439587;0.8200328;0.2044263;0.1453011;0.2660514;0.5561385;0.7738308,0.2262232;1.005497;0.1573998;-0.02159695;-0.09688541;-0.77906;0.6190415
0.01506223;1.73569;-0.02598187;0.0399362;0.05972021;-0.008254026;0.9973818,-0.2438992;0.8200209;0.2043789;0.1458416;0.2676564;0.5552487;0.7738146,0.226199;1.005441;0.1570136;-0.02178936;-0.09675384;-0.7790471;0.6190715
0.01520445;1.735618;-0.02619691;0.03978954;0.05947485;-0.007655049;0.9974071,-0.2439263;0.8200414;0.204524;0.1458793;0.2686307;0.5546893;0.7738711,0.2261502;1.005404;0.1566063;-0.02209024;-0.09661075;-0.7790526;0.6190764
0.01537433;1.735533;-0.02632404;0.03957745;0.05914554;-0.007355664;0.9974374,-0.2440116;0.8201603;0.2050031;0.1457141;0.2689466;0.5544791;0.7739432,0.2262454;1.005373;0.1563845;-0.02275743;-0.0962991;-0.779044;0.6191115
0.0155392;1.735422;-0.02646308;0.03927963;0.05885585;-0.007361519;0.9974663,-0.2440767;0.8202862;0.2053087;0.145584;0.2689252;0.5544819;0.7739731,0.226314;1.005352;0.1562043;-0.02345918;-0.09593919;-0.77902;0.6191714
0.01569699;1.735388;-0.02668306;0.03904462;0.05871717;-0.007428932;0.9974832,-0.2439512;0.8203496;0.2050079;0.1455596;0.2689043;0.5544946;0.773976,0.2265173;1.005287;0.1557227;-0.02502705;-0.09499806;-0.7789792;0.6193064
0.01584348;1.735283;-0.02691853;0.03865328;0.05869429;-0.007631519;0.9974982,-0.2438351;0.8204218;0.2047596;0.1455617;0.268912;0.5544919;0.7739747,0.2266385;1.005267;0.1554682;-0.02570891;-0.09449963;-0.7789549;0.6193854
0.01588164;1.735216;-0.02710472;0.03842634;0.05894416;-0.007844286;0.9974906,-0.2437471;0.8204528;0.2045868;0.1453955;0.2687073;0.5546289;0.7739788,0.2268307;1.005246;0.1551965;-0.02659415;-0.09372486;-0.7789461;0.6194769
