HEAD,HANDL,HANDR
0.1766927;1.731204;-0.03634952;0.08870799;0.02283941;-0.004033189;0.9957876,-0.04716713;0.9677027;0.05571185;-0.1463342;0.06985481;0.6337466;0.7563545,0.2778116;1.161391;0.1181945;0.3315804;-0.2958236;-0.6017517;0.6636549
0.1741841;1.731229;-0.03593414;0.08862884;0.02451421;-0.004485554;0.9957529,-0.04790356;0.967554;0.05558714;-0.1448167;0.07116161;0.6350464;0.7554339,0.2750712;1.161388;0.1189566;0.3305886;-0.2939807;-0.6017492;0.6649694
0.1718482;1.731241;-0.03543569;0.0883707;0.0262081;-0.004907477;0.9957308,-0.04807032;0.9673406;0.05566379;-0.1433566;0.07256404;0.6367818;0.7541168,0.2720947;1.161389;0.1195928;0.3296068;-0.2923548;-0.6016977;0.6662191
0.1693266;1.731221;-0.03497388;0.08809064;0.02807188;-0.005286713;0.9957028,-0.04778808;0.9671979;0.05598407;-0.1424558;0.0735105;0.6380951;0.7530851,0.2694507;1.161402;0.1204276;0.3286147;-0.2909582;-0.6015903;0.6674166
0.1663352;1.731158;-0.03464001;0.08806239;0.02999121;-0.005709196;0.995647,-0.04794193;0.9670891;0.05635981;-0.1417031;0.07431531;0.6392852;0.7521382,0.2668267;1.161427;0.1213037;0.3276097;-0.2897443;-0.6013563;0.6686485
0.163815;1.731201;-0.03422984;0.08818849;0.03185705;-0.006260779;0.9955746,-0.04833055;0.9669884;0.05673251;-0.14129;0.07475457;0.640012;0.7515541,0.2646874;1.161437;0.1218816;0.3268838;-0.288958;-0.6010684;0.6696023
0.1613707;1.731298;-0.0337912;0.08845328;0.03394163;-0.007016807;0.9954771,-0.04896168;0.9668495;0.05738454;-0.1408613;0.07522763;0.6409256;0.7508085,0.2607975;1.161434;0.1229878;0.325317;-0.287304;-0.6002134;0.6718401
0.1590612;1.731396;-0.03334948;0.08870929;0.03591762;-0.007700978;0.99538,-0.04977605;0.9667629;0.05820759;-0.1406628;0.07551599;0.6415621;0.7502729,0.2590572;1.161423;0.1235883;0.3244121;-0.2862809;-0.5997274;0.6731471
0.1563303;1.731379;-0.03319694;0.08885099;0.03810008;-0.008319879;0.9952812,-0.05078356;0.9667473;0.05877228;-0.1406582;0.07563014;0.6418229;0.7500392,0.2564735;1.161401;0.1244795;0.3228986;-0.28449;-0.5990845;0.6752034
0.1536845;1.731297;-0.03306489;0.08897263;0.04030648;-0.008796526;0.9951794,-0.05389202;0.9667534;0.05958844;-0.1408729;0.07580414;0.6420019;0.7498281,0.2536766;1.161375;0.1251868;0.321231;-0.2824022;-0.5986006;0.6773013
0.1512649;1.731284;-0.03265183;0.08911365;0.04241694;-0.009037212;0.9950768,-0.05655051;0.9667828;0.06045257;-0.1410487;0.0758768;0.6419615;0.7498223,0.2507355;1.161345;0.1257179;0.319392;-0.2800738;-0.5984032;0.6793091
0.1488362;1.731215;-0.0322005;0.08922783;0.04453332;-0.009350494;0.9949713,-0.06052604;0.9669173;0.06264115;-0.1414403;0.07605779;0.6418073;0.7498623,0.2488874;1.161332;0.1262348;0.3180039;-0.2784836;-0.5984033;0.6806129
0.1461098;1.73113;-0.03199371;0.08929604;0.04677389;-0.009664978;0.9948593,-0.06475288;0.9669793;0.0653853;-0.143203;0.07675453;0.64109;0.7500701,0.2462448;1.161324;0.1269378;0.3155917;-0.2764349;-0.5984521;0.6825253
0.1434857;1.731015;-0.03166623;0.08935001;0.04908312;-0.009994389;0.9947399,-0.06763034;0.9669664;0.06722069;-0.1460207;0.07759295;0.6401333;0.7502577,0.2441088;1.16134;0.1275979;0.3127063;-0.2752356;-0.5983309;0.6844417
0.1409708;1.730895;-0.0311399;0.08949512;0.05147864;-0.0104192;0.9946014,-0.07220293;0.9670157;0.07000082;-0.150392;0.07830958;0.6391319;0.7501736,0.2412662;1.161397;0.1290192;0.3089855;-0.275001;-0.5977795;0.6867039
0.1384216;1.730855;-0.03055578;0.08989241;0.05383434;-0.01054487;0.9944395,-0.07580156;0.967073;0.07200207;-0.1539379;0.07797387;0.6388308;0.7497455,0.23853;1.161515;0.1320331;0.3043666;-0.2753629;-0.5966587;0.6895902
0.1356983;1.730853;-0.0302079;0.09041008;0.05601295;-0.01073417;0.9942703,-0.07887049;0.9671305;0.07291249;-0.1567935;0.07692268;0.638939;0.7491699,0.2368375;1.161743;0.1350506;0.3008968;-0.2756127;-0.5956469;0.6918841
0.1329154;1.730873;-0.02969472;0.091167;0.05830982;-0.01086222;0.9940677,-0.08220758;0.9671859;0.07317442;-0.1590694;0.075784;0.639098;0.7486705,0.2341255;1.16315;0.1400551;0.2955324;-0.2753774;-0.5940513;0.6956515
0.1304833;1.730879;-0.0290563;0.09182195;0.06050749;-0.01120798;0.9938722,-0.08433755;0.9672083;0.07337706;-0.1602559;0.07537065;0.6390448;0.7485046,0.2316916;1.16474;0.144799;0.2902691;-0.2737257;-0.5927801;0.6995926
0.1281079;1.730841;-0.02838288;0.09238678;0.06276152;-0.01156622;0.9936759,-0.08747983;0.9672086;0.07425408;-0.1617231;0.07568676;0.6384455;0.7486685,0.2290622;1.165125;0.1467781;0.2850341;-0.2706417;-0.5920621;0.7035419
0.1255339;1.730823;-0.02782391;0.09288233;0.06517687;-0.0120182;0.9934689,-0.09171057;0.9672283;0.07671396;-0.1638396;0.07815012;0.6364118;0.7496861,0.2274;1.165209;0.1477557;0.2813562;-0.2682484;-0.5918914;0.7060779
0.1232349;1.730695;-0.02712341;0.09304943;0.06762629;-0.01236786;0.9932852,-0.0997117;0.9682654;0.08285469;-0.1679771;0.08621722;0.6305303;0.7528492,0.2239305;1.166117;0.1525678;0.2724437;-0.2644617;-0.5919216;0.7109594
0.1209248;1.730509;-0.02626909;0.09314703;0.07018621;-0.01272372;0.993094,-0.1044064;0.969506;0.08729526;-0.1701998;0.09067377;0.627178;0.7546245,0.2209909;1.168614;0.1582286;0.263347;-0.2636072;-0.5919397;0.7146797
