HEAD,HANDL,HANDR
-0.1507165;1.717725;-0.04749753;0.1388656;-0.1643541;0.09873649;0.9715736,-0.3008588;0.9322517;0.1122343;0.06908214;0.282878;0.5232216;0.8009037,0.07258704;0.8768575;0.1994741;0.2496595;-0.4199935;-0.5169026;0.7029135
-0.156831;1.717666;-0.04510778;0.140686;-0.1647464;0.09936178;0.9711814,-0.3061729;0.9314538;0.113521;0.06910694;0.285189;0.5241438;0.7994779,0.06662378;0.8768773;0.2012158;0.2465517;-0.4245792;-0.5148543;0.7027588
-0.162544;1.717653;-0.04297985;0.1423812;-0.1649733;0.09988782;0.9708418,-0.3110733;0.9306423;0.1146632;0.06958844;0.2877013;0.5248681;0.7980595,0.06171593;0.8768719;0.2027125;0.2440782;-0.4276517;-0.5133762;0.7028406
-0.1675515;1.717666;-0.04117171;0.1439267;-0.1651324;0.1004613;0.9705276,-0.3140799;0.930103;0.1153442;0.07018866;0.2894149;0.5252923;0.7971076,0.05540138;0.8768612;0.2044653;0.2399873;-0.4320149;-0.5112096;0.70316
-0.1732471;1.71767;-0.03921859;0.145625;-0.1652892;0.1011905;0.9701718,-0.3184601;0.9292669;0.1162887;0.0713013;0.2916033;0.5259339;0.7957872,0.04951435;0.8768685;0.2059846;0.2356186;-0.4359654;-0.5093421;0.7035545
-0.1793384;1.717639;-0.03725723;0.1473965;-0.1654008;0.1020484;0.9697953,-0.3228856;0.927866;0.1168463;0.07204162;0.2927126;0.5264442;0.7949754,0.04566089;0.8768865;0.2069767;0.2325992;-0.4383653;-0.5083821;0.7037621
-0.1848839;1.717778;-0.03545014;0.1493155;-0.1655167;0.1031803;0.9693621,-0.3301775;0.9256895;0.1181242;0.07333271;0.2941041;0.5276656;0.7935327,0.03923411;0.8769234;0.2084716;0.2279112;-0.4417149;-0.5074698;0.7038599
-0.189955;1.71809;-0.03380983;0.1514167;-0.1655986;0.1044506;0.9688861,-0.3350826;0.9242812;0.1188749;0.07409279;0.2945199;0.5286387;0.7926598,0.03142187;0.8769736;0.2104543;0.2212342;-0.4463199;-0.50665;0.7036759
-0.1954182;1.718334;-0.03179442;0.153684;-0.1657506;0.1056006;0.9683783,-0.3383805;0.9233258;0.119311;0.07455927;0.2946339;0.5292704;0.7921519,0.02781556;0.8769879;0.211217;0.2174287;-0.449039;-0.5061787;0.7034714
-0.2017588;1.718621;-0.02989194;0.156053;-0.1660379;0.106749;0.9678242,-0.3455941;0.9207175;0.1198983;0.07521006;0.2946123;0.5301307;0.7915229,0.02241674;0.8770499;0.2124435;0.2116386;-0.4531425;-0.5057089;0.7029434
-0.2071628;1.718832;-0.02826875;0.1582198;-0.1663453;0.1078462;0.9672977,-0.3510955;0.9188275;0.1204664;0.0758034;0.2943904;0.5308334;0.7910778,0.01588406;0.8771175;0.2139596;0.2058651;-0.4574392;-0.5050995;0.7023129
-0.2121231;1.718959;-0.02678529;0.1602327;-0.1667097;0.1088326;0.9667931,-0.356454;0.9169959;0.1208923;0.07635361;0.2940019;0.5313928;0.7907937,0.01041455;0.8772504;0.2148088;0.2000729;-0.462158;-0.5042401;0.7015146
-0.2176421;1.71897;-0.02519801;0.1620771;-0.1670595;0.1096767;0.9663298,-0.3615597;0.9150801;0.1208405;0.07671307;0.2936558;0.5316921;0.7906864,0.006935531;0.8773808;0.2153921;0.1962883;-0.4654478;-0.5036364;0.7008421
-0.2233148;1.718916;-0.02359808;0.1637997;-0.1674646;0.1105071;0.9658745,-0.3676865;0.9125518;0.1211701;0.0772474;0.2930134;0.5320305;0.7906451,0.00166387;0.8775948;0.2160745;0.1908815;-0.4704875;-0.5028315;0.6995472
-0.2282263;1.718892;-0.02216209;0.1654718;-0.1678873;0.1114443;0.9654083,-0.3714519;0.9110408;0.1213101;0.07760498;0.2925009;0.5321828;0.7906972,-0.003876446;0.8777672;0.2168176;0.1858208;-0.4757739;-0.5022181;0.6977727
-0.2330005;1.718987;-0.0207651;0.1673937;-0.1683439;0.1124539;0.9648802,-0.3787057;0.9081463;0.1214621;0.07836515;0.2912017;0.532334;0.791,-0.008446364;0.8778961;0.2173848;0.1810156;-0.4815096;-0.5016035;0.69554
-0.2376685;1.719132;-0.01939817;0.1693824;-0.1688912;0.1135716;0.9643064,-0.3863107;0.9044379;0.1210422;0.0790005;0.2898747;0.532371;0.7913992,-0.01287935;0.8779738;0.2178621;0.1764742;-0.4877307;-0.500868;0.6928976
-0.243074;1.719229;-0.01795635;0.1714721;-0.1694733;0.1145752;0.963716,-0.3882239;0.903514;0.1210298;0.07921594;0.2893527;0.5323741;0.7915666,-0.01580885;0.8780051;0.2181381;0.1735605;-0.49213;-0.5003062;0.6909258
-0.2479784;1.719321;-0.01655425;0.1734985;-0.1699832;0.1155102;0.9631518,-0.3955318;0.9000077;0.120769;0.08000278;0.2868055;0.5324036;0.7923942,-0.02076209;0.8780329;0.2184395;0.1694077;-0.4991393;-0.499187;0.6877307
-0.2525231;1.719382;-0.0151137;0.1754365;-0.1705363;0.1163128;0.9626063,-0.4018904;0.8967864;0.1202466;0.08027107;0.2845523;0.5325158;0.7931038,-0.02532053;0.8780368;0.2187855;0.1656185;-0.506564;-0.4976505;0.6843299
-0.2574215;1.719379;-0.01356575;0.1773569;-0.1710673;0.1170435;0.9620714,-0.4058803;0.8946361;0.1198445;0.08020405;0.2829092;0.5326518;0.7936069,-0.02953106;0.8780236;0.2190591;0.1621263;-0.5144373;-0.4957705;0.6806476
-0.2622541;1.719269;-0.01199962;0.1790802;-0.1715619;0.1175012;0.9616082,-0.4113789;0.8917381;0.1193058;0.07967883;0.2802382;0.5329661;0.7943959,-0.03235305;0.8779956;0.2192106;0.159894;-0.5200211;-0.4942856;0.6780071
-0.2670292;1.719109;-0.01036765;0.180861;-0.1719908;0.1178076;0.9611607,-0.4148924;0.8898615;0.1189229;0.07904482;0.2783368;0.5332381;0.794945,-0.03731388;0.8779056;0.2194871;0.1566269;-0.5289095;-0.4916136;0.6738241
-0.2713168;1.718949;-0.008843563;0.182603;-0.172191;0.1180347;0.9607676,-0.4199483;0.8870865;0.1183049;0.07771063;0.2752904;0.5337229;0.7958117,-0.04146984;0.8776664;0.2195115;0.1521506;-0.5384322;-0.4875332;0.6702629
-0.2802447;1.718589;-0.005922362;0.1865305;-0.1724409;0.1192236;0.959821,-0.4329581;0.8778682;0.1164451;0.07382585;0.2682382;0.535141;0.7976353,-0.04833834;0.8769387;0.2189958;0.1422901;-0.5552404;-0.4779088;0.6656312
-0.2844845;1.718381;-0.004393019;0.1888621;-0.1725869;0.1200007;0.9592417,-0.4382271;0.8741882;0.1155701;0.07143264;0.2641119;0.536139;0.7985595,-0.1476376;1.037357;0.251969;0.1362679;-0.5656013;-0.4721106;0.6622973
-0.28838;1.718232;-0.002857476;0.1914273;-0.1727501;0.1207391;0.958611,-0.4450386;0.8687252;0.1137034;0.06882484;0.2595099;0.5373534;0.7994806,-0.186939;1.097374;0.2625154;0.1294036;-0.5762335;-0.4659439;0.6588674
-0.292551;1.718038;-0.001400098;0.194002;-0.1729748;0.1214089;0.9579681,-0.4504045;0.8644972;0.1124013;0.06624573;0.2548023;0.5387211;0.8002918,-0.2090241;1.141973;0.2636419;0.1225759;-0.586166;-0.4605567;0.6551887
-0.2968686;1.717722;2.548099E-05;0.1968071;-0.1731519;0.1220628;0.9572806,-0.4555894;0.8602622;0.1110824;0.06376436;0.2500899;0.5401584;0.8010107,-0.2307973;1.186437;0.2653494;0.1156094;-0.5957853;-0.4558669;0.6510451
-0.3007294;1.71742;0.001609981;0.1993719;-0.1732431;0.1228808;0.9566285,-0.4613924;0.8578243;0.1092854;0.06134593;0.245494;0.5414468;0.8017511,-0.2614979;1.246706;0.2489333;0.1105032;-0.60251;-0.4527693;0.6478971
-0.3044334;1.717127;0.003205396;0.2017095;-0.1732744;0.1237256;0.9560237,-0.4647712;0.8560184;0.1081991;0.05981073;0.2425218;0.5421811;0.8022752,-0.2864877;1.297722;0.2432938;0.1028822;-0.6121079;-0.4482177;0.6433041
