HEAD,HANDL,HANDR
-0.08997034;1.723479;0.1061274;0.2011462;-0.0364483;0.05499285;0.977337,-0.2335451;0.901314;0.3111123;0.1381438;0.4126122;0.4092894;0.8019661,0.1578586;0.9625078;0.184321;0.2845537;-0.4411808;-0.4903405;0.6956687
-0.09110558;1.721918;0.1056618;0.2025556;-0.03745884;0.05645866;0.976924,-0.2324269;0.899406;0.3077563;0.1323154;0.4119865;0.4105359;0.8026331,0.1556204;0.9617067;0.1866945;0.280579;-0.4442186;-0.4897303;0.6957798
-0.0923996;1.719996;0.1050817;0.2033354;-0.03851999;0.05812461;0.976623,-0.2315927;0.8981854;0.3054566;0.1279981;0.4115217;0.4114067;0.8031257,0.1529064;0.9606735;0.189874;0.2760609;-0.4471735;-0.4891583;0.6960967
-0.09345033;1.718535;0.1047054;0.2039246;-0.03956281;0.05948206;0.9763767,-0.2298859;0.8958152;0.3021884;0.1203063;0.4110832;0.412246;0.8041083,0.1498604;0.959443;0.193334;0.2713917;-0.4495324;-0.488918;0.6965819
-0.09462618;1.717191;0.1043822;0.2048259;-0.04053228;0.06079631;0.9760672,-0.2273829;0.8941546;0.2991788;0.1107914;0.4111716;0.412342;0.8053802,0.1479443;0.9591404;0.1959236;0.2681725;-0.4507506;-0.4890472;0.6969507
-0.09568138;1.716008;0.1041212;0.2059808;-0.04164843;0.06185402;0.9757107,-0.2445818;0.8100945;0.2407074;0.09924654;0.4114937;0.4120773;0.8068553,0.1448231;0.9586337;0.1997403;0.2631235;-0.4521858;-0.4897445;0.6974556
-0.09698545;1.71464;0.1038541;0.2078382;-0.04275577;0.06281888;0.9752072,-0.24329;0.8064588;0.2344711;0.08626732;0.4112393;0.4121124;0.8084575,0.1414119;0.9581621;0.2033998;0.2578236;-0.4534291;-0.4906895;0.6979634
-0.09839969;1.714;0.1039288;0.2108033;-0.04393406;0.06383215;0.9744523,-0.2417421;0.8120975;0.2331824;0.0729415;0.4098637;0.4133531;0.8098336,0.1376981;0.957392;0.2072112;0.2516664;-0.4551113;-0.4913105;0.6986786
-0.09975701;1.714251;0.1044171;0.2144249;-0.04526405;0.06509747;0.9735171,-0.2378069;0.8196891;0.2330858;0.0588437;0.4075643;0.4157535;0.8109117,0.1335242;0.9568678;0.2121381;0.2441383;-0.4575767;-0.4913476;0.6997126
-0.1010874;1.714597;0.1050091;0.2177151;-0.0466028;0.06627436;0.9726439,-0.2333349;0.8287028;0.2333242;0.04425631;0.4048755;0.417915;0.8120741,0.1293112;0.9571205;0.218904;0.2353739;-0.460671;-0.4907105;0.701131
-0.1029958;1.714017;0.1055948;0.2208699;-0.04781609;0.06723063;0.9718077,-0.2302663;0.8354835;0.2334914;0.03413235;0.4031112;0.4183743;0.8132033,0.1249098;0.9576337;0.2277776;0.2252273;-0.4642493;-0.4894425;0.7029874
-0.1048361;1.713765;0.1062494;0.2236068;-0.04893079;0.06814677;0.9710622,-0.2257128;0.8531129;0.2345704;0.01801332;0.4005084;0.4175526;0.8154253,0.121731;0.957902;0.2344179;0.2180916;-0.4666432;-0.4883815;0.7043889
-0.10647;1.71401;0.1069174;0.2262719;-0.05009937;0.06935924;0.9702991,-0.2207904;0.8668885;0.2353375;0.001582317;0.3975208;0.4157896;0.8179815,0.1169649;0.9587084;0.2451717;0.2069962;-0.4699826;-0.4867409;0.7066486
-0.1080734;1.714197;0.1074207;0.2288641;-0.05138209;0.07070645;0.9695265,-0.215502;0.881421;0.2360594;-0.01419735;0.3938159;0.4148127;0.8201451,0.1129343;0.9609797;0.2558638;0.196067;-0.4726531;-0.485221;0.7090256
