HEAD,HANDL,HANDR
0.276903;1.629233;0.2528588;0.3438484;0.1963639;-0.003965628;0.9182559,0.1034006;0.8481011;0.4187986;0.09438875;0.08955938;0.6565363;0.7429872,0.5151809;1.206399;0.5157242;-0.4634438;-0.3524494;-0.457279;0.6722315
0.2786398;1.629203;0.2530979;0.3442901;0.1942648;-0.003741498;0.9185377,0.1046511;0.8481829;0.4180101;0.08783387;0.08958406;0.6557779;0.7444563,0.5166209;1.205825;0.5171114;-0.4600364;-0.3541897;-0.4573699;0.6735941
0.28032;1.629145;0.2533472;0.3446175;0.192434;-0.003528241;0.9188011,0.1060881;0.8482822;0.4173102;0.0822482;0.09007351;0.654663;0.746015,0.5170789;1.205792;0.5171327;-0.458241;-0.3553383;-0.4574266;0.6741742
0.2820159;1.629084;0.2535222;0.3448989;0.19065;-0.003235532;0.9190685,0.1074061;0.8483764;0.4166285;0.07795219;0.0903846;0.6535608;0.7474037,0.5176692;1.206296;0.5170961;-0.4566993;-0.3568989;-0.4575153;0.6743357
0.2835517;1.629048;0.2536562;0.3451298;0.1890751;-0.00302042;0.9193079,0.1085461;0.8484535;0.4159695;0.07473888;0.09024414;0.6527089;0.7484927,0.5182933;1.206739;0.5167646;-0.4564897;-0.3581087;-0.4574091;0.6739082
0.2849773;1.62911;0.2538389;0.345446;0.1875124;-0.002716369;0.9195101,0.1094209;0.8484962;0.4156139;0.07251132;0.08976653;0.6523312;0.7490982,0.5186248;1.206977;0.5164036;-0.4569366;-0.3593311;-0.4573464;0.6729966
0.2864062;1.629181;0.2539303;0.3456003;0.1860058;-0.002701787;0.9197581,0.1106249;0.8485552;0.4149119;0.06818515;0.08838663;0.6520658;0.7498992,0.5193323;1.20681;0.5161954;-0.4576864;-0.3601851;-0.4573948;0.6719971
0.2880231;1.629322;0.2541735;0.3459476;0.1844491;-0.002766038;0.9199409,0.1115226;0.8486279;0.4141833;0.06271501;0.08631009;0.6522374;0.750469,0.5196925;1.206694;0.5159901;-0.4592654;-0.36223;-0.4583835;0.6691408
0.289292;1.629517;0.2543601;0.3461922;0.1832337;-0.00283564;0.9200915,0.1122117;0.8486826;0.4136627;0.0582785;0.08450358;0.6525556;0.7507557,0.5200778;1.206574;0.5156357;-0.4600334;-0.3650136;-0.4608356;0.6654059
0.2905169;1.629661;0.2544973;0.3462945;0.1818737;-0.002733865;0.9203231,0.1132569;0.8487784;0.4129367;0.05117588;0.08163553;0.653112;0.7511068,0.5205292;1.207093;0.5153388;-0.459588;-0.3672817;-0.4639321;0.6623067
0.2916366;1.629745;0.2545527;0.3461769;0.1804477;-0.002392868;0.920649,0.1139788;0.8488866;0.4119928;0.04361108;0.07906778;0.6533738;0.751631,0.5214806;1.207146;0.5153811;-0.4588645;-0.3686388;-0.4659027;0.660669
0.2929317;1.629826;0.2546149;0.3461094;0.1787969;-0.002204286;0.9209968,0.114567;0.8489644;0.4114112;0.0384568;0.07769636;0.6532503;0.7521625,0.5221531;1.207293;0.5152711;-0.4575753;-0.3705305;-0.4685569;0.6586247
