Time (s),Event type,Data
0.009,Task Created,10
2.604,Task Assigned,Op3: COMM
4.542,Task Assigned,Op2: RESMAN
6.402,Task Missed,RESMAN
13.753,Task Assigned,Op4: COMM
15.002,Task Created,5
17.499,Task Missed,TRACK
17.641,Task Missed,SYSMON
18.154,Task Missed,SYSMON
18.174,Task Missed,RESMAN
22.470,Task Assigned,Op2: SYSMON
22.661,Task Missed,SYSMON
25.597,Task Missed,RESMAN
25.738,Task Assigned,Op1: TRACK
28.642,Task Assigned,Op0: TRACK
30.012,Task Created,5
31.023,Task Missed,COMM
31.123,Task Missed,COMM
31.447,Task Missed,SYSMON
33.708,Task Assigned,Op4: COMM
39.473,Task Assigned,Op3: RESMAN
41.482,Task Assigned,Op1: SYSMON
41.909,Task Missed,SYSMON
42.745,Task Assigned,Op2: SYSMON
44.412,Task Missed,RESMAN
44.808,Task Assigned,Op2: COMM
44.934,Task Missed,SYSMON
47.144,Task Assigned,Op0: RESMAN
50.263,Task Missed,SYSMON
50.383,Task Assigned,Op1: RESMAN
56.844,Task Assigned,Op3: SYSMON
60.012,Task Assigned,Op5: SYSMON
60.012,Task Created,20
61.922,Task Missed,RESMAN
61.964,Task Missed,COMM
62.547,Task Assigned,Op5: RESMAN
62.639,Task Missed,COMM
63.178,Task Missed,RESMAN
64.746,Task Assigned,Op4: SYSMON
66.502,Task Missed,RESMAN
66.554,Task Missed,RESMAN
67.459,Task Assigned,Op2: RESMAN
69.824,Task Assigned,Op1: COMM
71.915,Task Missed,RESMAN
72.262,Task Assigned,Op0: COMM
77.813,Task Assigned,Op3: RESMAN
80.346,Task Assigned,Op5: COMM
85.323,Task Assigned,Op4: COMM
90.039,Task Created,10
90.152,Task Assigned,Op2: SYSMON
93.441,Task Missed,RESMAN
103.574,Task Missed,COMM
103.732,Task Assigned,Op4: RESMAN
104.248,Task Missed,RESMAN
104.340,Task Missed,SYSMON
111.398,Task Assigned,Op0: SYSMON
120.042,Task Created,10
123.231,Task Assigned,Op1: SYSMON
126.617,Task Missed,RESMAN
127.470,Task Missed,SYSMON
127.777,Task Missed,RESMAN
127.777,Task Assigned,Op5: COMM
129.807,Task Missed,TRACK
129.834,Task Missed,SYSMON
131.104,Task Assigned,Op3: SYSMON
131.241,Task Missed,SYSMON
132.480,Task Missed,SYSMON
141.548,Task Missed,SYSMON
141.713,Task Missed,SYSMON
142.020,Task Missed,RESMAN
143.613,Task Assigned,Op5: SYSMON
145.367,Task Assigned,Op4: RESMAN
148.054,Task Assigned,Op3: RESMAN
150.011,Task Created,10
151.234,Task Assigned,Op1: SYSMON
151.320,Task Missed,RESMAN
152.053,Task Missed,SYSMON
152.126,Task Missed,COMM
152.709,Task Missed,SYSMON
152.787,Task Assigned,Op2: COMM
153.009,Task Missed,RESMAN
154.292,Task Missed,TRACK
154.321,Task Missed,RESMAN
154.550,Task Missed,RESMAN
154.616,Task Missed,SYSMON
154.616,Task Missed,RESMAN
155.352,Task Missed,COMM
155.903,Task Assigned,Op0: SYSMON
157.652,Task Missed,TRACK
162.523,Task Missed,RESMAN
162.564,Task Missed,TRACK
165.057,Task Assigned,Op3: RESMAN
167.031,Task Missed,COMM
167.055,Task Missed,RESMAN
167.131,Task Missed,SYSMON
167.273,Task Assigned,Op5: COMM
