Time (s),Event type,Data
0.008,Task Created,10
7.892,Task Assigned,Op5: RESMAN
11.970,Task Assigned,Op3: COMM
15.018,Task Created,5
19.936,Task Assigned,Op2: RESMAN
23.948,Task Assigned,Op5: COMM
28.459,Task Missed,SYSMON
30.016,Task Created,5
31.181,Task Assigned,Op1: SYSMON
39.357,Task Assigned,Op5: RESMAN
44.726,Task Assigned,Op3: COMM
48.254,Task Assigned,Op2: SYSMON
49.394,Task Assigned,Op1: TRACK
52.018,Task Assigned,Op0: TRACK
52.021,Task Assigned,Op0: TRACK
55.986,Task Assigned,Op2: SYSMON
58.783,Task Assigned,Op2: COMM
60.002,Task Created,20
62.919,Task Assigned,Op4: SYSMON
63.464,Task Missed,COMM
67.609,Task Assigned,Op3: SYSMON
69.789,Task Assigned,Op2: RESMAN
72.747,Task Assigned,Op1: COMM
76.428,Task Assigned,Op2: SYSMON
82.318,Task Assigned,Op4: SYSMON
89.918,Task Missed,RESMAN
90.049,Task Created,10
92.033,Task Assigned,Op5: RESMAN
94.634,Task Missed,COMM
94.748,Task Missed,SYSMON
95.295,Task Missed,RESMAN
96.082,Task Assigned,Op3: COMM
97.710,Task Missed,RESMAN
100.624,Task Missed,SYSMON
103.191,Task Missed,SYSMON
103.988,Task Assigned,Op0: RESMAN
107.914,Task Missed,TRACK
109.811,Task Assigned,Op1: RESMAN
115.260,Task Assigned,Op3: TRACK
117.143,Task Missed,RESMAN
117.184,Task Missed,COMM
117.589,Task Assigned,Op5: COMM
119.994,Task Assigned,Op5: RESMAN
120.058,Task Created,10
122.116,Task Missed,RESMAN
122.400,Task Missed,COMM
122.402,Task Missed,RESMAN
123.537,Task Assigned,Op5: RESMAN
125.573,Task Missed,RESMAN
126.950,Task Assigned,Op4: RESMAN
128.927,Task Assigned,Op4: SYSMON
132.672,Task Assigned,Op2: TRACK
134.114,Task Assigned,Op2: COMM
136.161,Task Missed,RESMAN
137.036,Task Missed,COMM
138.342,Task Missed,COMM
140.453,Task Assigned,Op1: RESMAN
143.215,Task Missed,COMM
145.281,Task Missed,RESMAN
147.010,Task Assigned,Op0: TRACK
148.964,Task Missed,RESMAN
150.030,Task Created,10
