Time (s),Event type,Data
0.008,Task Created,10
6.443,Task Assigned,Op5: RESMAN
11.119,Task Assigned,Op4: COMM
13.109,Task Assigned,Op2: SYSMON
15.014,Task Created,5
15.449,Task Assigned,Op1: COMM
20.637,Task Assigned,Op0: COMM
28.978,Task Assigned,Op5: COMM
30.002,Task Created,5
30.941,Task Missed,TRACK
32.290,Task Missed,TRACK
34.687,Task Assigned,Op3: SYSMON
35.830,Task Assigned,Op2: RESMAN
40.776,Task Assigned,Op0: TRACK
42.188,Task Assigned,Op1: TRACK
46.837,Task Assigned,Op5: TRACK
50.043,Task Assigned,Op4: TRACK
55.087,Task Assigned,Op3: RESMAN
60.024,Task Created,20
60.226,Task Assigned,Op0: COMM
64.459,Task Assigned,Op5: COMM
65.605,Task Assigned,Op4: SYSMON
70.687,Task Missed,RESMAN
72.574,Task Assigned,Op3: RESMAN
74.043,Task Assigned,Op4: SYSMON
78.319,Task Assigned,Op5: SYSMON
84.515,Task Assigned,Op0: RESMAN
88.826,Task Assigned,Op2: COMM
90.029,Task Created,10
92.876,Task Missed,COMM
93.926,Task Assigned,Op3: COMM
95.783,Task Assigned,Op4: TRACK
97.137,Task Assigned,Op4: SYSMON
98.407,Task Assigned,Op4: COMM
100.426,Task Assigned,Op4: RESMAN
107.558,Task Missed,COMM
107.782,Task Assigned,Op5: RESMAN
113.827,Task Assigned,Op0: SYSMON
116.296,Task Assigned,Op1: RESMAN
118.978,Task Missed,COMM
119.984,Task Assigned,Op1: SYSMON
120.028,Task Created,10
121.222,Task Missed,RESMAN
121.507,Task Missed,SYSMON
121.700,Task Missed,RESMAN
125.157,Task Missed,COMM
128.959,Task Assigned,Op2: COMM
134.098,Task Assigned,Op5: RESMAN
138.002,Task Assigned,Op2: TRACK
143.800,Task Assigned,Op4: COMM
147.291,Task Missed,COMM
149.927,Task Assigned,Op5: TRACK
150.025,Task Created,10
154.926,Task Assigned,Op0: SYSMON
159.277,Task Assigned,Op1: SYSMON
161.276,Task Assigned,Op3: SYSMON
164.097,Task Assigned,Op3: TRACK
171.791,Task Missed,TRACK
175.006,Task Assigned,Op2: TRACK
178.629,Task Assigned,Op0: COMM
180.026,Task Created,15
183.787,Task Missed,SYSMON
184.447,Task Assigned,Op3: SYSMON
185.318,Task Assigned,Op2: RESMAN
188.432,Task Missed,TRACK
189.537,Task Missed,TRACK
190.566,Task Assigned,Op2: RESMAN
196.059,Task Assigned,Op5: SYSMON
199.026,Task Assigned,Op1: COMM
199.768,Task Missed,SYSMON
199.817,Task Missed,SYSMON
200.174,Task Missed,TRACK
203.492,Task Assigned,Op1: TRACK
204.335,Task Assigned,Op0: SYSMON
205.921,Task Missed,RESMAN
207.093,Task Assigned,Op3: SYSMON
208.307,Task Assigned,Op4: RESMAN
210.064,Task Created,15
212.656,Task Assigned,Op5: RESMAN
214.438,Task Assigned,Op2: SYSMON
215.408,Task Missed,COMM
217.266,Task Assigned,Op1: RESMAN
218.274,Task Assigned,Op0: RESMAN
218.323,Task Missed,SYSMON
221.787,Task Assigned,Op3: COMM
222.829,Task Assigned,Op4: RESMAN
223.735,Task Missed,COMM
235.171,Task Assigned,Op0: RESMAN
236.572,Task Missed,TRACK
237.893,Task Missed,COMM
239.092,Task Missed,RESMAN
239.801,Task Assigned,Op5: SYSMON
240.017,Task Created,10
240.249,Task Missed,RESMAN
241.226,Task Missed,TRACK
241.318,Task Missed,COMM
241.556,Task Missed,SYSMON
241.690,Task Missed,RESMAN
242.521,Task Assigned,Op1: SYSMON
243.053,Task Missed,COMM
243.115,Task Missed,RESMAN
243.732,Task Assigned,Op2: RESMAN
244.246,Task Missed,RESMAN
245.402,Task Missed,RESMAN
246.050,Task Assigned,Op0: SYSMON
247.437,Task Missed,COMM
249.503,Task Assigned,Op2: COMM
250.672,Task Missed,RESMAN
252.762,Task Assigned,Op3: TRACK
253.843,Task Assigned,Op4: RESMAN
256.407,Task Assigned,Op5: SYSMON
263.143,Task Assigned,Op3: RESMAN
265.473,Task Assigned,Op4: TRACK
265.509,Task Assigned,Op4: TRACK
266.686,Task Assigned,Op5: RESMAN
269.767,Task Assigned,Op2: TRACK
270.003,Task Created,15
270.623,Task Assigned,Op1: SYSMON
271.393,Task Missed,TRACK
271.802,Task Missed,RESMAN
271.843,Task Missed,COMM
272.189,Task Missed,SYSMON
272.583,Task Missed,COMM
272.685,Task Missed,TRACK
272.685,Task Missed,RESMAN
272.735,Task Missed,RESMAN
272.738,Task Missed,COMM
272.837,Task Missed,SYSMON
273.041,Task Missed,RESMAN
273.163,Task Missed,TRACK
273.212,Task Missed,TRACK
273.391,Task Missed,SYSMON
273.712,Task Missed,RESMAN
273.870,Task Assigned,Op0: RESMAN
273.921,Task Missed,TRACK
274.040,Task Missed,RESMAN
274.249,Task Missed,TRACK
274.306,Task Missed,SYSMON
275.431,Task Missed,RESMAN
275.579,Task Assigned,Op0: COMM
279.970,Task Assigned,Op3: RESMAN
280.497,Task Missed,RESMAN
280.749,Task Missed,COMM
280.936,Task Assigned,Op3: RESMAN
282.314,Task Missed,RESMAN
282.926,Task Assigned,Op4: TRACK
287.640,Task Missed,RESMAN
290.769,Task Assigned,Op1: COMM
291.683,Task Assigned,Op1: RESMAN
295.586,Task Assigned,Op3: RESMAN
300.032,Task Created,7
301.011,Task Missed,COMM
302.186,Task Missed,SYSMON
302.189,Task Missed,SYSMON
303.150,Task Missed,SYSMON
303.465,Task Missed,COMM
303.503,Task Missed,SYSMON
303.545,Task Missed,TRACK
304.995,Task Missed,SYSMON
328.793,Task Assigned,Op5: SYSMON
330.039,Task Created,7
331.426,Task Missed,SYSMON
334.786,Task Assigned,Op1: RESMAN
339.943,Task Assigned,Op0: SYSMON
342.823,Task Assigned,Op0: TRACK
345.694,Task Assigned,Op5: COMM
349.348,Task Assigned,Op5: TRACK
356.834,Task Assigned,Op3: TRACK
359.985,Task Assigned,Op4: COMM
360.022,Task Created,7
361.761,Task Missed,TRACK
363.839,Task Assigned,Op2: COMM
364.573,Task Missed,TRACK
364.619,Task Missed,TRACK
364.756,Task Assigned,Op2: SYSMON
366.851,Task Missed,TRACK
367.269,Task Assigned,Op0: RESMAN
369.397,Task Assigned,Op2: SYSMON
370.706,Task Missed,RESMAN
372.594,Task Assigned,Op4: SYSMON
372.938,Task Missed,RESMAN
379.724,Task Assigned,Op1: TRACK
381.294,Task Assigned,Op2: COMM
383.550,Task Assigned,Op0: RESMAN
386.179,Task Missed,RESMAN
387.897,Task Assigned,Op4: SYSMON
390.029,Task Created,7
390.594,Task Assigned,Op3: TRACK
391.965,Task Missed,COMM
392.163,Task Missed,RESMAN
393.496,Task Assigned,Op3: TRACK
395.178,Task Assigned,Op3: RESMAN
395.665,Task Missed,COMM
399.049,Task Assigned,Op5: TRACK
399.973,Task Assigned,Op5: RESMAN
406.101,Task Assigned,Op1: COMM
408.229,Task Assigned,Op2: SYSMON
408.234,Task Assigned,Op2: SYSMON
420.033,Task Created,7
421.272,Task Missed,TRACK
421.743,Task Missed,COMM
423.086,Task Missed,RESMAN
424.068,Task Assigned,Op0: COMM
425.954,Task Assigned,Op1: COMM
437.403,Task Assigned,Op4: TRACK
438.357,Task Assigned,Op4: SYSMON
439.681,Task Missed,TRACK
439.747,Task Missed,TRACK
447.570,Task Missed,COMM
448.488,Task Assigned,Op0: COMM
451.430,Task Assigned,Op1: COMM
452.449,Task Assigned,Op0: RESMAN
454.537,Task Missed,SYSMON
455.252,Task Assigned,Op2: COMM
456.202,Task Missed,RESMAN
456.875,Task Assigned,Op3: SYSMON
457.324,Task Missed,TRACK
458.778,Task Missed,TRACK
459.929,Task Assigned,Op5: COMM
461.091,Task Assigned,Op4: RESMAN
462.999,Task Assigned,Op5: SYSMON
465.911,Task Missed,TRACK
467.087,Task Missed,SYSMON
470.640,Task Assigned,Op0: RESMAN
471.704,Task Assigned,Op1: COMM
475.019,Task Assigned,Op2: TRACK
476.884,Task Assigned,Op3: COMM
478.756,Task Missed,SYSMON
499.200,Task Assigned,Op5: SYSMON
502.669,Task Assigned,Op3: SYSMON
507.704,Task Missed,SYSMON
508.766,Task Assigned,Op1: TRACK
513.442,Task Assigned,Op4: TRACK
520.019,Task Assigned,Op0: RESMAN
524.446,Task Assigned,Op5: RESMAN
526.834,Task Missed,COMM
528.462,Task Assigned,Op4: SYSMON
532.954,Task Assigned,Op3: SYSMON
534.881,Task Assigned,Op2: RESMAN
537.855,Task Assigned,Op1: RESMAN
539.982,Task Assigned,Op2: TRACK
549.670,Task Assigned,Op5: COMM
556.867,Task Assigned,Op3: RESMAN
559.504,Task Assigned,Op1: SYSMON
564.189,Task Assigned,Op0: RESMAN
565.048,Task Assigned,Op1: SYSMON
568.100,Task Assigned,Op0: SYSMON
569.227,Task Missed,COMM
571.454,Task Assigned,Op1: COMM
572.734,Task Assigned,Op2: COMM
575.662,Task Assigned,Op3: COMM
577.050,Task Assigned,Op4: SYSMON
579.032,Task Assigned,Op4: SYSMON
579.715,Task Assigned,Op4: SYSMON
583.182,Task Assigned,Op5: RESMAN
584.072,Task Assigned,Op5: COMM
592.881,Task Assigned,Op4: COMM
594.154,Task Assigned,Op3: COMM
600.631,Task Assigned,Op0: COMM
601.275,Task Assigned,Op0: COMM
603.571,Task Assigned,Op0: SYSMON
604.867,Task Assigned,Op1: TRACK
612.192,Task Assigned,Op2: TRACK
613.063,Task Assigned,Op2: SYSMON
622.320,Task Assigned,Op5: RESMAN
624.054,Task Assigned,Op3: SYSMON
654.366,Task Assigned,Op5: SYSMON
655.321,Task Assigned,Op5: SYSMON
660.236,Task Assigned,Op1: RESMAN
662.537,Task Assigned,Op2: TRACK
665.896,Task Assigned,Op3: COMM
666.925,Task Missed,SYSMON
670.643,Task Assigned,Op4: TRACK
674.316,Task Assigned,Op4: SYSMON
674.351,Task Assigned,Op4: SYSMON
End of Trial
